file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,(株)ケンコーホーム,長崎県西彼杵郡時津町元村郷1212番地4,22641452,,,,,,,,,,,,,,,,
,,,2,売掛金,売掛金,(株)エステート白馬,埼玉県所沢市東住吉12番21号白馬ビルディング,22511928,,,,,,,,,,,,,,,,
,,,3,売掛金,売掛金,共笑ホーム(株),神奈川県横浜市旭区東希望が丘239-19ITO三ツ境BLD2/3F,21901922,,,,,,,,,,,,,,,,
,,,4,売掛金,売掛金,(株)スエナガ,福岡県福岡市城南区堤1-13-301F,20585395,,,,,,,,,,,,,,,,
,,,5,売掛金,売掛金,ポラテック(株),埼玉県越谷市新越谷1-71-2ウッドスクエアビル4F,20159282,,,,,,,,,,,,,,,,
,,,6,売掛金,売掛金,(株)幸和ホーム,千葉県船橋市薬円台5-36-17,18531370,,,,,,,,,,,,,,,,
,,,7,売掛金,売掛金,(株)グリーンハウザー,宮城県仙台市宮城野区中野字上子袋田18-1,18167444,,,,,,,,,,,,,,,,
,,,8,売掛金,売掛金,(有)スタッズ,静岡県御殿場市神場3-12,17845914,,,,,,,,,,,,,,,,
,,,9,売掛金,売掛金,(株)レイナハウス,神奈川県横浜市神奈川区栄町5-1横浜クリエーションスクエア13F,16040096,,,,,,,,,,,,,,,,
,,,10,売掛金,売掛金,(株)日本コンプリートホーム,神奈川県横浜市中区尾上町2-19ヨコハマパークビル9階,15213000,,,,,,,,,,,,,,,,
,,,11,売掛金,売掛金,(株)ジューテック,東京都港区芝大門1-3-22階,15208803,,,,,,,,,,,,,,,,
,,,12,売掛金,売掛金,(株)ジョイフルエーケー,北海道札幌市東区北六条東4-1deAUNEさっぽろビル7階,15168279,,,,,,,,,,,,,,,,
,,,13,売掛金,売掛金,照栄建設(株),福岡県福岡市南区向新町2-5-16,14982214,,,,,,,,,,,,,,,,
,,,14,売掛金,売掛金,(株)ケー・アイズ,神奈川県大和市大和南2-4-4,13892919,,,,,,,,,,,,,,,,
,,,15,売掛金,売掛金,(株)ISHIBE,神奈川県横浜市鶴見区尻手3-11-10,13750037,,,,,,,,,,,,,,,,
,,,16,売掛金,売掛金,(株)ヤマカミ,東京都江東区富岡1-14-21,13704323,,,,,,,,,,,,,,,,
,,,17,売掛金,売掛金,(株)小田急ハウジング,神奈川県川崎市麻生区栗木2-1-12,13593800,,,,,,,,,,,,,,,,
,,,18,売掛金,売掛金,(株)クリエイト礼文,山形県山形市南原町2-7-39,12734315,,,,,,,,,,,,,,,,
,,,19,売掛金,売掛金,(株)オレンジハウス,静岡県静岡市葵区幸町4-18,12531075,,,,,,,,,,,,,,,,
,,,20,売掛金,売掛金,中村工業(株),山口県熊毛郡平生町大字平生村847,11356400,,,,,,,,,,,,,,,,
,,,21,売掛金,売掛金,工藤建設(株),神奈川県横浜市青葉区新石川4-33-10,11352209,,,,,,,,,,,,,,,,
,,,22,売掛金,売掛金,野原住環境(株),東京都新宿区新宿1-1-11,10840382,,,,,,,,,,,,,,,,
,,,23,売掛金,売掛金,(有)ハウスフィット,千葉県市原市五井中央東2-17-18Fitビル2F,10771846,,,,,,,,,,,,,,,,
,,,24,売掛金,売掛金,(株)ジョイフル本田,茨城県土浦市富士崎1-16-2,10610842,,,,,,,,,,,,,,,,
,,,25,売掛金,売掛金,共和商事(株),埼玉県久喜市久喜中央2-8-23EYビル201,10281280,,,,,,,,,,,,,,,,
,,,26,売掛金,売掛金,山万(株),千葉県佐倉市ユーカリが丘4-1スカイプラザ・モール3階,9462325,,,,,,,,,,,,,,,,
,,,27,計,計,,,,,,,,,,,,,,,,,,,
