ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_branch_name_original,paying_bank_branch_name,discount_bank_name_original,discount_bank_name,description_original,description
20250718135900530,1,1,001,000055,202507,四国医療器(株)高知支店,四国医療器(株)高知支店,545,R4.3.10,R4.3.10,R4.6.5,R4.6.5,502854,502854,,,,,みずほ銀行自由が丘支店,みずほ銀行自由が丘支店,,
20250718135900530,1,2,001,000055,202507,望星サイエンス(株),望星サイエンス(株),546,R4.3.30,R4.3.30,R4.6.6,R4.6.6,470250,470250,,,,,みずほ銀行自由が丘支店,みずほ銀行自由が丘支店,,
20250718135900530,1,3,001,000055,202507,(株)琉球光和,(株)琉球光和,547,R4.3.16,R4.3.16,R4.6.7,R4.6.7,1375959,1375959,,,,,みずほ銀行自由が丘支店,みずほ銀行自由が丘支店,,
20250718135900530,1,4,001,000055,202507,(株)青木器械店,(株)青木器械店,548,R4.2.10,R4.2.10,R4.6.10,R4.6.10,1429598,1429598,,,,,,,,
20250718135900530,1,5,001,000055,202507,(株)安中集栄堂,(株)安中集栄堂,549,R4.3.10,R4.3.10,R4.6.10,R4.6.10,226431,226431,,,,,みずほ銀行自由が丘支店,みずほ銀行自由が丘支店,,
20250718135900530,1,6,001,000055,202507,(株)大黒,(株)大黒,550,R4.3.11,R4.3.11,R4.6.10,R4.6.10,292259,292259,,,,,みずほ銀行自由が丘支店,みずほ銀行自由が丘支店,,
20250718135900530,1,7,001,000055,202507,(株)カワニシ,(株)カワニシ,551,R4.3.11,R4.3.11,R4.6.10,R4.6.10,1594269,1594269,,,,,みずほ銀行自由が丘支店,みずほ銀行自由が丘支店,,
20250718135900530,1,8,001,000055,202507,(株)カワニシ広島支店,(株)カワニシ広島支店,552,R4.3.11,R4.3.11,R4.6.10,R4.6.10,405731,405731,,,,,みずほ銀行自由が丘支店,みずほ銀行自由が丘支店,,
20250718135900530,1,9,001,000055,202507,(株)カワニシ広島支店,(株)カワニシ広島支店,552,R4.3.11,R4.3.11,R4.6.10,R4.6.10,43762,43762,,,,,みずほ銀行自由が丘支店,みずほ銀行自由が丘支店,,
20250718135900530,1,10,001,000055,202507,四国医療器(株),四国医療器(株),553,R4.3.11,R4.3.11,R4.6.10,R4.6.10,571379,571379,,,,,みずほ銀行自由が丘支店,みずほ銀行自由が丘支店,,
20250718135900530,1,11,001,000055,202507,マコト医科精機(株),マコト医科精機(株),554,R4.3.16,R4.3.16,R4.6.10,R4.6.10,283932,283932,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
20250718135900530,1,12,001,000055,202507,(株)エヒメ医療器,(株)エヒメ医療器,555,R4.4.11,R4.4.11,R4.6.10,R4.6.10,2000000,2000000,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
20250718135900530,1,13,001,000055,202507,(株)エヒメ医療器,(株)エヒメ医療器,555,R4.4.11,R4.4.11,R4.6.10,R4.6.10,94461,94461,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
20250718135900530,1,14,001,000055,202507,原田三誠メディカルサプライ(株),原田三誠メディカルサプライ(株),556,R4.3.14,R4.3.14,R4.6.15,R4.6.15,349030,349030,,,,,みずほ銀行自由が丘支店,みずほ銀行自由が丘支店,,
20250718135900530,1,15,001,000055,202507,カナヤ医科器械(株),カナヤ医科器械(株),557,R4.3.14,R4.3.14,R4.6.15,R4.6.15,612010,612010,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
20250718135900530,1,16,001,000055,202507,カナヤ医科器械(株)山口東(営),カナヤ医科器械(株)山口東(営),558,R4.3.14,R4.3.14,R4.6.15,R4.6.15,284042,284042,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
20250718135900530,1,17,001,000055,202507,カナヤ医科器械(株)北九州(営),カナヤ医科器械(株)北九州(営),559,R4.3.14,R4.3.14,R4.6.15,R4.6.15,171270,171270,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
20250718135900530,1,18,001,000055,202507,(株)イノメディックス,(株)イノメディックス,560,R4.3.16,R4.3.16,R4.6.15,R4.6.15,650694,650694,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
20250718135900530,1,19,001,000055,202507,日本メディカルプロダクツ(株),日本メディカルプロダクツ(株),561,R4.3.24,R4.3.24,R4.6.15,R4.6.15,1714977,1714977,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
20250718135900530,1,20,001,000055,202507,(株)常光,(株)常光,562,R4.3.17,R4.3.17,R4.6.16,R4.6.16,216007,216007,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
20250718135900530,1,21,001,000055,202507,(株)ホギメディカル,(株)ホギメディカル,563,R4.2.9,R4.2.9,R4.6.20,R4.6.20,3000000,3000000,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
20250718135900530,1,22,001,000055,202507,(株)ホギメディカル,(株)ホギメディカル,563,R4.2.9,R4.2.9,R4.6.20,R4.6.20,227180,227180,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
20250718135900530,1,23,001,000055,202507,(株)カジノ医科工業,(株)カジノ医科工業,564,R4.3.4,R4.3.4,R4.6.20,R4.6.20,287100,287100,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
