file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,東京シンコーレザー(株),東京都荒川区東日暮里4丁目12-1,640200,,,,,,,,,,,,,,,,
,,,2,〃,〃,DOTSPACE,東京都江戸川区東葛西7-11-24-103,91190,,,,,,,,,,,,,,,,
,,,3,〃,〃,ナスラック(株),東京都杉並区上荻1-2-1インテグラルタワ-18F,102300,,,,,,,,,,,,,,,,
,,,4,〃,〃,(株)ニッセン,京都市南区西九条院町26番地,3230412,,,,,,,,,,,,,,,,
,,,5,〃,〃,(株)ニトリ,東京都北区神谷町3-6-20,3740473,,,,,,,,,,,,,,,,
,,,6,〃,〃,(株)ニトリ法人事業部,東京都北区神谷3-6-20,5034304,,,,,,,,,,,,,,,,
,,,7,〃,〃,(株)日本医療器研究所,埼玉県八潮町2丁目1007番地,1238612,,,,,,,,,,,,,,,,
,,,8,〃,〃,(株)ネットフォース(ルキット),東京都江戸川区中央1-2-2,2142207,,,,,,,,,,,,,,,,
,,,9,〃,〃,(株)ネットフォース物流代行,〃,1498979,,,,,,,,,,,,,,,,
,,,10,〃,〃,ハストネット(株),東京都立川市緑町7-1アーバス立川高松駅前ビル7F,54120,,,,,,,,,,,,,,,,
,,,11,〃,〃,(株)ヒマラヤネット,名古屋市中区丸の内2-1-33東建本社丸の内ビル11F,10560,,,,,,,,,,,,,,,,
,,,12,〃,〃,ビッグウッド,愛媛県松山市井門町77番地1,1626020,,,,,,,,,,,,,,,,
,,,13,〃,〃,(株)ファミリーライフ,東京都豊島区東池袋3-1-1サンシャイン6040F,296045,,,,,,,,,,,,,,,,
,,,14,〃,〃,(株)ファミリーライフ倉庫,〃,2992825,,,,,,,,,,,,,,,,
,,,15,〃,〃,(株)フォーディーコーポレーション,東京都新宿区新宿3-17-5,325527,,,,,,,,,,,,,,,,
,,,16,〃,〃,フランスベット(株)東日本,東京都新宿区西新宿6丁目22-1新宿スクエアータワー2階,155320,,,,,,,,,,,,,,,,
,,,17,〃,〃,フランスベット(株)西日本,東京都港区六本木4-1-16六本木ハイツ1階,1938332,,,,,,,,,,,,,,,,
,,,18,〃,〃,(株)ベルエアー,東京都渋谷区代々木5-39-8,578000,,,,,,,,,,,,,,,,
,,,19,〃,〃,(株)ホームテイスト,兵庫県神戸市東灘区本山南町8-6-26東神戸センタービル13階,251515,,,,,,,,,,,,,,,,
,,,20,〃,〃,(株)ポニー,東京都江戸川区平井5-38-4,33220,,,,,,,,,,,,,,,,
,,,21,〃,〃,香港愛邦沙發有限公司,香港九龍九龍湾美羅中心二期2310,3624727,,,,,,,,,,,,,,,,
,,,22,〃,〃,(株)ホンダ,群馬県桐生市錦町2-10-34大東ビル2階,42900,,,,,,,,,,,,,,,,
,,,23,〃,〃,(株)もしも,東京都品川区東品川2-2-24天王州セントラルタワー12F,108350,,,,,,,,,,,,,,,,
,,,24,〃,〃,(有)山崎産業,栃木県安蘇郡田沼町栃本1759,156640,,,,,,,,,,,,,,,,
,,,25,〃,〃,ヤマトホームコンビニエンス(株)熊谷,埼玉県熊谷市問屋町2-1-13,28740,,,,,,,,,,,,,,,,
,,,26,〃,〃,(株)ユーライフ,埼玉県さいたま市南区太田窪4-6-3,123115343,,,,,,,,,,,,,,,,
,,,27,合計,合計,,,,,,,,,,,,,,,,,,,
