file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,(株)あらた北東北支店,岩手県北上市相去町山田2-8,46200,,,,,,,,,,,,,,,,
,,,2,〃,〃,(株)あらた筑波センター筑波倉庫,茨城県土浦市紫ヶ丘5-2,293264,,,,,,,,,,,,,,,,
,,,3,〃,〃,(株)あらた神奈川支店神奈川倉庫,神奈川県南足柄士塚原字上河原370-4,138600,,,,,,,,,,,,,,,,
,,,4,〃,〃,(株)あらた北関東甲信越支店,新潟県長岡市灰島新田1425-11,46200,,,,,,,,,,,,,,,,
,,,5,〃,〃,(株)あらた松本甲府デポ,山梨県甲府市白井町1410,23100,,,,,,,,,,,,,,,,
,,,6,〃,〃,(株)あらた埼玉支店,埼玉県朝霞市膝折町2-21-12,254100,,,,,,,,,,,,,,,,
,,,7,〃,〃,(株)あらた中部支社,名古屋市中区大須1-21-10,589084,,,,,,,,,,,,,,,,
,,,8,〃,〃,(株)あらた関西支社,奈良県大和郡山市今国府町,340058,,,,,,,,,,,,,,,,
,,,9,〃,〃,(株)あらた岡山支店,岡山市北区大内田808-2,51664,,,,,,,,,,,,,,,,
,,,10,〃,〃,(株)あらた高松支店徳島営業所,徳島市大松町榎原外77-21,46200,,,,,,,,,,,,,,,,
,,,11,〃,〃,(株)あらた九州支社,福岡県飯塚市有安958番地,92690,,,,,,,,,,,,,,,,
,,,12,〃,〃,アトムサポート(株),埼玉県久喜市菖蒲町昭和沼6-2,104456,,,,,,,,,,,,,,,,
,,,13,〃,〃,(株)川路商店,神奈川県相模原市中央区青葉1-14-20,170765,,,,,,,,,,,,,,,,
,,,14,〃,〃,(株)カンペハピオ,大阪市中央区今橋2-6-14,100606,,,,,,,,,,,,,,,,
,,,15,〃,〃,角仙合同(株),三重県伊勢市河崎1-8-29,162558,,,,,,,,,,,,,,,,
,,,16,〃,〃,中央物産(株)経理部買掛グループ,静岡市駿河区丸子新田331-1,1313179,,,,,,,,,,,,,,,,
,,,17,〃,〃,(株)東流社,宮城県仙台市若林区卸町東3-4-13,284512,,,,,,,,,,,,,,,,
,,,18,〃,〃,日本ミラコン産業(株),東京都国分寺市西元町2-16-18日建第一ビル1F,186239,,,,,,,,,,,,,,,,
,,,19,〃,〃,日成共益(株)高松営業所,香川県高松市中央町11-12-201,2072400,,,,,,,,,,,,,,,,
,,,20,〃,〃,ニプロ(株),大阪府摂津市千里丘新町3-26,97020,,,,,,,,,,,,,,,,
,,,21,〃,〃,(株)PALTACRDC北海道,北海道北広島市大曲工業団地2-6-1,407757,,,,,,,,,,,,,,,,
,,,22,〃,〃,(株)PALTACRDC東北,岩手県花巻市空港南2-10,1208378,,,,,,,,,,,,,,,,
,,,23,〃,〃,(株)PALTACRDC宮城,宮城県白石市福岡深谷字南沖8-2,824480,,,,,,,,,,,,,,,,
,,,24,〃,〃,(株)PALTACRDC新潟,新潟県見附市新幸町9-14-2,282792,,,,,,,,,,,,,,,,
,,,25,〃,〃,(株)PALTACRDC関東,埼玉県白岡市荒井新田1111-1,638880,,,,,,,,,,,,,,,,
,,,26,〃,〃,(株)PALIACRDC東京,埼玉県白岡市荒井新田1111-1,92400,,,,,,,,,,,,,,,,
,,,27,計,計,,,,,,,,,,,,,,,,,,,
