file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,古堅商店(本部),沖縄県国頭郡本部町字東520,854655,,,,,,,,,,,,,,,,
,,,2,〃,〃,(株)トーホーマーケティング本部関西常温物流,大阪府枚方市南中振3-2-27,622026,,,,,,,,,,,,,,,,
,,,3,〃,〃,(株)沖縄県物産公社,沖縄県那覇市字小録1831番地1沖縄産業支援センター7階,618844,,,,,,,,,,,,,,,,
,,,4,〃,〃,阿波根商店,沖縄県伊江村西江前120,502045,,,,,,,,,,,,,,,,
,,,5,〃,〃,その他,,7200887,50万円未満,,,,,,,,,,,,,,,
,,,6,,,売掛金計,,1005461117,,,,,,,,,,,,,,,,
,,,7,未収入金,未収入金,アサヒオリオン飲料,沖縄県浦添市字城間1985-1オリオン会館4F,40416598,仕入値引き,,,,,,,,,,,,,,,
,,,8,〃,〃,サントリーフーズ(沖縄ペプシ),沖縄県宜野湾市大山6-2-18,40340447,仕入値引き,,,,,,,,,,,,,,,
,,,9,〃,〃,UCC,沖縄県浦添市勢理客4-15-1,12413835,仕入値引き,,,,,,,,,,,,,,,
,,,10,〃,〃,(株)TTホールディングス,沖縄県浦添市西洲2-8-3,10447143,貸付金利息,,,,,,,,,,,,,,,
,,,11,〃,〃,アサヒビール(株),沖縄県浦添市字城間1985-1オリオン会館4F,9066185,仕入値引き,,,,,,,,,,,,,,,
,,,12,〃,〃,宝酒造(株),福岡県福岡市博多区博多駅前1-15-20,8520429,仕入値引き,,,,,,,,,,,,,,,
,,,13,〃,〃,AGF,東京都中央区京橋1-15-1,8446722,仕入値引き,,,,,,,,,,,,,,,
,,,14,〃,〃,マルハニチロ,福岡県福岡市博多区博多駅前2-2-1,7662830,仕入値引き,,,,,,,,,,,,,,,
,,,15,〃,〃,ポッカサッポロ,沖縄県那覇市前島3-1-15大同生命那覇ビル9F,6203499,仕入値引き,,,,,,,,,,,,,,,
,,,16,〃,〃,TULIP,沖縄県那覇市久茂地3-1-1ニッセイ那ハビル9F,3727834,仕入値引き,,,,,,,,,,,,,,,
,,,17,〃,〃,日清食品(株),沖縄県那覇市泊2-15-9泊エクエアビル5F,3410559,仕入値引き,,,,,,,,,,,,,,,
,,,18,〃,〃,永谷園,福岡県福岡市博多区博多駅前3-5-7,3140239,仕入値引き,,,,,,,,,,,,,,,
,,,19,〃,〃,日清フーズ(株),福岡県福岡市博多区博多駅前3-19-5,2307499,仕入値引き,,,,,,,,,,,,,,,
,,,20,〃,〃,ハウス食品(株),沖縄県那覇市天久762-14,2144069,仕入値引き,,,,,,,,,,,,,,,
,,,21,〃,〃,(株)久米島の久米仙,沖縄県浦添市港川2-3-3,1949636,仕入値引き,,,,,,,,,,,,,,,
,,,22,〃,〃,サンヨー食品(株),福岡県福岡市博多区博多駅南4-2-10,1690017,仕入値引き,,,,,,,,,,,,,,,
,,,23,〃,〃,(株)シマヤ,沖縄県那覇市久茂地3-15-9アルテビルディング那覇5F,1460910,仕入値引き,,,,,,,,,,,,,,,
,,,24,〃,〃,マルトモ(株),福岡県福岡市博多区那珂5-8-7,1419136,仕入値引き,,,,,,,,,,,,,,,
,,,25,〃,〃,イカリソース(株),大阪府大阪市福島区福島3-1-59,1389095,仕入値引き,,,,,,,,,,,,,,,
,,,26,〃,〃,キャンベルスープ,泊縄県那覇市久米2-4-16,1276402,仕入値引き,,,,,,,,,,,,,,,
,,,27,計,計,,,,,,,,,,,,,,,,,,,
