file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,(有)川尻運送,霧島市隼人町眞孝96番地,51298039,,,,,,,,,,,,,,,,
,,,2,〃,〃,(株)霧島エッグ,霧島市霧島永水3925-4,41612873,,,,,,,,,,,,,,,,
,,,3,〃,〃,高千穂運輸倉庫(株),福岡県福岡市東区多の津1-20-6,8927600,,,,,,,,,,,,,,,,
,,,4,〃,〃,臼杵運送(株),鹿児島県姶良市下名455-1,7759400,,,,,,,,,,,,,,,,
,,,5,〃,〃,トランコム(株),兵庫県姫路市南畝町2-53ネオフィス姫路南ビル8F,7659130,,,,,,,,,,,,,,,,
,,,6,〃,〃,奈海通商(有),鹿児島県鹿児島市坂之上7丁目38-38,3357137,,,,,,,,,,,,,,,,
,,,7,〃,〃,金納興業(株),福岡県柳川市矢加部318-1,2518956,,,,,,,,,,,,,,,,
,,,8,〃,〃,(株)栗原製作所,奈良県大和郡山市池沢町90-8,1053910,,,,,,,,,,,,,,,,
,,,9,〃,〃,(株)田中商店,熊本県水俣市浜松町5-8,891000,,,,,,,,,,,,,,,,
,,,10,〃,〃,(有)南海運送,鹿児島県曽於郡神領607-4,581900,,,,,,,,,,,,,,,,
,,,11,〃,〃,九州大王製紙パッケージ(株),熊本県宇土市岩古曽町2005,521950,,,,,,,,,,,,,,,,
,,,12,〃,〃,その他,,2556907,,,,,,,,,,,,,,,,
,,,13,計,計,,,128738802,,,,,,,,,,,,,,,,
,,,14,未収入金,未収入金,(株)Nサービス,霧島市国分重久2756番地18,18327973,,,,,,,,,,,,,,,,
,,,15,〃,〃,(有)川尻運送,霧島市隼人町眞孝96番地,539385,,,,,,,,,,,,,,,,
,,,16,〃,〃,,,416341,,,,,,,,,,,,,,,,
,,,17,〃,〃,(株)サンマックス,佐賀県鳥栖市立石町12番地109,48720,,,,,,,,,,,,,,,,
,,,18,〃,〃,その他,,234049,,,,,,,,,,,,,,,,
,,,19,計,計,,,19566468,,,,,,,,,,,,,,,,
,,,20,合計,合計,,,148305270,,,,,,,,,,,,,,,,
