file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,(株)カティグレイス,東京都台東区三筋2-20-10,153136817,,,,,,,,,,,,,,,,
,,,2,,,(株)伊勢半,東京都千代田区四番町6-11,151743644,,,,,,,,,,,,,,,,
,,,3,,,(株)ディーアップ,東京都港区北青山3-3-11ルネ青山ビル6階,139108541,,,,,,,,,,,,,,,,
,,,4,,,CHEMICOS CHINA,"#4556,CIHURD,,JINJIAZHUAANGAREA,MAANSHAN-CITY,",48384241,,,,,,,,,,,,,,,,
,,,5,,,エルソルプロダクツ(株),静岡県掛川市淡陽8番地,27380886,,,,,,,,,,,,,,,,
,,,6,,,(株)コージー本舖,東京都台東区松が谷2-26-1,18271000,,,,,,,,,,,,,,,,
,,,7,,,アヴァンセ(株),東京都港区六本木6-4-1ハリウッドビューティプラザ4F,11850058,,,,,,,,,,,,,,,,
,,,8,,,(株)エトヴォス,大阪府大阪市淀川区西中島6-1-1新大阪プライムタワー2F,7497655,,,,,,,,,,,,,,,,
,,,9,,,(株)ヘイゼルトンプソン,新潟県新潟市東区逢谷内6-8-3,5670610,,,,,,,,,,,,,,,,
,,,10,,,(株)井田ラボラトリーズ,東京都千代田区麹町4-2-6住友不動産麹町ファーストビル,5410944,,,,,,,,,,,,,,,,
,,,11,,,(株)エスタ,神奈川県横浜市青葉区荏田西2-3-2,3712262,,,,,,,,,,,,,,,,
,,,12,,,(株)ノエビア商品グループ,兵庫県神戸市中央区港島中町6-13-1,3630726,,,,,,,,,,,,,,,,
,,,13,,,(株)アメイズプラス,愛知県名古屋市中村区太閤3-1-18名古屋KSビル4階,3449600,,,,,,,,,,,,,,,,
,,,14,,,(株)美美研究所,東京都港区南青山2-14-17ジョワレ南青山3階,3417161,,,,,,,,,,,,,,,,
,,,15,,,(株)ピカソ美化学研究所,兵庫県西宮市西宮浜3-9-1,2097568,,,,,,,,,,,,,,,,
,,,16,,,(株)コスメディアラボラトリーズ,横浜市金沢区幸浦2-20-5,1940180,,,,,,,,,,,,,,,,
,,,17,,,上海美塾貿易会社,"ROOME160,No.2800,WANYUANROAD,MINHANGDISTR",900000,,,,,,,,,,,,,,,,
,,,18,,,(株)コーセー,東京都中央区日本橋3-6-2,633917,,,,,,,,,,,,,,,,
,,,19,,,(株)アイーダ,宮城県亘理郡亘理町逢隈高屋字堂田42-4,547525,,,,,,,,,,,,,,,,
,,,20,,,(株)マッシュビューティーラボ,東京都千代田区麹町5-7-1麹町ダイビル5階,485100,,,,,,,,,,,,,,,,
,,,21,,,アイダインターナショナル(株),東京都世田谷区上馬5-8-6,231000,,,,,,,,,,,,,,,,
,,,22,,,(株)I-ne,大阪府大阪市北区中之島6丁目1-21,1980,,,,,,,,,,,,,,,,
,,,23,,,その他,,2,,,,,,,,,,,,,,,,
,,,24,,,売掛金計,,589501417,,,,,,,,,,,,,,,,
,,,25,売掛金(外貨),売掛金(外貨),KENDOHOLDINGSINC,"425MarketStreet,19thFloorSanFrancisco,CA941",312184389,USD228405318,,,,,,,,,,,,,,,
,,,26,計,計,,,,,,,,,,,,,,,,,,,
