file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,芝浦機械(株)押生管,沼津市大岡2068-3,13218780,,,,,,,,,,,,,,,,
,,,2,〃,〃,(有)吉川製作所,駿東郡長泉町伏見517-1,8760000,,,,,,,,,,,,,,,,
,,,3,〃,〃,(株)ISSリアライズ静岡,静岡市葵区御幸町11-30,8608600,,,,,,,,,,,,,,,,
,,,4,〃,〃,(株)クボタ堺製造所,堺市匠町1-11,7128000,,,,,,,,,,,,,,,,
,,,5,〃,〃,相川鉄工(株),藤枝市岡部町村良4-6,5754276,,,,,,,,,,,,,,,,
,,,6,〃,〃,日本ギア工業(株),藤沢市桐原町7,5270595,,,,,,,,,,,,,,,,
,,,7,〃,〃,光和商事(株),相模原市緑区橋本4-9-27,4812321,,,,,,,,,,,,,,,,
,,,8,〃,〃,(株)ISSリアライズ大阪,大阪市西区新町1-33-8,4224000,,,,,,,,,,,,,,,,
,,,9,〃,〃,(株)三洋,北名古屋市沖村岡1,3850000,,,,,,,,,,,,,,,,
,,,10,〃,〃,(株)誠信商会,静岡市駿河区丸子3035-1,3528514,,,,,,,,,,,,,,,,
,,,11,〃,〃,浜静トレーディング(株),浜松市東区流通元町19-3,3201000,,,,,,,,,,,,,,,,
,,,12,〃,〃,住友重機械ギヤボックス(株),倉敷市玉島乙島8230,2622582,,,,,,,,,,,,,,,,
,,,13,〃,〃,アクセスエンジニアリング(有),神奈川県相模原市中央区田名7361-23,2398000,,,,,,,,,,,,,,,,
,,,14,〃,〃,(株)ハナワ工機製作所,横浜市瀬谷区三ッ境125-1,2357300,,,,,,,,,,,,,,,,
,,,15,〃,〃,(株)ISSリアライズ名古屋,名古屋市中村区名駅1-1-1,2356200,,,,,,,,,,,,,,,,
,,,16,〃,〃,(株)明和工作所,広島県福山市千田町4-14-12,2354000,,,,,,,,,,,,,,,,
,,,17,〃,〃,住友重機械工業(株),大府市朝日町6-1,1820500,,,,,,,,,,,,,,,,
,,,18,〃,〃,ホルビガー日本(株),福岡市中央区舞鶴2-7-3,1760000,,,,,,,,,,,,,,,,
,,,19,〃,〃,(株)神崎高級工機製作所,尼崎市猪名寺2-18-1,1684100,,,,,,,,,,,,,,,,
,,,20,〃,〃,ビヨンズ(株),富士市大渕2429-3,1567286,,,,,,,,,,,,,,,,
,,,21,〃,〃,矢崎エナジーシステム(株),御殿場市保土沢652,1254000,,,,,,,,,,,,,,,,
,,,22,〃,〃,(株)ISSリアライズ神奈川,横浜市西区みなとみらい2-2-1,1180740,,,,,,,,,,,,,,,,
,,,23,〃,〃,(株)ISSリアライズ広島,広島市南区松原町2-62,1062600,,,,,,,,,,,,,,,,
,,,24,〃,〃,(株)ウィンド19,富士市横割本町15-20,1047600,,,,,,,,,,,,,,,,
,,,25,〃,〃,ウェルテック(株),川崎市川崎区浅野町5-4,946000,,,,,,,,,,,,,,,,
,,,26,〃,〃,(株)オグマ商会,富士市五貫島496-1,863500,,,,,,,,,,,,,,,,
,,,27,計,計,,,,,,,,,,,,,,,,,,,
