file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,(有)太陽ワイエヌにじゅういち,千葉県市原市山木1147-3,1831500,,,,,,,,,,,,,,,,
,,,2,〃,〃,(株)三協住宅,松江市宍道町宍道803-2,1397449,,,,,,,,,,,,,,,,
,,,3,〃,〃,福島建設(株),松江市宍道町佐々布201-6,1006555,,,,,,,,,,,,,,,,
,,,4,〃,〃,(株)井川工務店,松江市新町38,789034,,,,,,,,,,,,,,,,
,,,5,〃,〃,(有)トラストホーム,松江市宍道町東来待1833-5,717156,,,,,,,,,,,,,,,,
,,,6,〃,〃,八束コンクリート工業(株),松江市宍道町佐々布1032,471350,,,,,,,,,,,,,,,,
,,,7,〃,〃,勝田工務店,出雲市園町133,233299,,,,,,,,,,,,,,,,
,,,8,〃,〃,小豆澤建綜,松江市宍道町白石256,108570,,,,,,,,,,,,,,,,
,,,9,〃,〃,,,102256,,,,,,,,,,,,,,,,
,,,10,〃,〃,きぐみ建築,松江市山代町340-1,101024,,,,,,,,,,,,,,,,
,,,11,〃,〃,その他,,333465,,,,,,,,,,,,,,,,
,,,12,,,,売掛金計,7091658,,,,,,,,,,,,,,,,
,,,13,完成工事未収入金,完成工事未収入金,合同会社アールケイケイ,松江市大正町447番地30202号,3140000,,,,,,,,,,,,,,,,
,,,14,,,,完成工事未収入金計,3140000,,,,,,,,,,,,,,,,
,,,15,未収入金,未収入金,(協)プレテクノしまね,出雲市斐川町神氷931,25000,貸付金利息,,,,,,,,,,,,,,,
,,,16,〃,〃,松江税務署,松江市向島町134番10松江地方合同庁舎,1024500,法人税・地方法人税・所得税,,,,,,,,,,,,,,,
,,,17,〃,〃,島根県東部県民センター,検江市東津田町1741-1松江合同庁舎内,369500,法人事業税法人県民税,,,,,,,,,,,,,,,
,,,18,〃,〃,松江市,松江市末次町86,68800,法人市民税,,,,,,,,,,,,,,,
,,,19,,,,未収入金計,1487800,,,,,,,,,,,,,,,,
,,,20,計,計,,,11719458,,,,,,,,,,,,,,,,
