file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,(株)安川ロジステック,入間市藤沢528-1,13579333,,,,,,,,,,,,,,,,
,,,2,〃,〃,(株)サンフレッセ,北足立郡伊奈町西小針7-11,6641631,,,,,,,,,,,,,,,,
,,,3,〃,〃,アサヒ紙工(株),鴻巣市蓑田4070,6450621,,,,,,,,,,,,,,,,
,,,4,〃,〃,(株)M&Nコーポレーション,戸田市笹目7-13-3,3393005,,,,,,,,,,,,,,,,
,,,5,〃,〃,さくら産業(株),秩父市別所1777,3057322,,,,,,,,,,,,,,,,
,,,6,〃,〃,(株)プランニング・ドゥ,上尾市上町1-1-13,2758162,,,,,,,,,,,,,,,,
,,,7,〃,〃,(株)ナチュナルフーズ,熊谷市問屋町2-4-18,2393276,,,,,,,,,,,,,,,,
,,,8,〃,〃,佐川グローバルロジスティクス(株),品川区勝島1-1-1東京SRC,2237180,,,,,,,,,,,,,,,,
,,,9,〃,〃,(株)折兼,入間郡三芳町上富528-1,1945064,,,,,,,,,,,,,,,,
,,,10,〃,〃,(株)あらき,深谷市下手計118-2,1899541,,,,,,,,,,,,,,,,
,,,11,〃,〃,(株)安川ロジステック(YED),入間市狭山台3-4-5,1860045,,,,,,,,,,,,,,,,
,,,12,〃,〃,新日本段ボール(株),足立区竹の塚6-16-1,1764363,,,,,,,,,,,,,,,,
,,,13,〃,〃,フクミツ倉業(株),戸田市美女木7-13-7,1751970,,,,,,,,,,,,,,,,
,,,14,〃,〃,(株)フードタッチ,ふじみ野市亀久保1630-6,1647635,,,,,,,,,,,,,,,,
,,,15,〃,〃,(株)マブチ川口営業所,川口市東本郷2-24-24,1627604,,,,,,,,,,,,,,,,
,,,16,〃,〃,(株)TORICO,千代田区飯田橋2-3-6,1583263,,,,,,,,,,,,,,,,
,,,17,〃,〃,(株)キムラ商品課管理係,さいたま市北区別所町64-11,1539470,,,,,,,,,,,,,,,,
,,,18,〃,〃,(株)ジャパンアート,入間市狭山ケ原桜木243,1472592,,,,,,,,,,,,,,,,
,,,19,〃,〃,(株)マブチ北関東,鴻巣市上谷1842-1,1319395,,,,,,,,,,,,,,,,
,,,20,〃,〃,(株)安川ロジステック【L事業】,入間市狭山台3-4-5,1302488,,,,,,,,,,,,,,,,
,,,21,〃,〃,サン通商(有),さいたま市浦和区元町2-12-16,1223387,,,,,,,,,,,,,,,,
,,,22,〃,〃,野崎印刷紙業(株),板橋区板橋2-65-9,1193777,,,,,,,,,,,,,,,,
,,,23,〃,〃,(有)リンクルパッケージ,川口市安行領根岸932-1,1168791,,,,,,,,,,,,,,,,
,,,24,〃,〃,(株)フルプラ,台東区台東3-11-6,1136520,,,,,,,,,,,,,,,,
,,,25,〃,〃,サンポー食品(株),北葛飾郡杉戸町本郷433-3,1119580,,,,,,,,,,,,,,,,
,,,26,〃,〃,エスフーズ(株)関東ミートセンター=,八潮市木曽根1144,1024870,,,,,,,,,,,,,,,,
,,,27,計,計,,,,,,,,,,,,,,,,,,,
