file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,日本平版印刷(株),江東区常盤2-13-16,668286,,,,,,,,,,,,,,,,
,,,2,同上,同上,(株)明祥,江東区新大橋1-8-7,656924,,,,,,,,,,,,,,,,
,,,3,同上,同上,(株)タケナカ,吉川市栄町1429,1670020,,,,,,,,,,,,,,,,
,,,4,同上,同上,(株)富士紙器印刷,横浜市鶴見区駒岡1-28-33,3669421,,,,,,,,,,,,,,,,
,,,5,同上,同上,大光印刷(株)東京本社,港区新橋6-1-11,2746865,,,,,,,,,,,,,,,,
,,,6,同上,同上,武蔵オイルシール工業(株),船橋市前原西1-38-9,5855580,,,,,,,,,,,,,,,,
,,,7,同上,同上,(株)グッドクールアソシエイツ,新宿区四谷三栄町3-7,2600409,,,,,,,,,,,,,,,,
,,,8,同上,同上,(株)フォルテ,葛飾区宝町2-33-19,18343490,,,,,,,,,,,,,,,,
,,,9,同上,同上,(株)トキワ(化粧品),岐阜県中津川桃山町3-20,31015431,,,,,,,,,,,,,,,,
,,,10,同上,同上,日本印刷工業(株),静岡市駿河区中吉田14-35,801271,,,,,,,,,,,,,,,,
,,,11,同上,同上,山芳製菓(株),春日部市栄町1-213,11302434,,,,,,,,,,,,,,,,
,,,12,同上,同上,(株)双伸,練馬区豊玉中2-11-9,3541340,,,,,,,,,,,,,,,,
,,,13,同上,同上,東京直輸入センター(株),台東区西浅草2-6-6,1045000,,,,,,,,,,,,,,,,
,,,14,同上,同上,(株)ホキメディカル,牛久市奥原町1650-30,1062958,,,,,,,,,,,,,,,,
,,,15,同上,同上,(株)三菱鉛筆,品川区東大井5-23-37,990000,,,,,,,,,,,,,,,,
,,,16,同上,同上,(株)アイネット,中央区銀座7-21-21銀座木挽ビル1F,15457570,,,,,,,,,,,,,,,,
,,,17,同上,同上,大豊紙器印刷(株),春日部市豊野町1-31-5,638472,,,,,,,,,,,,,,,,
,,,18,同上,同上,大日本図書(株),名古屋市千種区内山1-14-19,2499196,,,,,,,,,,,,,,,,
,,,19,同上,同上,(株)あかね書房,千代田区西神田3-2-1,1086476,,,,,,,,,,,,,,,,
,,,20,同上,同上,(株)音楽之友社,新宿区神楽坂6-30,1146727,,,,,,,,,,,,,,,,
,,,21,同上,同上,(株)三進社,品川区西五反田4-28-13,564140,,,,,,,,,,,,,,,,
,,,22,同上,同上,(株)真興社,渋谷区猿楽町19-2,674664,,,,,,,,,,,,,,,,
,,,23,同上,同上,東京大学出版社,目黒区駒場4-5-29,1748156,,,,,,,,,,,,,,,,
,,,24,同上,同上,(有)東京モア,墨田区東墨田1-11-12,791569,,,,,,,,,,,,,,,,
,,,25,同上,同上,(株)Rainmakers,中央区新富1-8-9,1946670,,,,,,,,,,,,,,,,
,,,26,同上,同上,テックプランニング(株),千代田区神田鍛治町3-3,6097960,,,,,,,,,,,,,,,,
,,,27,合計,合計,,,,,,,,,,,,,,,,,,,
