file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,昭和電工(株),東京都港区芝大門1-13-9,5824500,,,,,,,,,,,,,,,,
,,,2,売掛金,売掛金,(株)スカイテック,埼玉県秩父郡皆野町金崎175,597520,,,,,,,,,,,,,,,,
,,,3,売掛金,売掛金,THK(株),東京都港区芝浦2-12-10,2841696,,,,,,,,,,,,,,,,
,,,4,売掛金,売掛金,東刃工業(株),東京都葛飾区亀有3-53-5,994235,,,,,,,,,,,,,,,,
,,,5,売掛金,売掛金,(株)鈴木商店,静岡県焼津市三ケ名253,1686850,,,,,,,,,,,,,,,,
,,,6,売掛金,売掛金,亀井機工(株),三重県津市高茶屋小森上野町1151,4340490,,,,,,,,,,,,,,,,
,,,7,売掛金,売掛金,(株)兼松ケージーケイ,東京都中央区京橋1-7-2,852940,,,,,,,,,,,,,,,,
,,,8,売掛金,売掛金,(株)サカエ,静岡県浜松市中区野口町336,537570,,,,,,,,,,,,,,,,
,,,9,売掛金,売掛金,サンエム工産(株),山形県東村山郡中山町大字長崎1000,844800,,,,,,,,,,,,,,,,
,,,10,売掛金,売掛金,(株)ナリサワ,宮城県石巻市駅前北通り2-12-27,549340,,,,,,,,,,,,,,,,
,,,11,売掛金,売掛金,(株)タテイシ,東京都練馬区大泉学園町5-8-20,1551000,,,,,,,,,,,,,,,,
,,,12,売掛金,売掛金,津根精機(株),富山県富山市婦中町高日附852,762300,,,,,,,,,,,,,,,,
,,,13,売掛金,売掛金,(株)テクノマシーン,山形県米沢市アルカディ1-808-27,8528300,,,,,,,,,,,,,,,,
,,,14,売掛金,売掛金,日本炭酸瓦斯(株),東京都足立区青井3-12-15,1859000,,,,,,,,,,,,,,,,
,,,15,売掛金,売掛金,マサモト(株),東京都港区南麻布2-7-24,550000,,,,,,,,,,,,,,,,
,,,16,売掛金,売掛金,その他,,36884328,,,,,,,,,,,,,,,,
,,,17,計,計,,,361246843,,,,,,,,,,,,,,,,
