file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,,,33887734,,,,,,,,,,,,,,,,
,,,2,〃,〃,(株)坂角総本舗,東海市荒尾町甚造15-1,9886845,,,,,,,,,,,,,,,,
,,,3,〃,〃,エフパック流通(有),埼玉県入間市狭山台62,8694746,,,,,,,,,,,,,,,,
,,,4,〃,〃,(株)曙,中央区日本橋浜町3-25-25F,2678887,,,,,,,,,,,,,,,,
,,,5,〃,〃,桔梗屋紙商事(株),横浜市金沢区幸浦2-23-8,2294517,,,,,,,,,,,,,,,,
,,,6,〃,〃,スーパーバック(株),豊島区西池袋5-18-11,2199516,,,,,,,,,,,,,,,,
,,,7,〃,〃,日本データ・サプライ(株),豊島区巣鴨4-35-7,2176658,,,,,,,,,,,,,,,,
,,,8,〃,〃,(株)PIERREMARCOLINIJAPAN,渋谷区千駄ヶ谷5-27-5リンクスクエア新宿15階,1978796,,,,,,,,,,,,,,,,
,,,9,〃,〃,(株)鯨岡,足立区千住桜木1-8-3,1937606,,,,,,,,,,,,,,,,
,,,10,〃,〃,ザ・パック(株),大阪府大阪市東成区東小橋2丁目9-3,1854270,,,,,,,,,,,,,,,,
,,,11,〃,〃,(株)青木屋,府中市南町6-12-1,1699841,,,,,,,,,,,,,,,,
,,,12,〃,〃,(有)紀の国屋,武蔵村山市三ツ藤1-93-2,1597414,,,,,,,,,,,,,,,,
,,,13,〃,〃,富士紙工(株),荒川区東日暮里1-31-6,1288155,,,,,,,,,,,,,,,,
,,,14,〃,〃,(株)シュクレイ,横浜市金沢区福浦2-9-4,1287550,,,,,,,,,,,,,,,,
,,,15,〃,〃,(株)大須ういろ,名古屋市緑区清水山2-1619,1056110,,,,,,,,,,,,,,,,
,,,16,〃,〃,(株)正起屋,大阪府吹田市広芝町15-17,1046320,,,,,,,,,,,,,,,,
,,,17,〃,〃,(株)亀屋,川越市仲町4番地,1005950,,,,,,,,,,,,,,,,
,,,18,〃,〃,(株)ライムストーン,品川区西五反田2-24-7-708,1002240,,,,,,,,,,,,,,,,
,,,19,〃,〃,(株)デンハム・ジャパン,目黒区青葉台1-15-1,980760,,,,,,,,,,,,,,,,
,,,20,〃,〃,(株)銀座新之助,中央区銀座7-12-5,866837,,,,,,,,,,,,,,,,
,,,21,〃,〃,(株)かにや,狭山市柏原337-13,788282,,,,,,,,,,,,,,,,
,,,22,〃,〃,(株)プライムステーション,新宿区愛住町19-16富士ビル4F,740300,,,,,,,,,,,,,,,,
,,,23,〃,〃,西久保製袋(株),江東区常盤1-11-3,732556,,,,,,,,,,,,,,,,
,,,24,〃,〃,(株)舟和,台東区駒形1-9-5,695013,,,,,,,,,,,,,,,,
,,,25,〃,〃,(株)暁印刷,文京区関口1-44-4宗屋関ロビル7F,680762,,,,,,,,,,,,,,,,
,,,26,〃,〃,王子製袋(株)秋田営業所,秋田県秋田市八橋字下八橋191-4,639540,,,,,,,,,,,,,,,,
,,,27,計,計,,,,,,,,,,,,,,,,,,,
