file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,,,,,3635049,ミキサー車12号車売却分回収,,,,,,,,,,,,,,,
,,,2,,,(株)星野建材,本庄市児玉町上真下196-1,21120,8月分無線代,,,,,,,,,,,,,,,
,,,3,,,(有)シンメイ,練馬区田柄2-1-25,6160,8月分無線代,,,,,,,,,,,,,,,
,,,4,,,(株)栄光,戸田市笹目南町9-4,133430,8月分無線代,,,,,,,,,,,,,,,
,,,5,,,日立セメント(株),豊島区高田3-31-5,396000,セメント運賃,,,,,,,,,,,,,,,
,,,6,,,(株)八洋,板橋区徳丸4-17-8,7964,自動販売機協賛金,,,,,,,,,,,,,,,
,,,7,,,(株)ユカ,戸田市氷川町2-12-7,39218,自動販売機協賛金,,,,,,,,,,,,,,,
,,,8,,,明治安田生命保険相互会社,千代田区丸の内2-1-1,254973,配当金,,,,,,,,,,,,,,,
,,,9,,,(株)みずほ銀行,豊島区東池袋1-18-1,317545,外為デリバティブ円建オイルスワップ代,,,,,,,,,,,,,,,
,,,10,,,(有)宝栄興業,秩父郡皆野町金沢3092-1,322425,小林英二ダンプ分,,,,,,,,,,,,,,,
,,,11,,,(株)嶺井工務店,草加市高砂1-11-6,105930,現金売,,,,,,,,,,,,,,,
,,,12,,,東京地区生コンクリート協同組合,中央区日本橋3-2-5,2100,交通費,,,,,,,,,,,,,,,
,,,13,計,計,,,5302854,,,,,,,,,,,,,,,,
,,,14,合計,合計,,,347451148,,,,,,,,,,,,,,,,
