file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,未収入金,未収入金,中国電力(株),萩市椿字沖田2103,1551,3月分太陽光発電収入,,,,,,,,,,,,,,,
,,,2,,,田村商事(株),萩市椿東2977-1,440,3月分自動販売機手数料,,,,,,,,,,,,,,,
,,,3,,,山ロヤクルト販売(株),山口市小郡黄金町14-7,1551,3月分自動販売機手数料,,,,,,,,,,,,,,,
,,,4,,,キリンビバックス(株),萩市大字椿東上野1068-3,269,3月分自動販売機手数料,,,,,,,,,,,,,,,
,,,5,,,山善(株),防府市寿町3-17,2616350,ダイキン空調機拡販感謝金他,,,,,,,,,,,,,,,
,,,6,,,日東工器(株),東京都大田区仲池上2-9-4,52234,特約店報奨金,,,,,,,,,,,,,,,
,,,7,,,トラスコ中山(株),広島市西区中広町1-20-1,120000,キャンペーン報奨金,,,,,,,,,,,,,,,
,,,8,,,(株)エクシス,山口市小郡上郷5413,77,仕入割戻し,,,,,,,,,,,,,,,
,,,9,,,サービス等生産性向上IT導入支援,東京都港区虎ノ門3-5-1,1495555,IT導入支援事業費補助金,,,,,,,,,,,,,,,
,,,10,,,,未収入金計,4288027,,,,,,,,,,,,,,,,
,,,11,計,計,,,,,,,,,,,,,,,,,,,
