file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,(株)高洲商店,萩市土原247-1,999360,,,,,,,,,,,,,,,,
,,,2,,,萩ビルメンテナンス(有),萩市大字椿1157-2,1076256,,,,,,,,,,,,,,,,
,,,3,,,(有)栄工業,萩市河添277の3,669385,,,,,,,,,,,,,,,,
,,,4,,,ジェムカ(株),萩市大字福井上字萩ノ浴2773-1,2957351,,,,,,,,,,,,,,,,
,,,5,,,(有)清弘設備,萩市大字椿青海3757,1168343,,,,,,,,,,,,,,,,
,,,6,,,(有)ナガヨシ技建,島根県鹿足郡津和野町高峯566-1,1459597,,,,,,,,,,,,,,,,
,,,7,,,秋吉台サファリランド,美祢市美東町赤1212,677939,,,,,,,,,,,,,,,,
,,,8,,,(株)フジサワ鐵工,長門市油谷久富326-1,2207613,,,,,,,,,,,,,,,,
,,,9,,,(株)シグナレックス,美祢市大嶺町東分字池尻3058-43,2384231,,,,,,,,,,,,,,,,
,,,10,,,(株)シグナレックス,美祢市大嶺町東分字池尻3858-43,1504207,,,,,,,,,,,,,,,,
,,,11,,,水津設備,阿武郡阿武町木与,2291215,,,,,,,,,,,,,,,,
,,,12,,,(株)ナベル,阿武郡阿武町大字奈古3485-8,1132516,,,,,,,,,,,,,,,,
,,,13,,,(株)岡藤組,長門市油谷河原芝崎1763,14475181,,,,,,,,,,,,,,,,
,,,14,,,小池酸素工業(株),北九州市小倉北区田町14-29,628320,,,,,,,,,,,,,,,,
,,,15,,,(有)山根建築,萩市大字川島1区145,2083220,,,,,,,,,,,,,,,,
,,,16,,,萩土木建築事務所,萩市江向531-1-3,24860000,,,,,,,,,,,,,,,,
,,,17,,,中村企画工業(有),長門市東深川1000-81,1530767,,,,,,,,,,,,,,,,
,,,18,,,萩公共サービス(株),萩市土原533-1,504774,,,,,,,,,,,,,,,,
,,,19,,,萩公共サービス(株),萩市土原533-1,794881,,,,,,,,,,,,,,,,
,,,20,,,,,4935700,,,,,,,,,,,,,,,,
,,,21,,,(有)金子工務店,萩市大字椿東2187-19,1931206,,,,,,,,,,,,,,,,
,,,22,,,萩市役所,萩市江向510,4099260,,,,,,,,,,,,,,,,
,,,23,,,大峰工業(株),美祢市大嶺町曽根工業団地,2109222,,,,,,,,,,,,,,,,
,,,24,,,横浜機工テクノ(株),美祢市大嶺町東分1124-1,11081882,,,,,,,,,,,,,,,,
,,,25,,,,,1687400,,,,,,,,,,,,,,,,
,,,26,,,(株)黒瀬組,長門市仙崎1084番地の1,1623050,,,,,,,,,,,,,,,,
,,,27,計,計,,,,,,,,,,,,,,,,,,,
