ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250725171303330,1,11,001,000341,202507,,,日特建設(株),日特建設(株),2122,30,30,20,5.4.25,5.4.25,5.8.25,5.8.25,三菱UFJ,三菱UFJ,,三菱UFJ,三菱UFJ,20250116153718000,20250116153718000,,,,3通,3通,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
20250725171303330,1,12,001,000341,202507,,,日特建設(株),日特建設(株),2122,30,30,20,5.4.25,5.4.25,5.8.25,5.8.25,三井住友,三井住友,,三井住友,三井住友,20250116153718000,20250116153718000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
20250725171303330,1,13,001,000341,202507,,,日特建設(株),日特建設(株),2122,30,30,20,5.4.25,5.4.25,5.8.25,5.8.25,三井住友信託,三井住友信託,,三井住友信託,三井住友信託,20250116153718000,20250116153718000,,,,2通,2通,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,13,,,testuser
20250725171303330,1,14,001,000341,202507,,,巴機械工業(株),巴機械工業(株),2129,30,30,20,5.4.28,5.4.28,5.8.31,5.8.31,でんさいネット,でんさいネット,,でんさいネット,でんさいネット,20250116153718000,20250116153718000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,14,,,testuser
20250725171303330,1,15,001,000341,202507,,,新日本建販(株),新日本建販(株),2116,30,30,20,5.4.28,5.4.28,5.9.30,5.9.30,でんさいネット,でんさいネット,,でんさいネット,でんさいネット,20250116153718000,20250116153718000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,15,,,testuser
20250725171303330,1,16,001,000341,202507,,,(株)トーメック,(株)トーメック,2127,30,30,20,5.4.28,5.4.28,5.9.30,5.9.30,でんさいネット,でんさいネット,,でんさいネット,でんさいネット,20250116153718000,20250116153718000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,16,,,testuser
20250725171303330,1,17,001,000341,202507,,,内村ボーリング工事(株),内村ボーリング工事(株),2128,30,30,20,5.4.28,5.4.28,5.8.31,5.8.31,北陸,北陸,,北陸,北陸,20250116153718000,20250116153718000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,17,,,testuser
20250725171303330,1,18,001,000341,202507,,,(株)ヒノデ開発,(株)ヒノデ開発,2125,30,30,20,5.4.30,5.4.30,5.9.5,5.9.5,山口,山口,,山口,山口,20250116153718000,20250116153718000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,18,,,testuser
20250725171303330,1,19,001,000341,202507,,,日特建設(株),日特建設(株),2122,30,30,20,5.4.30,5.4.30,5.8.25,5.8.25,三井住友信託,三井住友信託,,三井住友信託,三井住友信託,20250116153718000,20250116153718000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,19,,,testuser
20250725171303330,1,20,001,000341,202507,,,その他,その他,2142,30,30,20,,,,,,,,,,20250116153718000,20250116153718000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,20,,,testuser
20250725171303330,1,21,001,000341,202507,,,(割引手形),(割引手形),2353,30,30,20,,,,,,,,,,20250116153718000,20250116153718000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,21,,,testuser
20250725171303330,1,22,001,000341,202507,,,城北信用金庫赤羽支店,城北信用金庫赤羽支店,2131,30,30,20,,,,,,,,,,20250116153718000,20250116153718000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,22,,,testuser
