ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_branch_name_original,paying_bank_branch_name,discount_bank_name_original,discount_bank_name,description_original,description
0526,1,1,061,153517,202507,(受取手形),(受取手形),125,,,,,,,,,,,,,,
0526,1,2,061,153517,202507,(株)オリエンテック,(株)オリエンテック,546,,,R4.5.2,R4.5.2,421784,421784,,,,,,,,
0526,1,3,061,153517,202507,(株)オリエンテック,(株)オリエンテック,546,,,R4.5.31,R4.5.31,1685145,1685145,,,,,,,,
0526,1,4,061,153517,202507,(株)オリエンテック,(株)オリエンテック,546,,,R4.6.30,R4.6.30,118800,118800,,,,,,,,
0526,1,5,061,153517,202507,(株)オリエンテック,(株)オリエンテック,546,,,R4.8.1,R4.8.1,2461800,2461800,,,,,,,,
0526,1,6,061,153517,202507,(割引手形),(割引手形),299,,,,,,,,,,,,,,
0526,1,7,061,153517,202507,東京計器(株),東京計器(株),710,,,R4.5.20,R4.5.20,5108736,5108736,,,,,東京計器協同組合,東京計器協同組合,,
0526,1,8,061,153517,202507,東京計器(株),東京計器(株),710,,,R4.6.20,R4.6.20,4318397,4318397,,,,,東京計器協同組合,東京計器協同組合,,
0526,1,9,061,153517,202507,東京計器(株),東京計器(株),710,,,R4.7.20,R4.7.20,3832717,3832717,,,,,東京計器協同組合,東京計器協同組合,,
0526,1,10,061,153517,202507,東京計器(株),東京計器(株),710,,,R4.8.19,R4.8.19,5034958,5034958,,,,,東京計器協同組合,東京計器協同組合,,
