ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
20250717125014566,1,1,000,552230,202507,振出人,振出人,001,振出年月日,振出年月日,支払期日,支払期日,金額,金額,支払銀行名称,支払銀行名称,支払銀行支店名,支払銀行支店名,割引銀行名及び支店名等,摘要
20250717125014566,1,2,000,552230,202507,UBEマシナリー(株),UBEマシナリー(株),2859,R5.9.14,R5.9.14,R5.11.20,R5.11.20,7709245,7709245,,,,,,電子記録債権
20250717125014566,1,3,000,552230,202507,〃,〃,048,R5.10.17,R5.10.17,R5.12.20,R5.12.20,8319509,8319509,,,,,,電子記録債権
20250717125014566,1,4,000,552230,202507,(株)宇部スチール,(株)宇部スチール,2860,R5.9.20,R5.9.20,R5.11.10,R5.11.10,543400,543400,,,,,,電子記録債権
20250717125014566,1,5,000,552230,202507,〃,〃,048,R5.10.20,R5.10.20,R5.12.10,R5.12.10,696300,696300,,,,,,電子記録債権
20250717125014566,1,6,000,552230,202507,受取手形計,受取手形計,279,,,,,17268454,17268454,,,,,,
20250717125014566,1,7,000,552230,202507,日新運輸工業(株),日新運輸工業(株),1734,R5.9.20,R5.9.20,R5.11.5,R5.11.5,8393420,8393420,山口銀行長府支店,山口銀行長府支店,,,,
20250717125014566,1,8,000,552230,202507,〃,〃,048,R5.10.20,R5.10.20,R5.12.5,R5.12.5,8874480,8874480,山口銀行長府支店,山口銀行長府支店,,,,
20250717125014566,1,9,000,552230,202507,割引手形計,割引手形計,380,,,,,17267900,17267900,,,,,,
20250717125014566,1,10,000,552230,202507,計,計,037,,,,,34536354,34536354,,,,,,
