ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_original,issue_date,due_date_original,due_date,balance_original,balance,paying_bank_name_original,paying_bank_name,paying_bank_branch_name_original,paying_bank_branch_name,discount_bank_name_original,discount_bank_name,description_original,description
0028,1,1,028,184379,202507,四国医療器(株)高知支店,四国医療器(株)高知支店,201,R5.3.9,R5.3.9,R5.6.5,R5.6.5,467379,467379,,,,,みずほ銀行自由が丘支店,みずほ銀行自由が丘支店,,
0028,1,2,028,184379,202507,望星サイエンス(株),望星サイエンス(株),202,R5.3.31,R5.3.31,R5.6.5,R5.6.5,338514,338514,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
0028,1,3,028,184379,202507,(株)琉球光和,(株)琉球光和,203,R5.3.16,R5.3.16,R5.6.7,R5.6.7,1676411,1676411,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
0028,1,4,028,184379,202507,(株)青木器械店,(株)青木器械店,204,R5.2.8,R5.2.8,R5.6.10,R5.6.10,1048755,1048755,,,,,,,,
0028,1,5,028,184379,202507,(株)安中集栄堂,(株)安中集栄堂,205,R5.3.10,R5.3.10,R5.6.10,R5.6.10,330778,330778,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
0028,1,6,028,184379,202507,マコト医科精機(株),マコト医科精機(株),210,R5.3.13,R5.3.13,R5.6.10,R5.6.10,232683,232683,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
0028,1,7,028,184379,202507,四国医療器(株),四国医療器(株),209,R5.3.13,R5.3.13,R5.6.10,R5.6.10,367208,367208,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
0028,1,8,028,184379,202507,(株)エヒメ医療器,(株)エヒメ医療器,211,R5.4.12,R5.4.12,R5.6.10,R5.6.10,2362074,2362074,,,,,みずほ銀行自由が丘支店,みずほ銀行自由が丘支店,,
0028,1,9,028,184379,202507,カナヤ医科器械(株),カナヤ医科器械(株),213,R5.3.13,R5.3.13,R5.6.15,R5.6.15,597942,597942,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
0028,1,10,028,184379,202507,カナヤ医科器械(株)山口東(営),カナヤ医科器械(株)山口東(営),214,R5.3.13,R5.3.13,R5.6.15,R5.6.15,172975,172975,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
0028,1,11,028,184379,202507,カナヤ医科器械(株)北九州(営),カナヤ医科器械(株)北九州(営),215,R5.3.13,R5.3.13,R5.6.15,R5.6.15,108449,108449,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
0028,1,12,028,184379,202507,(株)イノメディックス,(株)イノメディックス,216,R5.3.16,R5.3.16,R5.6.15,R5.6.15,717728,717728,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
0028,1,13,028,184379,202507,日本メディカルプロダクツ(株),日本メディカルプロダクツ(株),217,R5.3.22,R5.3.22,R5.6.15,R5.6.15,2356002,2356002,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
0028,1,14,028,184379,202507,(株)常光,(株)常光,218,R5.3.20,R5.3.20,R5.6.16,R5.6.16,263395,263395,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
0028,1,15,028,184379,202507,(株)ホギメディカル,(株)ホギメディカル,219,R5.2.14,R5.2.14,R5.6.20,R5.6.20,5000000,5000000,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
0028,1,16,028,184379,202507,(株)ホギメディカル,(株)ホギメディカル,219,R5.2.14,R5.2.14,R5.6.20,R5.6.20,600540,600540,,,,,三井住友銀行自由が丘支店,三井住友銀行自由が丘支店,,
0028,1,17,028,184379,202507,(株)カジノ医科工業,(株)カジノ医科工業,220,R5.3.7,R5.3.7,R5.6.20,R5.6.20,250811,250811,,,,,みずほ銀行自由が丘支店,みずほ銀行自由が丘支店,,
0028,1,18,028,184379,202507,五十嵐医科工業(株),五十嵐医科工業(株),221,R5.3.13,R5.3.13,R5.6.20,R5.6.20,322410,322410,,,,,みずほ銀行自由が丘支店,みずほ銀行自由が丘支店,,
0028,1,19,028,184379,202507,(株)名古屋医理科商会,(株)名古屋医理科商会,222,R5.3.20,R5.3.20,R5.6.20,R5.6.20,446017,446017,,,,,みずほ銀行自由が丘支店,みずほ銀行自由が丘支店,,
0028,1,20,028,184379,202507,(株)八神製作所,(株)八神製作所,223,R5.3.20,R5.3.20,R5.6.20,R5.6.20,399058,399058,,,,,みずほ銀行自由が丘支店,みずほ銀行自由が丘支店,,
0028,1,21,028,184379,202507,山下医科器械(株)福岡本社,山下医科器械(株)福岡本社,224,R5.3.30,R5.3.30,R5.6.20,R5.6.20,826177,826177,,,,,みずほ銀行自由が丘支店,みずほ銀行自由が丘支店,,
0028,1,22,028,184379,202507,石黒メディカルシステム(株),石黒メディカルシステム(株),225,R5.3.31,R5.3.31,R5.6.20,R5.6.20,866275,866275,,,,,みずほ銀行自由が丘支店,みずほ銀行自由が丘支店,,
0028,1,23,028,184379,202507,大島器械(株),大島器械(株),226,R5.4.12,R5.4.12,R5.6.20,R5.6.20,736670,736670,,,,,,,,
