file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,,,ジャパン建材(株)入間営業所,埼玉県入間市狭山台3-8-5,1418560,,,,,,,,,,,,,,,,
,,,2,,,(株)ジー・エム・ティー,東京都渋谷区西原3-6-21F,1277849,,,,,,,,,,,,,,,,
,,,3,,,東京シンコール(株)宇都宮支社,栃木県鹿沼市深津字中台原842-1,1177880,,,,,,,,,,,,,,,,
,,,4,,,(株)森熊,愛媛県松山市中央2-42-1,1138896,,,,,,,,,,,,,,,,
,,,5,,,(株)イモト東京店修理,東京都江東区亀戸2-2-9,1065785,,,,,,,,,,,,,,,,
,,,6,,,(株)サイネックス,三重県松坂市駅部田町101,848600,,,,,,,,,,,,,,,,
,,,7,,,(株)高砂産業,兵庫県高砂市曽根町2867-10,840253,,,,,,,,,,,,,,,,
,,,8,,,(株)岩田商会東京支店,東京都中央区日本橋1-16-11,834130,,,,,,,,,,,,,,,,
,,,9,,,,,751500,,,,,,,,,,,,,,,,
,,,10,,,(株)サハラインテリア,東京都江東区森2-12-5-103,711040,,,,,,,,,,,,,,,,
,,,11,,,関西フエルトファブリック(株)東京第一,東京都千代田区東神田1-11-1-7F,614614,,,,,,,,,,,,,,,,
,,,12,,,大矢産業(株),名古屋市中区新栄1-43-21,601150,,,,,,,,,,,,,,,,
,,,13,,,(有)ティーハウス,東京都葛飾区宝町2-18-29,528660,,,,,,,,,,,,,,,,
,,,14,,,関西フエルトファブリック(株)福岡,福岡市博多区東比恵3-24-37,514800,,,,,,,,,,,,,,,,
,,,15,,,その他77件,,11046809,,,,,,,,,,,,,,,,
,,,16,売掛金計,売掛金計,,,258278309,,,,,,,,,,,,,,,,
,,,17,譲渡債権未収入金,譲渡債権未収入金,三井住友信託銀行,東京都千代田区丸の内1-4-1,738650,(株)シンコールアイル,,,,,,,,,,,,,,,
,,,18,譲渡債権計,譲渡債権計,,,738650,,,,,,,,,,,,,,,,
,,,19,計,計,,,,,,,,,,,,,,,,,,,
