file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,株式会社アンティル,東京都港区赤坂4-15-1赤坂ガーデンシティ14階,858000,,,,,,,,,,,,,,,,
,,,2,〃,〃,株式会社ブギウギエンタテインメント,名古屋市中区三の丸1-6-1,796395,,,,,,,,,,,,,,,,
,,,3,〃,〃,株式会社名古屋三越,名古屋市中区栄3-5-1,786500,,,,,,,,,,,,,,,,
,,,4,〃,〃,土岐市役所,岐阜県土岐庁土岐津町土岐口2101,770000,,,,,,,,,,,,,,,,
,,,5,〃,〃,三菱地所プロパティマネジメント名古屋支店,名古屋市中村区名駅3-28-12大名古屋ビルヂング8F,730962,,,,,,,,,,,,,,,,
,,,6,〃,〃,株式会社名城大学サービス,名古屋市天白区塩釜口1-501(名城大学内),638550,,,,,,,,,,,,,,,,
,,,7,〃,〃,株式会社大手広告,各古屋市中区錦3-5-27錦中央ビル5F,616000,,,,,,,,,,,,,,,,
,,,8,〃,〃,株式会社エムズカンパニー,愛知県豊田市駕鴨町畑林271-1,550000,,,,,,,,,,,,,,,,
,,,9,〃,〃,その他,,13850456,,,,,,,,,,,,,,,,
,,,10,(小計),(小計),,,132331295,,,,,,,,,,,,,,,,
,,,11,未収入金,未収入金,株式会社テアトル・ド・バレエカンパニー,名古屋市千種区千代田橋2-8-17,15481895,,,,,,,,,,,,,,,,
,,,12,(小計),(小計),,,15481895,,,,,,,,,,,,,,,,
,,,13,計,計,,,147813190,,,,,,,,,,,,,,,,
