file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,,,(株)中岡建設,東広島市安芸津町木谷127番1号,411400,,,,,,,,,,,,,,,,
,,,2,,,(株)コマップス,広島市南区比治山本町16-3510F,410300,,,,,,,,,,,,,,,,
,,,3,,,範多機械(株),大阪府大阪市西淀川区御幣島2-14-21,409940,,,,,,,,,,,,,,,,
,,,4,,,(株)中四国クボタ,安芸高田市吉田町川本1353-2,403268,,,,,,,,,,,,,,,,
,,,5,,,(有)木村電化,広島市安佐南区毘沙門台1丁目8-3,403040,,,,,,,,,,,,,,,,
,,,6,,,大成生コンクリート(株),尾道市因島中庄町西浦2015-2,401500,,,,,,,,,,,,,,,,
,,,7,,,(株)大地産業,三原市久井町山中野906番地,397353,,,,,,,,,,,,,,,,
,,,8,,,(株)錦水館,廿日市市宮島町1133,396000,,,,,,,,,,,,,,,,
,,,9,,,栄進重機(有),広島市安佐南区大町西2丁目21番12号,390379,,,,,,,,,,,,,,,,
,,,10,,,(株)昇和興業,広島市西区観音町15-14-101,377630,,,,,,,,,,,,,,,,
,,,11,,,福留ハム(株),広島市安佐北区三入南1丁目7-20,368997,,,,,,,,,,,,,,,,
,,,12,,,龍栄総業,広島市佐伯区五日市一丁目1-13,363374,,,,,,,,,,,,,,,,
,,,13,,,みずえ緑地(株),廿日市市木材港南5-29,361482,,,,,,,,,,,,,,,,
,,,14,,,フルモト建機(株),三原市宮浦町6丁目17-22,346863,,,,,,,,,,,,,,,,
,,,15,,,国土交通省温井ダム管理所,山県郡安芸太田町大字加計1956-2,344300,,,,,,,,,,,,,,,,
,,,16,,,(株)ワキタ福山営業所,福山市曙町6-17-18,343530,,,,,,,,,,,,,,,,
,,,17,,,(有)有田建機,甘日市市玖島2216,342308,,,,,,,,,,,,,,,,
,,,18,,,(株)イーアールイー,広島市安佐北区口田南5-12-22,338250,,,,,,,,,,,,,,,,
,,,19,,,広島太平洋共同生コン(株),広島市中区南吉島2丁目4-41,332002,,,,,,,,,,,,,,,,
,,,20,,,(株)旭山建設,広島市安佐北区白木町大字秋山2069-1,330000,,,,,,,,,,,,,,,,
,,,21,,,共同企業体岩国アスコン,山口県岩国市大字保木3-1,327778,,,,,,,,,,,,,,,,
,,,22,,,スイフト・サービス,尾道市高須町1049-1,327192,,,,,,,,,,,,,,,,
,,,23,,,METService,福山市引野町北4丁目5-23-106,325597,,,,,,,,,,,,,,,,
,,,24,,,ロビン徳島販売(株),徳島県徳島市名東町,324840,,,,,,,,,,,,,,,,
,,,25,,,(株)アクティオ,甘日市市宮内字新屋敷379-1,324744,,,,,,,,,,,,,,,,
,,,26,,,,,91020671,⑥,,,,,,,,,,,,,,,
