file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,(株)イモト東京,東京都江東区亀戸2-2-9,50515986,,,,,,,,,,,,,,,,
,,,2,,,(株)イモト大阪,大阪府大阪市北区本庄東3-1-5,39493025,,,,,,,,,,,,,,,,
,,,3,,,ネット,,29407553,,,,,,,,,,,,,,,,
,,,4,,,(株)ヒロセ,宮城県仙台市若林区卸町1-3-7,17834630,,,,,,,,,,,,,,,,
,,,5,,,(株)オルビータ,東京都中央区銀座8-8-6,13559357,,,,,,,,,,,,,,,,
,,,6,,,スカイジャパンコーポレーション(株),大阪府大阪市中央区北浜3-5-22,12235740,,,,,,,,,,,,,,,,
,,,7,,,(株)ヒョウドウプロダクツ,静岡県浜松市東区市野町2732,9791320,,,,,,,,,,,,,,,,
,,,8,,,(株)イモト福岡,福岡県福岡市博多区博多駅前南3-17,7047810,,,,,,,,,,,,,,,,
,,,9,,,(株)メル・ローズ,東京都目黒区青葉台2-18-1,5462721,,,,,,,,,,,,,,,,
,,,10,,,YoujiCoLtd,"Sience-basedindustralPark,Hsinchu,Taiwan",5377740,,,,,,,,,,,,,,,,
,,,11,,,(株)サウスイースト,大阪市都島区都島中通1-26-2F,5374380,,,,,,,,,,,,,,,,
,,,12,,,(株)高野第二営業所,東京都千代田区神田須田町1-26,3295710,,,,,,,,,,,,,,,,
,,,13,,,伊藤忠モードパル(株),東京都中央区日本橋富沢町9-10,3277868,,,,,,,,,,,,,,,,
,,,14,,,リック(株)建装営業所,東京都台東区蔵前2-6-4,3103562,,,,,,,,,,,,,,,,
,,,15,,,(株)和中東京支店,東京都渋谷区恵比寿南2-6-14,2933590,,,,,,,,,,,,,,,,
,,,16,,,(株)高野横浜営業所,神奈川県横浜市中区末吉町1-8,2919950,,,,,,,,,,,,,,,,
,,,17,,,(株)アラゼン,札幌市豊平区旭町3-1-7,2894408,,,,,,,,,,,,,,,,
,,,18,,,松尾ゴム(株),広島市安佐北区可部南4-9-20,2777500,,,,,,,,,,,,,,,,
,,,19,,,(株)共ショウ,東京都中央区日本橋蛎殻町1-12-6,2638350,,,,,,,,,,,,,,,,
,,,20,,,(株)神戸タフ興産,神戸市西区白水3-1-20,2429053,,,,,,,,,,,,,,,,
,,,21,,,(株)ニチマン,広島県府中市府中町74-1,2420828,,,,,,,,,,,,,,,,
,,,22,,,(株)QRC,兵庫県神戸市中央区北長狭通4-4-18,2340888,,,,,,,,,,,,,,,,
,,,23,,,(株)テクノカメイ,大阪府東大阪市長田東3-2-5,2260368,,,,,,,,,,,,,,,,
,,,24,,,(株)新装商会,大阪府大阪市淀川区三津屋中3-8-23,2218260,,,,,,,,,,,,,,,,
,,,25,,,(株)ニチマン百貨店,広島県府中市府中町74-1,1825870,,,,,,,,,,,,,,,,
,,,26,,,(株)トルハート群馬事務所,群馬県高崎市泉町619-1,1471316,,,,,,,,,,,,,,,,
,,,27,計,計,,,,,,,,,,,,,,,,,,,
