file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,ミカドテクノス(株),上伊那郡箕輪町三日町888,11337040,,,,,,,,,,,,,,,,
,,,2,売掛金,売掛金,TEEM(株),上伊那郡箕輪町中箕輪10800-14,4336849,,,,,,,,,,,,,,,,
,,,3,売掛金,売掛金,(株)興電舎,埼玉県北本市深井3-189,4210030,,,,,,,,,,,,,,,,
,,,4,売掛金,売掛金,タカノ機械(株),上伊那郡宮田村松の原5450-205,2523400,,,,,,,,,,,,,,,,
,,,5,売掛金,売掛金,(株)グローリー,上伊那郡南箕輪村的射場8587,1920754,,,,,,,,,,,,,,,,
,,,6,売掛金,売掛金,共栄電工(株),岡谷市川岸上1-9-8,1919918,,,,,,,,,,,,,,,,
,,,7,売掛金,売掛金,(株)F技術,岡谷市湊4-19-12,1071620,,,,,,,,,,,,,,,,
,,,8,売掛金,売掛金,(株)デジタルスパイス,茅野市豊平529-2,1040611,,,,,,,,,,,,,,,,
,,,9,売掛金,売掛金,(有)福沢製作所,上伊那郡箕輪町東箕輪423-3,971355,,,,,,,,,,,,,,,,
,,,10,売掛金,売掛金,伊那トロン(株),上伊那郡南箕輪村6135-1,769230,,,,,,,,,,,,,,,,
,,,11,売掛金,売掛金,(有)アドバンスワーク,上伊那郡箕輪町大字福与436-20,738980,,,,,,,,,,,,,,,,
,,,12,売掛金,売掛金,(株)ミハマ,茅野市宮川11417,730620,,,,,,,,,,,,,,,,
,,,13,売掛金,売掛金,その他,,2605658,,,,,,,,,,,,,,,,
,,,14,合計,合計,,,34176065,,,,,,,,,,,,,,,,
,,,15,未収入金,未収入金,諏訪税務署,諏訪市清水2-5-22,628235,源泉税修正分,,,,,,,,,,,,,,,
,,,16,未収入金,未収入金,,,10006381,,,,,,,,,,,,,,,,
,,,17,合計,合計,,,10634616,,,,,,,,,,,,,,,,
