file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,株式会社しまむら,埼玉県さいたま市大宮区北袋町1-602-1,7642800,,,,,,,,,,,,,,,,
,,,2,,,PORTSTYLE株式会社,神戸市中央区江戸町100番地高砂ビル5階,7202008,,,,,,,,,,,,,,,,
,,,3,,,株式会社しまむら,埼玉県さいたま市北区宮原町2-19-4,6622495,,,,,,,,,,,,,,,,
,,,4,,,株式会社ワールド,神戸市中央区港島中町6-8-1,6621310,,,,,,,,,,,,,,,,
,,,5,,,株式会社ユナイテッドアローズ,東京都港区赤坂8-1-19日本生命赤坂ビル9F,5123844,,,,,,,,,,,,,,,,
,,,6,,,イオン九州株式会社,福岡市博多区博多駅前南2-9-11,4932584,,,,,,,,,,,,,,,,
,,,7,,,株式会社GーHOT,石川県加賀市片山津温泉乙64-30,4799784,,,,,,,,,,,,,,,,
,,,8,,,株式会社フジ,愛媛県松山市宮西1-2-1,4499986,,,,,,,,,,,,,,,,
,,,9,,,株式会社ライフコーポレーション,東京都台東区台東1-2-16,4303355,,,,,,,,,,,,,,,,
,,,10,,,株式会社サンリブ,北九州市小倉南区上葛原2-14-1,4160685,,,,,,,,,,,,,,,,
,,,11,,,株式会社オンセンド,岐阜県美濃市2118-36,4121162,,,,,,,,,,,,,,,,
,,,12,,,株式会社スタイリングホールディングスプラザカンパニー,東京都新宿区北新宿2-21-1,3611696,,,,,,,,,,,,,,,,
,,,13,,,合同会社西友,東京都北区赤羽2-1-1,3481809,,,,,,,,,,,,,,,,
,,,14,,,株式会社ファミリージョイ,大阪市中央区久太郎町3-1-27,3436873,,,,,,,,,,,,,,,,
,,,15,,,株式会社赤のれん,愛知県名古屋市南区明治1-421,3377365,,,,,,,,,,,,,,,,
,,,16,,,株式会社アミング,石川県金沢市元町2-9-25,2844941,,,,,,,,,,,,,,,,
,,,17,,,株式会社平和堂,滋賀県彦根市小泉町31,2729683,,,,,,,,,,,,,,,,
,,,18,,,株式会社イトウゴフク,岡山県岡山市南区千鳥町5-1-2F,2549844,,,,,,,,,,,,,,,,
,,,19,,,生活協同組合コープこうべ,神戸市東灘区住吉本町1-3-19,2411569,,,,,,,,,,,,,,,,
,,,20,,,株式会社イズミ,広島県広島市南区京橋町2-22,2375899,,,,,,,,,,,,,,,,
,,,21,,,ブルーブルーエジャパン株式会社,東京都渋谷区神山町11-9,2347400,,,,,,,,,,,,,,,,
,,,22,,,株式会社ワンズテラス,東京都中央区晴海1-8-10-25F,2342417,,,,,,,,,,,,,,,,
,,,23,,,株式会社私の部屋リビング,東京都目黒区自由が丘1-24-17,2230349,,,,,,,,,,,,,,,,
,,,24,,,株式会社サンエー,沖縄県宜野湾市大山7-2-10,2034539,,,,,,,,,,,,,,,,
,,,25,,,株式会社システムジュウヨン,大阪市北区天神橋3-7-9山岡ビル,1922683,,,,,,,,,,,,,,,,
,,,26,次葉計,次葉計,,,23459269,,,,,,,,,,,,,,,,
,,,27,計,計,,,121186349,,,,,,,,,,,,,,,,
