file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,太平洋工業(株),大垣市久徳町100番地,200102170,,,,,,,,,,,,,,,,
,,,2,売掛金,売掛金,金星工業(株),安城市今池町3丁目7番8号,8711597,,,,,,,,,,,,,,,,
,,,3,売掛金,売掛金,守山工業(株),名古屋市守山区大字志段昧字熊田442,13061919,,,,,,,,,,,,,,,,
,,,4,売掛金,売掛金,(株)リバース,名古屋市北区平安一丁目1番59号,5487702,,,,,,,,,,,,,,,,
,,,5,売掛金,売掛金,(株)カワセ精工,大垣市野口1丁目308-1,1425028,,,,,,,,,,,,,,,,
,,,6,売掛金,売掛金,(株)コメットカトウ,名古屋市中川区西日置町9丁目109,866030,,,,,,,,,,,,,,,,
,,,7,売掛金,売掛金,井上金物(株),,572000,,,,,,,,,,,,,,,,
,,,8,売掛金,売掛金,(株)豊菱製作所,各務原市金属団地116,276033,,,,,,,,,,,,,,,,
,,,9,売掛金,売掛金,福寿工業(株),羽島市福寿町本郷1206,50006,,,,,,,,,,,,,,,,
,,,10,売掛金,売掛金,(株)今仙電機製作所,犬山市字柿畑1番地,2497,,,,,,,,,,,,,,,,
,,,11,売掛金小計,売掛金小計,,,230554982,,,,,,,,,,,,,,,,
,,,12,未収入金,未収入金,稲川メタル(株),安八郡輪之内大藪2866番地,9849621,,,,,,,,,,,,,,,,
,,,13,未収入金,未収入金,若松技研工業(有),安八郡神戸町柳瀬1095-1,9590951,,,,,,,,,,,,,,,,
,,,14,未収入金,未収入金,(株)斉藤商店,安八郡神戸町西保944,12256561,,,,,,,,,,,,,,,,
,,,15,未収入金,未収入金,稲垣プレス,,2767935,,,,,,,,,,,,,,,,
,,,16,未収入金,未収入金,(株)水谷製作所,,195494,,,,,,,,,,,,,,,,
,,,17,未収入金,未収入金,,,149000,久徳町工場敷金,,,,,,,,,,,,,,,
,,,18,未収入金小計,未収入金小計,,,34809562,,,,,,,,,,,,,,,,
,,,19,計,計,,,265364544,,,,,,,,,,,,,,,,
