file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,(株)中川工務店,京都市西京区上桂三ノ宮町35,1424830,,,,,,,,,,,,,,,,
,,,2,〃,〃,積水ハウス不動産関西(株),京都市中京区烏丸御池梅屋町358,1208240,,,,,,,,,,,,,,,,
,,,3,〃,〃,オリックス・ファシリティーズ(株),京都市下京区大宮通仏光寺下ル五坊大宮町99,1165001,,,,,,,,,,,,,,,,
,,,4,〃,〃,野口計画管理(株),京都市下京区高辻通室町西入繁昌町295-5,1100967,,,,,,,,,,,,,,,,
,,,5,〃,〃,京都山城総合医療センター,京都府木津川市木津駅前1丁目27番地,1067396,,,,,,,,,,,,,,,,
,,,6,〃,〃,ディランド山京リース(株),宇治市槙島町十一49番地4,1067000,,,,,,,,,,,,,,,,
,,,7,〃,〃,ネッツトヨタヤサカ(株),京都市中京区壬生仙念町5,898700,,,,,,,,,,,,,,,,
,,,8,〃,〃,(株)リキデン,向日市鶏冠井町清水5番地,728860,,,,,,,,,,,,,,,,
,,,9,〃,〃,(株)堀場製作所,京都市南区吉祥院官の東町2,726000,,,,,,,,,,,,,,,,
,,,10,〃,〃,日本メックス(株),京都市南区西九条管田町19-1,706860,,,,,,,,,,,,,,,,
,,,11,〃,〃,野口建設(株),京都市左京区田中大堰町214,660000,,,,,,,,,,,,,,,,
,,,12,〃,〃,(株)今井建設,京都市右京区西院安塚町4-2,577500,,,,,,,,,,,,,,,,
,,,13,〃,〃,(粛いすゞエステート,横浜市西区高島1丁目2番5号,517000,,,,,,,,,,,,,,,,
,,,14,〃,〃,(株)ザイマックス関西,大阪市北区堂畠1丁見1-1ザオマックス梅田新道ビル,515900,,,,,,,,,,,,,,,,
,,,15,〃,〃,その他,,22702638,,,,,,,,,,,,,,,,
,,,16,頁計,頁計,,,35066892,,,,,,,,,,,,,,,,
