file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,完成工事未収入金,完成工事未収入金,道の駅湖畔の里福富,東広島市福富町久芳1506,25503550,,,,,,,,,,,,,,,,
,,,2,完成工事未収入金,完成工事未収入金,日本セイフティー(株),東京都千代田区一番町21番地,11586924,,,,,,,,,,,,,,,,
,,,3,完成工事未収入金,完成工事未収入金,(株)賀茂プロジェクト,東広島市豊栄町乃美1054-17,2860000,,,,,,,,,,,,,,,,
,,,4,完成工事未収入金,完成工事未収入金,太陽工業(株),大阪市淀川区木川東4丁目8-4,1930548,,,,,,,,,,,,,,,,
,,,5,完成工事未収入金,完成工事未収入金,(株)東豊建設,東広島市豊栄町安宿5015-5,1894416,,,,,,,,,,,,,,,,
,,,6,完成工事未収入金,完成工事未収入金,農業組合法人夢ファーム大谷,東広島市高屋町造賀4473番地,1350250,,,,,,,,,,,,,,,,
,,,7,完成工事未収入金,完成工事未収入金,(有)生喜産商,竹原市竹原町3586-10,861300,,,,,,,,,,,,,,,,
,,,8,完成工事未収入金,完成工事未収入金,(株)共立メンテナンス,東京都千代田区外神田2丁目18番8号,786500,,,,,,,,,,,,,,,,
,,,9,完成工事未収入金,完成工事未収入金,(株)エスシー・マシーナリ,東広島市黒瀬町小多田河原53-4,601960,,,,,,,,,,,,,,,,
,,,10,完成工事未収入金,完成工事未収入金,(株)鴻治組,広島市安芸区船越南1丁目2-6,345125,,,,,,,,,,,,,,,,
,,,11,完成工事未収入金,完成工事未収入金,(株)佐藤工務店,尾道市高須町3733-1,334730,,,,,,,,,,,,,,,,
,,,12,完成工事未収入金,完成工事未収入金,大政建設工業(株),広島市東区矢賀新町4丁目7-6,330154,,,,,,,,,,,,,,,,
,,,13,完成工事未収入金,完成工事未収入金,大之木建設(株),呉市中央3丁目12番4号,232980,,,,,,,,,,,,,,,,
,,,14,完成工事未収入金,完成工事未収入金,エクシオ・エンジニアリング西日本(株),広島市東区若草町8番17号5F,6003135,,,,,,,,,,,,,,,,
,,,15,完成工事未収入金,完成工事未収入金,大之木・共立・ケーシーエル,東広島市西条町田口295-3,1372800,特定建設工事JV,,,,,,,,,,,,,,,
,,,16,完成工事未収入金,完成工事未収入金,三機工業(株),東広島市西条町田口710-71,1354925,,,,,,,,,,,,,,,,
,,,17,完成工事未収入金,完成工事未収入金,(株)アップル建設,広島市安佐南区伴中央6-35-6,920810,,,,,,,,,,,,,,,,
,,,18,完成工事未収入金,完成工事未収入金,大政建設工業(株),広島市東区矢賀新町4丁目7-6,608850,,,,,,,,,,,,,,,,
,,,19,完成工事未収入金,完成工事未収入金,(株)鴻冶組,広島市安芸区船越南1丁目2-6,455400,,,,,,,,,,,,,,,,
,,,20,完成工事未収入金,完成工事未収入金,楠本建設(株),東広島市西条上市町5-26,422400,,,,,,,,,,,,,,,,
,,,21,完成工事未収入金,完成工事未収入金,ひがしひろしま有限責任事業組合,東広島市西条本町17-2,415800,,,,,,,,,,,,,,,,
,,,22,完成工事未収入金,完成工事未収入金,前田道路(株)中国支店,東広島市西条町上三永340,395780,,,,,,,,,,,,,,,,
,,,23,完成工事未収入金,完成工事未収入金,アマノ企業(株),福山市神村町3106-6,341000,,,,,,,,,,,,,,,,
,,,24,完成工事未収入金,完成工事未収入金,門田建設工業(有),広島市佐伯区三宅1-1-49,301400,,,,,,,,,,,,,,,,
,,,25,完成工事未収入金,完成工事未収入金,広島県,広島市中区基町10-52,436569118,,,,,,,,,,,,,,,,
,,,26,完成工事未収入金,完成工事未収入金,大之木建設(株),呉市中央3丁目12番4号,291123360,,,,,,,,,,,,,,,,
,,,27,合計,合計,,,,,,,,,,,,,,,,,,,
