file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,(株)ロンサム,大阪市西成区花園北2-3-25,43123804,,,,,,,,,,,,,,,,
,,,2,売掛金,売掛金,(株)チヨダ,東京都杉並区荻窪4丁目30番16号,36383957,,,,,,,,,,,,,,,,
,,,3,売掛金,売掛金,興和(株)物質部,東京都中央区日本橋本町3-4-14,24478445,,,,,,,,,,,,,,,,
,,,4,売掛金,売掛金,(株)ロイヤル,愛知県名古屋市中区栄2-11-30,15489840,,,,,,,,,,,,,,,,
,,,5,売掛金,売掛金,(株)つるや,愛媛県松山市湊町3-8-12,10876190,,,,,,,,,,,,,,,,
,,,6,売掛金,売掛金,(株)東群馬,群馬県桐生市堤町3-5-10,9357480,,,,,,,,,,,,,,,,
,,,7,売掛金,売掛金,(株)ユニベリッチ,東京都渋谷区代々木2-5-1,7744115,,,,,,,,,,,,,,,,
,,,8,売掛金,売掛金,(株)赤札堂,東京都台東区上野4-8-4,6523220,,,,,,,,,,,,,,,,
,,,9,売掛金,売掛金,(株)まつや,和歌山県和歌山市友田町3-85,5983445,,,,,,,,,,,,,,,,
,,,10,売掛金,売掛金,八木兵(株),愛知県名古屋市中区錦2-6-6,5587411,,,,,,,,,,,,,,,,
,,,11,売掛金,売掛金,チューリップみのや(株),岐阜県岐阜市坂井町1-17-3,4224145,,,,,,,,,,,,,,,,
,,,12,売担金,売担金,ヒラキ(株),神戸市西区岩岡町野中字福吉556,3791168,,,,,,,,,,,,,,,,
,,,13,売掛金,売掛金,高知履物商事(株),高知県高知市はりまや町2-12-4,1815046,,,,,,,,,,,,,,,,
,,,14,売掛金,売掛金,(有)こんど履物店,徳島県徳島市東新町1-20,1748990,,,,,,,,,,,,,,,,
,,,15,売掛金,売掛金,SHOESSELECP,東京都豊島区南池袋1-22-6,1504881,,,,,,,,,,,,,,,,
,,,16,売掛金,売掛金,アーク(株),大阪市生野区新今里4-9-42F,1148273,,,,,,,,,,,,,,,,
,,,17,売掛金,売掛金,その他,,8945802,,,,,,,,,,,,,,,,
,,,18,(小計),(小計),,,188726212,,,,,,,,,,,,,,,,
,,,19,未収入金,未収入金,,,4487920,,,,,,,,,,,,,,,,
,,,20,未収入金,未収入金,,,3038501,,,,,,,,,,,,,,,,
,,,21,(小計),(小計),,,7526421,,,,,,,,,,,,,,,,
,,,22,計,計,,,196252633,,,,,,,,,,,,,,,,
