file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,電子債権,電子債権,飛島建設(株),東京都港区港南1丁目8番15号,7882149,,,,,,,,,,,,,,,,
,,,2,電子債権,電子債権,ヤマックス,,2126994,,,,,,,,,,,,,,,,
,,,3,電子債権,電子債権,(株)フソウ,福岡県福岡市博多区博多駅前2-19-24大博センタービル6F,742000,,,,,,,,,,,,,,,,
,,,4,電子債権,電子債権,エム・エス・ケー農業機械(株),北海道恵庭市戸磯193-8,543048,,,,,,,,,,,,,,,,
,,,5,合計,合計,,,11294191,,,,,,,,,,,,,,,,
,,,6,完成工事未収入金,完成工事未収入金,(株)速永工務店,熊本県人吉市城本町1088,26510000,,,,,,,,,,,,,,,,
,,,7,完成工事未収入金,完成工事未収入金,(株)三好鉄工所,大分県大分市大字鶴崎2200住友化学(株)大分工場構内,22770000,,,,,,,,,,,,,,,,
,,,8,完成工事未収入金,完成工事未収入金,(株)中野産業,宮崎健宮崎市大塚町水流5145-3,9152000,,,,,,,,,,,,,,,,
,,,9,完成工事未収入金,完成工事未収入金,(株)肥後銀行,熊本県熊本市中央区練兵町1,7535000,,,,,,,,,,,,,,,,
,,,10,完成工事未収入金,完成工事未収入金,(株)岩永組,熊本県熊本市中央区南熊本4丁目8-32,7353500,,,,,,,,,,,,,,,,
,,,11,完成工事未収入金,完成工事未収入金,その他,,89488970,,,,,,,,,,,,,,,,
,,,12,合計,合計,,,162809470,,,,,,,,,,,,,,,,
,,,13,売掛金/本社,売掛金/本社,東京製鐵(株),東京都千代田区霞が関3-7-1霞が関東急ビル15F,241377119,,,,,,,,,,,,,,,,
,,,14,売掛金/本社,売掛金/本社,伊藤忠メタルズ(株),東京都港区北青山2-5-1,76065538,,,,,,,,,,,,,,,,
,,,15,売掛金/本社,売掛金/本社,産業振興(株),東京都千代田区神田小川町3-9-2,72151406,,,,,,,,,,,,,,,,
,,,16,売掛金/本社,売掛金/本社,エムエム建材(株),東京都港区東新橋1-5-2汐留シティセンター17F・18F,61686991,,,,,,,,,,,,,,,,
,,,17,売掛金/本社,売掛金/本社,豊通マテリアル(株),愛知県名古屋市中村区名駅4-4-10名古屋クロスコートタワー12階,52929764,,,,,,,,,,,,,,,,
,,,18,売掛金/本社,売掛金/本社,大阪製鐵(株),大阪府大阪市大正区南恩加島1丁目9番3号,26266379,,,,,,,,,,,,,,,,
,,,19,売掛金/本社,売掛金/本社,阪和興業(株),大阪府大阪市中央区伏見町4丁目3番9号,22950357,,,,,,,,,,,,,,,,
,,,20,売掛金/本社,売掛金/本社,(株)ナベショー,大阪府大阪市中央区南船場4丁目12番12号,21495616,,,,,,,,,,,,,,,,
,,,21,売掛金/本社,売掛金/本社,その他,,86999772,,,,,,,,,,,,,,,,
,,,22,合計,合計,,,661922942,,,,,,,,,,,,,,,,
,,,23,売掛金/合志,売掛金/合志,(株)大晶,熊本県合志市福原3122-10,8709423,,,,,,,,,,,,,,,,
,,,24,売掛金/合志,売掛金/合志,その他,,12253230,,,,,,,,,,,,,,,,
,,,25,合計,合計,,,20962653,,,,,,,,,,,,,,,,
,,,26,売掛金/廃棄物,売掛金/廃棄物,,,72274410,本社,,,,,,,,,,,,,,,
,,,27,計,計,,,,,,,,,,,,,,,,,,,
