file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,マリネックス(株),新潟市東区古湊町2-20,10210680,,,,,,,,,,,,,,,,
,,,2,〃,〃,日正運輸(株),新潟市北区島見町2434-15,5964392,,,,,,,,,,,,,,,,
,,,3,〃,〃,(有)正起亜鉛巧業,新潟市西蒲区和納5767-28,5838956,,,,,,,,,,,,,,,,
,,,4,〃,〃,日本通運(株),新潟県北蒲原郡聖籠町東港3-432-16,5806672,,,,,,,,,,,,,,,,
,,,5,〃,〃,三和運輸機工(株),新潟県燕市吉田鴻巣180-14,3763408,,,,,,,,,,,,,,,,
,,,6,〃,〃,旭カーボンロジスティックス(株),新潟市東区鴎島町2,2778380,,,,,,,,,,,,,,,,
,,,7,〃,〃,(株)阪急阪神エクスプレス,東京都港区新橋3-3-9,2427920,,,,,,,,,,,,,,,,
,,,8,〃,〃,リンコー運輸(株),新潟市東区船江町1-6-33,2074105,,,,,,,,,,,,,,,,
,,,9,〃,〃,稲野総業(株),新潟市中央区古町通11-1682,1987350,,,,,,,,,,,,,,,,
,,,10,〃,〃,(株)カネコ・コーポレーション,群馬県太田市東矢島町202,1977250,,,,,,,,,,,,,,,,
,,,11,〃,〃,中越運送(株),新潟市江南区亀田早通2403-4,1531244,,,,,,,,,,,,,,,,
,,,12,〃,〃,兼松サステック(株),新潟市中央区上近江3-25-18,1426150,,,,,,,,,,,,,,,,
,,,13,〃,〃,新潟運輸(株),新潟市西区流通センタ-6-1-1,1284300,,,,,,,,,,,,,,,,
,,,14,〃,〃,(有)山本運送,新潟市西蒲区松野尾4336-1,1255759,,,,,,,,,,,,,,,,
,,,15,〃,〃,(株)国土,新潟市北区太郎代字浜辺2651-1,1096700,,,,,,,,,,,,,,,,
,,,16,〃,〃,中越通運(株),新潟市西蒲区打越186-1,1077971,,,,,,,,,,,,,,,,
,,,17,〃,〃,(株)三国屋,新潟市南区上塩俵1900-1,1016400,,,,,,,,,,,,,,,,
,,,18,〃,〃,(株)JTL,新潟県三条市福島新田丁321,943800,,,,,,,,,,,,,,,,
,,,19,〃,〃,(株)アルバ建設,新潟市東区岡山1279,942700,,,,,,,,,,,,,,,,
,,,20,〃,〃,(株)ニッパンレンタル,新潟市西区山田390-1,935000,,,,,,,,,,,,,,,,
,,,21,〃,〃,KYサービス(株),新潟県北蒲原郡聖篭町東港7-861-6,913000,,,,,,,,,,,,,,,,
,,,22,〃,〃,(株)上杉興業,新潟市南区上塩俵1258,875189,,,,,,,,,,,,,,,,
,,,23,〃,〃,上越木材興業(株),新潟県上越市新光町1-1-7,734800,,,,,,,,,,,,,,,,
,,,24,〃,〃,五十嵐建設(株),新潟市西区青山1-12-8,733700,,,,,,,,,,,,,,,,
,,,25,〃,〃,(株)レンタルのニッケン,新潟市東区逢谷内3-522-1,732050,,,,,,,,,,,,,,,,
,,,26,〃,〃,(株)昭榮興産,宮城県宮城郡利府町神谷沢字塚元19-4,656700,,,,,,,,,,,,,,,,
,,,27,計,計,,,,,,,,,,,,,,,,,,,
