file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,,,安森機工(株),広島市中区南吉島1丁目2-27,2176291,,,,,,,,,,,,,,,,
,,,2,,,ヤマモトロックマシン(株),庄原市東城町東城36,1991000,,,,,,,,,,,,,,,,
,,,3,,,広島県立海田高等学校,安芸郡海田町つくも町1-60,1980000,,,,,,,,,,,,,,,,
,,,4,,,新日本建販(株),広島市佐伯区千同2丁目1-38,1946780,,,,,,,,,,,,,,,,
,,,5,,,(株)桑原組,広島市西区己斐本町3丁目17-24,1944800,,,,,,,,,,,,,,,,
,,,6,,,デンヨー興産(株),滋賀県湖南市大池町5,1896663,,,,,,,,,,,,,,,,
,,,7,,,コマツカスタマーサポート(株),甘日市市木材港北4番36号,1887046,,,,,,,,,,,,,,,,
,,,8,,,(株)宮本設備工業,広島市中区光南1丁目11-17-101号,1870000,,,,,,,,,,,,,,,,
,,,9,,,積水ハウス不動産中国四国(株),広島市中区小町1番25号,1813780,,,,,,,,,,,,,,,,
,,,10,,,益田商会(株),竹原市東野町140番地2,1716264,,,,,,,,,,,,,,,,
,,,11,,,(有)トモナガ興産,広島市東区福田7-2102-4,1705770,,,,,,,,,,,,,,,,
,,,12,,,(株)ナガ・ツキ,広島市中区吉島西1丁目21-1,1686261,,,,,,,,,,,,,,,,
,,,13,,,(株)テクノ西日本,三次市栗屋町2637-2,1618661,,,,,,,,,,,,,,,,
,,,14,,,萩森興産(株),山口県宇部市沖宇部字沖の山525-116,1575167,,,,,,,,,,,,,,,,
,,,15,,,ヤンマーアグリジャパン(株),岡山県倉敷市亀山622,1549570,,,,,,,,,,,,,,,,
,,,16,,,日本キャタピラー合同会社,広島市南区出島3丁目1番8号,1518221,,,,,,,,,,,,,,,,
,,,17,,,農機サービスみと,島根県益田市美都町都茂910-5,1468390,,,,,,,,,,,,,,,,
,,,18,,,(株)舛田組,竹原市吉名町2206-3,1424500,,,,,,,,,,,,,,,,
,,,19,,,麻生岡山生コンクリート(株),倉敷市藤戸町藤戸入会1823-2,1419000,,,,,,,,,,,,,,,,
,,,20,,,(株)工進,京都府長岡京市神足八ノ坪12-2,1412072,,,,,,,,,,,,,,,,
,,,21,,,広島県,広島市中区基町10-52,1401180,,,,,,,,,,,,,,,,
,,,22,,,愛和(株),広島市中区西川口町7番5号,1392765,,,,,,,,,,,,,,,,
,,,23,,,杉山工機,山口県防府市大字奈美96-1,1367215,,,,,,,,,,,,,,,,
,,,24,,,(株)ブレイカーズ,広島市佐伯区河内南1丁目12-5,1336841,,,,,,,,,,,,,,,,
,,,25,,,中川ヒューム管山陽(株),山口県岩国市美和町渋前1222,1330813,,,,,,,,,,,,,,,,
,,,26,小計,小計,,,41429050,②,,,,,,,,,,,,,,,
