ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
,,1,000,826531,202507,科目,科目,,名称(氏名),名称(氏名),所在地(住所),所在地(住所),,,期末現在高,期末現在高,摘要,摘要,,
,,2,000,826531,202507,,,,福利(8%)計,福利(8%)計,,,,,391780,391780,,,,
,,3,000,826531,202507,未払費用,未払費用,,(株)ユニマットライフ,(株)ユニマットライフ,,,,,22000,22000,福利(10%),福利(10%),,
,,4,000,826531,202507,〃,〃,,新日本ウェックス(株),新日本ウェックス(株),,,,,16775,16775,福利(10%),福利(10%),,
,,5,000,826531,202507,,,,福利(10%)計,福利(10%)計,,,,,38775,38775,,,,
,,6,000,826531,202507,未払費用,未払費用,,大興運輸(株),大興運輸(株),,,,,434368,434368,運送,運送,,
,,7,000,826531,202507,〃,〃,,福山通運(株),福山通運(株),,,,,35728,35728,運送,運送,,
,,8,000,826531,202507,〃,〃,,(株)安井運送,(株)安井運送,,,,,376200,376200,運送,運送,,
,,9,000,826531,202507,,,,運送計,運送計,,,,,846296,846296,,,,
,,10,000,826531,202507,未払費用,未払費用,,新日本ウェックス(株),新日本ウェックス(株),,,,,69080,69080,雑費,雑費,,
,,11,000,826531,202507,〃,〃,,富田被服(株),富田被服(株),,,,,12540,12540,雑費,雑費,,
,,12,000,826531,202507,〃,〃,,松本清掃(株),松本清掃(株),,,,,55000,55000,雑費,雑費,,
,,13,000,826531,202507,〃,〃,,(株)ユニマットライフ,(株)ユニマットライフ,,,,,42196,42196,雑費,雑費,,
,,14,000,826531,202507,〃,〃,,(株)桐原商会,(株)桐原商会,,,,,106700,106700,雑費,雑費,,
,,15,000,826531,202507,〃,〃,,(株)シーメック,(株)シーメック,,,,,30404,30404,雑費,雑費,,
,,16,000,826531,202507,〃,〃,,原口機工(株),原口機工(株),,,,,103902,103902,雑費,雑費,,
,,17,000,826531,202507,〃,〃,,(株)マシン三洋,(株)マシン三洋,,,,,36784,36784,雑費,雑費,,
,,18,000,826531,202507,〃,〃,,(株)モノタロウ,(株)モノタロウ,,,,,2959,2959,雑費,雑費,,
,,19,000,826531,202507,,,,雑費計,雑費計,,,,,459565,459565,,,,
,,20,000,826531,202507,未払費用,未払費用,,ミライフ西日本(株),ミライフ西日本(株),,,,,2105,2105,雑費2,雑費2,,
,,21,000,826531,202507,計,計,,,,,,,,,,,,,
