file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,,,(株)みなり河内工場,東広島市河内町下河内636,522115,,,,,,,,,,,,,,,,
,,,2,,,共同企業体下関アスコン,下関市長府扇町9-32,521829,,,,,,,,,,,,,,,,
,,,3,,,野村興業(株),下関市古屋町1-19-1,519200,,,,,,,,,,,,,,,,
,,,4,,,コーウン産業(株),山口県周南市小川屋町1-5,515900,,,,,,,,,,,,,,,,
,,,5,,,(株)ナガ・ツキ甲田工場,広島県安芸高田市甲田町上甲立494,513150,,,,,,,,,,,,,,,,
,,,6,,,(株)明興建設,広島市中区南吉島1丁目2-6,510783,,,,,,,,,,,,,,,,
,,,7,,,(株)ノダ道路,広島県三次市三次町1534番地の1,499070,,,,,,,,,,,,,,,,
,,,8,,,中田建設(株),広島県広島市中区南吉島1丁目2-34,497970,,,,,,,,,,,,,,,,
,,,9,,,みのる産業(株),岡山県赤磐市下市447,490737,,,,,,,,,,,,,,,,
,,,10,,,共栄建機サービス(株),広島市東区戸坂山根二丁目9-15,479971,,,,,,,,,,,,,,,,
,,,11,,,コベルコ建機日本(株)福山営業所,福山市曙町6丁目9-11,474452,,,,,,,,,,,,,,,,
,,,12,,,(株)逹組,広島市佐伯区美の里2-12-15-1,463463,,,,,,,,,,,,,,,,
,,,13,,,知光建材(有),岡山県笠岡市茂平苫無1372-9,461483,,,,,,,,,,,,,,,,
,,,14,,,(有)貴恵機商,尾道市因島重井町5867-1,460152,,,,,,,,,,,,,,,,
,,,15,,,安森機工(株),広島県広島市中区南吉島1丁目2-27,438854,,,,,,,,,,,,,,,,
,,,16,,,石翠備鑿(株),広島県広島市西区己斐中3-34-8,437800,,,,,,,,,,,,,,,,
,,,17,,,(株)サンレック西日本工場,広島県東広島市志和町七条椛坂1192-1,431200,,,,,,,,,,,,,,,,
,,,18,,,富士エンジニアリング(株),愛媛県松山市朝生田町6-5-27,427353,,,,,,,,,,,,,,,,
,,,19,,,広島県広島中央警察署長,広島県広島市中区基町9-48,407000,,,,,,,,,,,,,,,,
,,,20,,,(株)大前工務店,広島市西区己斐本町2丁目12番30号,393074,,,,,,,,,,,,,,,,
,,,21,,,伸友工業,広島市安佐北区白木町三田5738番地,383955,,,,,,,,,,,,,,,,
,,,22,,,(株)ツルミマシナリー,大阪府大阪市鶴見区鶴見3-6-27,370081,,,,,,,,,,,,,,,,
,,,23,,,(株)宏和コーポレーション,広島県広島市東区東蟹屋町6-16-201,369094,,,,,,,,,,,,,,,,
,,,24,,,(株)アクティオ,東京都中央区日本橋3-12-2-7F,367298,,,,,,,,,,,,,,,,
,,,25,,,有限会社トラベスト,防府市大字植松838番地の2,367244,,,,,,,,,,,,,,,,
,,,26,小計,小計,,,11323228,⑤,,,,,,,,,,,,,,,
