file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,SHOEIMEXICANAS.A.DE.C.V.,"Av.NiguelHidalgo117,ParquendustrialMarabisAbasolo",54393322,,,,,,,,,,,,,,,,
,,,2,売掛金,売掛金,黒田電気株式会社,東京都品川区南大井5-17-9,18934244,,,,,,,,,,,,,,,,
,,,3,売掛金,売掛金,フジクラ電装株式会社,山形県米沢市八幡原1-1-3,16534548,,,,,,,,,,,,,,,,
,,,4,売掛金,売掛金,株式会社パイオラックス,神奈川県横浜市保土ヶ谷区岩井町,11024862,,,,,,,,,,,,,,,,
,,,5,売掛金,売掛金,タキゲン製造株式会社,東京都品川区西五反田1-24-1,10491286,,,,,,,,,,,,,,,,
,,,6,売掛金,売掛金,日立金属株式会社,茨城県日立市砂沢町880,5097493,,,,,,,,,,,,,,,,
,,,7,売掛金,売掛金,三協株式会社,東京都江戸川区西一之江1-11-3,4945754,,,,,,,,,,,,,,,,
,,,8,売掛金,売掛金,ビヨンズ株式会社,静岡県富士市大渕2429-3,4671895,,,,,,,,,,,,,,,,
,,,9,売掛金,売掛金,ビークルエナジージャパン株式会社,茨城県ひたちなか市稲田1410番地,3400004,,,,,,,,,,,,,,,,
,,,10,売掛金,売掛金,日本電産コパル電子株式会社,栃木県佐野市赤見町2188,3291596,,,,,,,,,,,,,,,,
,,,11,売掛金,売掛金,日立Astemo株式会社,茨城県ひたちなか市高場2520番地,2813015,,,,,,,,,,,,,,,,
,,,12,売掛金,売掛金,株式会社セライズ,東京都大田区池上7-26-10,2321308,,,,,,,,,,,,,,,,
,,,13,売掛金,売掛金,古河電気工業株式会社,神奈川県平塚市東八幡5-1-9,1700490,,,,,,,,,,,,,,,,
,,,14,売掛金,売掛金,ユー・エム・シー・エレクトロニクス株式会社,埼玉県上尾市瓦葺721,1597419,,,,,,,,,,,,,,,,
,,,15,売掛金,売掛金,大蔵工業株式会社,青森県三戸郡五戸町豊間内地蔵平1-278,1534860,,,,,,,,,,,,,,,,
,,,16,売掛金,売掛金,フレクストロニクス・インターナショナル株式会社,茨城県筑西市関館367-2,1366814,,,,,,,,,,,,,,,,
,,,17,売掛金,売掛金,シークス株式会社,大阪市中央区備後町1-4-9シークスビル,1320000,,,,,,,,,,,,,,,,
,,,18,売掛金,売掛金,株式会社エー・アンド・デイ,埼玉県北本市朝日1-243,1141755,,,,,,,,,,,,,,,,
,,,19,売掛金,売掛金,フジコン株式会社,東京都大田区久が原3-32-4,1116998,,,,,,,,,,,,,,,,
,,,20,売掛金,売掛金,フジクラプレシジョン株式会社,熊本県山鹿市鹿本町梶屋748,925593,,,,,,,,,,,,,,,,
,,,21,売掛金,売掛金,株式会社TERADA.FAN,群馬県藤岡市森55,814275,,,,,,,,,,,,,,,,
,,,22,売掛金,売掛金,小倉クラッチ株式会社,群馬県伊勢崎市赤堀鹿島町1539,628705,,,,,,,,,,,,,,,,
,,,23,売掛金,売掛金,豊田鉄工株式会社,愛知県豊田市細谷町4丁目50番地,551826,,,,,,,,,,,,,,,,
,,,24,売掛金,売掛金,株式会社オーツカ,東京都品川区南品川1-7-19,538329,,,,,,,,,,,,,,,,
,,,25,売掛金,売掛金,その他,,3948528,,,,,,,,,,,,,,,,
,,,26,計,計,,,155104919,,,,,,,,,,,,,,,,
,,,27,合計,合計,,,,,,,,,,,,,,,,,,,
