ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
,,1,000,994363,202507,科目,科目,,名称(氏名),名称(氏名),所在地(住所),所在地(住所),,,期末現在高,期末現在高,摘要,摘要,,
,,2,000,994363,202507,売掛金,売掛金,,SHOEIMEXICANAS.A.DE.C.V.,SHOEIMEXICANAS.A.DE.C.V.,"Av.NiguelHidalgo117,ParquendustrialMarabisAbasolo","Av.NiguelHidalgo117,ParquendustrialMarabisAbasolo",,,54393322,54393322,,,,
,,3,000,994363,202507,売掛金,売掛金,,黒田電気株式会社,黒田電気株式会社,東京都品川区南大井5-17-9,東京都品川区南大井5-17-9,,,18934244,18934244,,,,
,,4,000,994363,202507,売掛金,売掛金,,フジクラ電装株式会社,フジクラ電装株式会社,山形県米沢市八幡原1-1-3,山形県米沢市八幡原1-1-3,,,16534548,16534548,,,,
,,5,000,994363,202507,売掛金,売掛金,,株式会社パイオラックス,株式会社パイオラックス,神奈川県横浜市保土ヶ谷区岩井町,神奈川県横浜市保土ヶ谷区岩井町,,,11024862,11024862,,,,
,,6,000,994363,202507,売掛金,売掛金,,タキゲン製造株式会社,タキゲン製造株式会社,東京都品川区西五反田1-24-1,東京都品川区西五反田1-24-1,,,10491286,10491286,,,,
,,7,000,994363,202507,売掛金,売掛金,,日立金属株式会社,日立金属株式会社,茨城県日立市砂沢町880,茨城県日立市砂沢町880,,,5097493,5097493,,,,
,,8,000,994363,202507,売掛金,売掛金,,三協株式会社,三協株式会社,東京都江戸川区西一之江1-11-3,東京都江戸川区西一之江1-11-3,,,4945754,4945754,,,,
,,9,000,994363,202507,売掛金,売掛金,,ビヨンズ株式会社,ビヨンズ株式会社,静岡県富士市大渕2429-3,静岡県富士市大渕2429-3,,,4671895,4671895,,,,
,,10,000,994363,202507,売掛金,売掛金,,ビークルエナジージャパン株式会社,ビークルエナジージャパン株式会社,茨城県ひたちなか市稲田1410番地,茨城県ひたちなか市稲田1410番地,,,3400004,3400004,,,,
,,11,000,994363,202507,売掛金,売掛金,,日本電産コパル電子株式会社,日本電産コパル電子株式会社,栃木県佐野市赤見町2188,栃木県佐野市赤見町2188,,,3291596,3291596,,,,
,,12,000,994363,202507,売掛金,売掛金,,日立Astemo株式会社,日立Astemo株式会社,茨城県ひたちなか市高場2520番地,茨城県ひたちなか市高場2520番地,,,2813015,2813015,,,,
,,13,000,994363,202507,売掛金,売掛金,,株式会社セライズ,株式会社セライズ,東京都大田区池上7-26-10,東京都大田区池上7-26-10,,,2321308,2321308,,,,
,,14,000,994363,202507,売掛金,売掛金,,古河電気工業株式会社,古河電気工業株式会社,神奈川県平塚市東八幡5-1-9,神奈川県平塚市東八幡5-1-9,,,1700490,1700490,,,,
,,15,000,994363,202507,売掛金,売掛金,,ユー・エム・シー・エレクトロニクス株式会社,ユー・エム・シー・エレクトロニクス株式会社,埼玉県上尾市瓦葺721,埼玉県上尾市瓦葺721,,,1597419,1597419,,,,
,,16,000,994363,202507,売掛金,売掛金,,大蔵工業株式会社,大蔵工業株式会社,青森県三戸郡五戸町豊間内地蔵平1-278,青森県三戸郡五戸町豊間内地蔵平1-278,,,1534860,1534860,,,,
,,17,000,994363,202507,売掛金,売掛金,,フレクストロニクス・インターナショナル株式会社,フレクストロニクス・インターナショナル株式会社,茨城県筑西市関館367-2,茨城県筑西市関館367-2,,,1366814,1366814,,,,
,,18,000,994363,202507,売掛金,売掛金,,シークス株式会社,シークス株式会社,大阪市中央区備後町1-4-9シークスビル,大阪市中央区備後町1-4-9シークスビル,,,1320000,1320000,,,,
,,19,000,994363,202507,売掛金,売掛金,,株式会社エー・アンド・デイ,株式会社エー・アンド・デイ,埼玉県北本市朝日1-243,埼玉県北本市朝日1-243,,,1141755,1141755,,,,
,,20,000,994363,202507,売掛金,売掛金,,フジコン株式会社,フジコン株式会社,東京都大田区久が原3-32-4,東京都大田区久が原3-32-4,,,1116998,1116998,,,,
,,21,000,994363,202507,売掛金,売掛金,,フジクラプレシジョン株式会社,フジクラプレシジョン株式会社,熊本県山鹿市鹿本町梶屋748,熊本県山鹿市鹿本町梶屋748,,,925593,925593,,,,
,,22,000,994363,202507,売掛金,売掛金,,株式会社TERADA.FAN,株式会社TERADA.FAN,群馬県藤岡市森55,群馬県藤岡市森55,,,814275,814275,,,,
,,23,000,994363,202507,売掛金,売掛金,,小倉クラッチ株式会社,小倉クラッチ株式会社,群馬県伊勢崎市赤堀鹿島町1539,群馬県伊勢崎市赤堀鹿島町1539,,,628705,628705,,,,
,,24,000,994363,202507,売掛金,売掛金,,豊田鉄工株式会社,豊田鉄工株式会社,愛知県豊田市細谷町4丁目50番地,愛知県豊田市細谷町4丁目50番地,,,551826,551826,,,,
,,25,000,994363,202507,売掛金,売掛金,,株式会社オーツカ,株式会社オーツカ,東京都品川区南品川1-7-19,東京都品川区南品川1-7-19,,,538329,538329,,,,
,,26,000,994363,202507,売掛金,売掛金,,その他,その他,,,,,3948528,3948528,,,,
,,27,000,994363,202507,計,計,,,,,,,,155104919,155104919,,,,
,,28,000,994363,202507,合計,合計,,,,,,,,,,,,,
