file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金大阪支社,売掛金大阪支社,サラヤ(株)近畿支店,大阪府大阪市阿倍野区三明町2-1-16,1014992,,,,,,,,,,,,,,,,
,,,2,〃,〃,(株)三越・伊勢丹ビジネスサボート,東京都新宿区新宿5-11-5,1014156,,,,,,,,,,,,,,,,
,,,3,〃,〃,(有)ヤスイ,兵庫県神戸市兵庫区和田宮通5-4-1,869395,,,,,,,,,,,,,,,,
,,,4,〃,〃,(株)ビケンテクノ,大阪府吹田市南金田2-12-1,869154,,,,,,,,,,,,,,,,
,,,5,〃,〃,(株)近畿サニタリーサプライ,兵庫県宝塚市旭町2-20-2,855239,,,,,,,,,,,,,,,,
,,,6,〃,〃,東急コミュニティー(あべの),大阪市阿倍野区阿倍野筋1-6-1B1F防災センター,809534,,,,,,,,,,,,,,,,
,,,7,〃,〃,(株)日本技研芦屋営業所,兵庫県芦屋市打出町5-20,783387,,,,,,,,,,,,,,,,
,,,8,〃,〃,(株)前原,京都府福知山市大野下2873-2,779988,,,,,,,,,,,,,,,,
,,,9,〃,〃,関電ファシリティーズ(なんば),大阪府大阪市中央区千日前2-1-152F,763128,,,,,,,,,,,,,,,,
,,,10,〃,〃,(株)パルコスペースシステムズ,大阪市中央区心斎橋筋1-8-3,744700,,,,,,,,,,,,,,,,
,,,11,〃,〃,(株)きんえい,大阪府大阪市阿倍野区阿倍野筋1-5-16F,744271,,,,,,,,,,,,,,,,
,,,12,〃,〃,(株)大阪ダイケンビルサービス,大阪府大阪市北区堂島1-5-17堂島グランドビル3F,737086,,,,,,,,,,,,,,,,
,,,13,〃,〃,(株)カワサキライフコーボレーション,兵庫県神戸市中央区東川崎町3-1-1川崎重工業(株)内,731148,,,,,,,,,,,,,,,,
,,,14,〃,〃,やよいSPD大阪センター,大阪府東大阪市長田中4-1-31,720324,,,,,,,,,,,,,,,,
,,,15,〃,〃,大黒工業(株),愛媛県四国中央市中曽根町1593,708868,,,,,,,,,,,,,,,,
,,,16,〃,〃,東洋テックビルサービス(株),大阪市阿倍野区阿倍野筋3-10-15F,698401,,,,,,,,,,,,,,,,
,,,17,〃,〃,(株)阪急阪神百貨店神戸阪急,兵庫県神戸市中央区小野柄通8-1-8,684288,,,,,,,,,,,,,,,,
,,,18,〃,〃,コルパック・ジョージア,大阪市福島区福島6--16-11,670425,,,,,,,,,,,,,,,,
,,,19,〃,〃,(株)近鉄百貨店,大阪市阿倍野区阿倍野筋1-1-43,615224,,,,,,,,,,,,,,,,
,,,20,〃,〃,清和産業(株),兵庫県西宮市甲子園浦風町14-13,574475,,,,,,,,,,,,,,,,
,,,21,〃,〃,日本物産(株)DLグループ営業部,東京都中央区明石町3-25F,552512,,,,,,,,,,,,,,,,
,,,22,〃,〃,(株)近畿サニタリーサブライ,兵庫県宝塚市旭町2-20-2,548689,,,,,,,,,,,,,,,,
,,,23,〃,〃,関電ファシリティーズ(ホワイティ),大阪府大阪市中央区千日前2-1-152F,539691,,,,,,,,,,,,,,,,
,,,24,〃,〃,その他,,31739538,,,,,,,,,,,,,,,,
