ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
,,1,000,773608,202507,科目,科目,,名称(氏名),名称(氏名),所在地(住所),所在地(住所),,,期末現在高,期末現在高,摘要,摘要,,
,,2,000,773608,202507,売掛金,売掛金,,村山コンポストリサイクルセンター(株),村山コンポストリサイクルセンター(株),村山市杉島230-6,村山市杉島230-6,,,"1,835,405","1,835,405",,,,
,,3,000,773608,202507,同上,同上,,神室工業(株),神室工業(株),最上郡最上町大字平岡1750-1,最上郡最上町大字平岡1750-1,,,"1,770,065","1,770,065",,,,
,,4,000,773608,202507,同上,同上,,(株)カキザキ,(株)カキザキ,新庄市大字福田字福田山711-9,新庄市大字福田字福田山711-9,,,"1,768,493","1,768,493",,,,
,,5,000,773608,202507,同上,同上,,樋口建設(株),樋口建設(株),西置賜郡飯豊町大字萩生789,西置賜郡飯豊町大字萩生789,,,"1,760,000","1,760,000",,,,
,,6,000,773608,202507,同上,同上,,東北クリーン開発(株),東北クリーン開発(株),山形市久保田2-1-47,山形市久保田2-1-47,,,"1,688,077","1,688,077",,,,
,,7,000,773608,202507,同上,同上,,国土交通省山形河川国道事務所,国土交通省山形河川国道事務所,山形市成沢西4-3-55,山形市成沢西4-3-55,,,"1,666,604","1,666,604",,,,
,,8,000,773608,202507,同上,同上,,はながさ建設(株),はながさ建設(株),尾花沢市大字芦沢1207,尾花沢市大字芦沢1207,,,"1,519,991","1,519,991",,,,
,,9,000,773608,202507,同上,同上,,大貫建設(株),大貫建設(株),尾花沢市新町4-4-10,尾花沢市新町4-4-10,,,"1,494,312","1,494,312",,,,
,,10,000,773608,202507,同上,同上,,(株)ヤマモト,(株)ヤマモト,東根市大字若木133-2,東根市大字若木133-2,,,"1,425,820","1,425,820",,,,
,,11,000,773608,202507,同上,同上,,澤出林業,澤出林業,米沢市遠山町270-35,米沢市遠山町270-35,,,"1,400,437","1,400,437",,,,
,,12,000,773608,202507,同上,同上,,きらやかリース(株),きらやかリース(株),山形市七日町2-6-3,山形市七日町2-6-3,,,"1,353,000","1,353,000",,,,
,,13,000,773608,202507,同上,同上,,大江町役場,大江町役場,西村山郡大江町大字左沢882-1,西村山郡大江町大字左沢882-1,,,"1,347,613","1,347,613",,,,
,,14,000,773608,202507,同上,同上,,(株)小川建設,(株)小川建設,最上郡最上町大空向町67-3,最上郡最上町大空向町67-3,,,"1,346,620","1,346,620",,,,
,,15,000,773608,202507,同上,同上,,石川建設産業(株),石川建設産業(株),東村山郡中山町大字長崎字中原1245-1,東村山郡中山町大字長崎字中原1245-1,,,"1,345,911","1,345,911",,,,
,,16,000,773608,202507,同上,同上,,(有)山口重起,(有)山口重起,南陽市椚塚1495-11,南陽市椚塚1495-11,,,"1,329,910","1,329,910",,,,
,,17,000,773608,202507,同上,同上,,(有)遠藤建機,(有)遠藤建機,東置賜郡川西町大字尾長島4476,東置賜郡川西町大字尾長島4476,,,"1,166,709","1,166,709",,,,
,,18,000,773608,202507,同上,同上,,(株)ナガサワ,(株)ナガサワ,東置賜郡高畠町大字二井宿1925-7,東置賜郡高畠町大字二井宿1925-7,,,"1,126,851","1,126,851",,,,
,,19,000,773608,202507,同上,同上,,(株)山形再資源産業,(株)山形再資源産業,天童市大字久野本宇且原1696,天童市大字久野本宇且原1696,,,"1,082,785","1,082,785",,,,
,,20,000,773608,202507,同上,同上,,小国開発(株),小国開発(株),西置賜郡小国町大字岩井沢765,西置賜郡小国町大字岩井沢765,,,"1,025,112","1,025,112",,,,
,,21,000,773608,202507,同上,同上,,(株)石橋組,(株)石橋組,西村山郡西川町大字大井沢2538-2,西村山郡西川町大字大井沢2538-2,,,"1,008,403","1,008,403",,,,
,,22,000,773608,202507,同上,同上,,別府林業,別府林業,西置賜郡白鷹町十王2111,西置賜郡白鷹町十王2111,,,"964,414","964,414",,,,
,,23,000,773608,202507,同上,同上,,丹生工業協同(株),丹生工業協同(株),尾花沢市大字尾花沢3941-8,尾花沢市大字尾花沢3941-8,,,"959,772","959,772",,,,
,,24,000,773608,202507,同上,同上,,三井住友海上火災保険(株)山形支店,三井住友海上火災保険(株)山形支店,山形市旅篭町3-2-10,山形市旅篭町3-2-10,,,"917,950","917,950",,,,
,,25,000,773608,202507,同上,同上,,(株)東北機工,(株)東北機工,宮城県多賀城市3-2-2,宮城県多賀城市3-2-2,,,"902,150","902,150",,,,
,,26,000,773608,202507,同上,同上,,川田建設(株),川田建設(株),最上郡鮭川村大字庭月2922-1,最上郡鮭川村大字庭月2922-1,,,"900,000","900,000",,,,
,,27,000,773608,202507,同上,同上,,(株)三ツ柳道路,(株)三ツ柳道路,西置賜郡飯豊町大字萩生4400-1,西置賜郡飯豊町大字萩生4400-1,,,"890,700","890,700",,,,
,,28,000,773608,202507,合計,合計,,,,,,,,,,,,,
