file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,(株)山形再資源産業,天童市大字久野本字且原1696,"1,132,351",,,,,,,,,,,,,,,,
,,,2,同上,同上,堀川土建(株),上山市矢来4-15-7,"1,129,700",,,,,,,,,,,,,,,,
,,,3,同上,同上,山川機械販売(株),天童市蔵増宇水入1748-1,"1,091,819",,,,,,,,,,,,,,,,
,,,4,同上,同上,eko商事,酒田市宮野浦1-22-27,"1,047,905",,,,,,,,,,,,,,,,
,,,5,同上,同上,日本パイオニア(株)山形営業所,山形市大字志戸田998-1,"1,013,089",,,,,,,,,,,,,,,,
,,,6,同上,同上,(株)クレンズ興産,西村山郡大江町大字小見字原535-164,"994,576",,,,,,,,,,,,,,,,
,,,7,同上,同上,住友建機販売(株)仙台支店,宮城県岩沼市末広1-5-20,"964,700",,,,,,,,,,,,,,,,
,,,8,同上,同上,(有)山口重起,南陽市椚塚1495-11,"873,874",,,,,,,,,,,,,,,,
,,,9,同上,同上,丹生工業協同(株),尾花沢市大字尾花沢3941-8,"832,926",,,,,,,,,,,,,,,,
,,,10,同上,同上,朝日町役場,西村山郡朝日町大字宮宿1115,"818,536",,,,,,,,,,,,,,,,
,,,11,同上,同上,菊地運輸(株),南陽市池黒字前田593-11,"808,658",,,,,,,,,,,,,,,,
,,,12,同上,同上,小国開発(株),西置賜郡小国町大字岩井沢765,"803,000",,,,,,,,,,,,,,,,
,,,13,同上,同上,山形県村山総合支庁,山形市鉄砲町2-19-68,"799,664",,,,,,,,,,,,,,,,
,,,14,同上,同上,(有)阿部工業,天童市大字長岡2345-23,"789,734",,,,,,,,,,,,,,,,
,,,15,同上,同上,日本キャタピラー(同)山形営業所,天童市石鳥居2-1-91,"779,493",,,,,,,,,,,,,,,,
,,,16,同上,同上,(株)小川建設,最上郡最上町大字向町67-3,"770,000",,,,,,,,,,,,,,,,
,,,17,同上,同上,荒木産業(株),寒河江市大字島字島東70,"759,096",,,,,,,,,,,,,,,,
,,,18,同上,同上,林建設(株),西村山郡大江町大字左沢328,"750,596",,,,,,,,,,,,,,,,
,,,19,同上,同上,川田建設(株),最上郡鮭川村大字庭月2922-1,"748,000",,,,,,,,,,,,,,,,
,,,20,同上,同上,安部工業(株),西置賜郡小国町大字町原63-2,"716,100",,,,,,,,,,,,,,,,
,,,21,同上,同上,日本航空(株),東京都品川区東品川2-4-11,"701,773",,,,,,,,,,,,,,,,
,,,22,同上,同上,(有)宮村産業開発,米沢市大字花沢241-7,"698,753",,,,,,,,,,,,,,,,
,,,23,同上,同上,(株)ナガサワ,東置賜郡高畠町大字二井宿1925-7,"691,599",,,,,,,,,,,,,,,,
,,,24,同上,同上,(株)矢口興業,新庄市十日町2760-9,"670,000",,,,,,,,,,,,,,,,
,,,25,同上,同上,小笠原建設(株),長井市九野本2217,"635,866",,,,,,,,,,,,,,,,
,,,26,同上,同上,(有)山木鈴木商店,米沢市中央5-2-57,"619,388",,,,,,,,,,,,,,,,
,,,27,合計,合計,,,,,,,,,,,,,,,,,,,
