file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,株式会社ドクターシーラボ,東京都渋谷区広尾1-1-39恵比寿プライムスクエア,2367420,,,,,,,,,,,,,,,,
,,,2,売掛金,売掛金,イオントップバリュ株式会社,千葉県千葉市美浜区中瀬1-4イオンタワーアネックス,2362901,,,,,,,,,,,,,,,,
,,,3,売掛金,売掛金,株式会社ネイチャーズウェイ,愛知県名古屋市中区錦1-2-23,2233440,,,,,,,,,,,,,,,,
,,,4,売掛金,売掛金,株式会社ランクアップ,東京都中央区銀座3-10-7ヒューリック銀座3丁目ビル7階,2090000,,,,,,,,,,,,,,,,
,,,5,売掛金,売掛金,株式会社アイケイ,愛知県名古屋市中村区上米野町4-20,2086128,,,,,,,,,,,,,,,,
,,,6,売掛金,売掛金,オルビス株式会社,東京都品川区平塚2-1-14,2039928,,,,,,,,,,,,,,,,
,,,7,売掛金,売掛金,サンブルームコスメ株式会社,大阪府大阪市福島区鷺洲5-2-3,2035000,,,,,,,,,,,,,,,,
,,,8,売掛金,売掛金,御木本製薬株式会社,三重県伊勢市黒瀬町1425,1965304,,,,,,,,,,,,,,,,
,,,9,売掛金,売掛金,株式会社大木,東京都文京区音羽2-1-4,1785960,,,,,,,,,,,,,,,,
,,,10,売掛金,売掛金,株式会社スマイツ,東京都台東区浅草橋1-23-1,1717056,,,,,,,,,,,,,,,,
,,,11,売掛金,売掛金,株式会社典雅,東京都港区三田1-7-1-201,1685376,,,,,,,,,,,,,,,,
,,,12,売掛金,売掛金,株式会社トキワ,東京都北区王子1丁目9-5京徳ビル3F,1602040,,,,,,,,,,,,,,,,
,,,13,売掛金,売掛金,株式会社リョウインターナショナル,東京都台東区東上野1-14-5U&Mビル7F,1552320,,,,,,,,,,,,,,,,
,,,14,売掛金,売掛金,勇心酒造株式会社,香川県綾歌郡綾川町小野2088-1,1525279,,,,,,,,,,,,,,,,
,,,15,売掛金,売掛金,日曹商事株式会社,東京都中央区日本橋本町3-3-6ワカ末ビル,1514515,,,,,,,,,,,,,,,,
,,,16,売掛金,売掛金,株式会社ダスキン,大阪府吹田市豊津町1-33,1494779,,,,,,,,,,,,,,,,
,,,17,売掛金,売掛金,株式会社黒龍堂,福島県西白河郡矢吹町赤沢861,1402500,,,,,,,,,,,,,,,,
,,,18,売掛金,売掛金,株式会社フォーマット,東京都渋谷区代々木1-4-1ユニゾ代々木1丁目ビル3F,1338920,,,,,,,,,,,,,,,,
,,,19,売掛金,売掛金,ホクレン包材株式会社,北海道札幌市中央区北四条西1丁目1番地,1256958,,,,,,,,,,,,,,,,
,,,20,売掛金,売掛金,株式会社アルソア慧央グループ,長野県佐久市瀬戸553-7佐久リサーチパーク,1086624,,,,,,,,,,,,,,,,
,,,21,売掛金,売掛金,エルソルプロダクツ株式会社,静岡県掛川市淡陽8番地,1085535,,,,,,,,,,,,,,,,
,,,22,売掛金,売掛金,全薬工業株式会社,東京都文京区大塚5-6-15,1062619,,,,,,,,,,,,,,,,
,,,23,売掛金,売掛金,株式会社薬王堂,岩手県盛岡市盛岡駅西通2-9-1盛岡地域交流センター(マリオス)6階,1022186,,,,,,,,,,,,,,,,
,,,24,売掛金,売掛金,株式会社竹宝堂,広島県安芸郡熊野町出来庭6-5-5,990000,,,,,,,,,,,,,,,,
,,,25,売掛金,売掛金,ジュテック株式会社,大阪府東大阪市長田東4-5-9,951786,,,,,,,,,,,,,,,,
,,,26,売掛金,売掛金,株式会社ガモウ,東京都港区青山2-27-25ヒューリック南青山ビル5階,851994,,,,,,,,,,,,,,,,
