file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,クラウドグリッド,香美市土佐山田町宮ノ口185高知工科大学地域連携棟302,32098000,,,,,,,,,,,,,,,,
,,,2,売掛金,売掛金,山下電機(株),高知市神田955-18,17959865,,,,,,,,,,,,,,,,
,,,3,売掛金,売掛金,相互電設(株),高知市高須新町2丁目6-5,15796000,,,,,,,,,,,,,,,,
,,,4,売掛金,売掛金,正和電機(株),高知市朝倉丙298-4,14817000,,,,,,,,,,,,,,,,
,,,5,売掛金,売掛金,(株)栄和電機(株),高知市北本町4-2-25,7695600,,,,,,,,,,,,,,,,
,,,6,売掛金,売掛金,宮地電機(株),高知市南御座9-5,7104922,,,,,,,,,,,,,,,,
,,,7,売掛金,売掛金,大容基功工業(株),高知市高須新町2-15-7,4631000,,,,,,,,,,,,,,,,
,,,8,売掛金,売掛金,ハピネスデンキ(株),広島県広島市南区大洲2-11-7,3600080,,,,,,,,,,,,,,,,
,,,9,売掛金,売掛金,(株)昭電,高知市本町4-2-31,2129150,,,,,,,,,,,,,,,,
,,,10,売掛金,売掛金,(株)土佐電設,土佐市高岡町甲850-5,1327700,,,,,,,,,,,,,,,,
,,,11,売掛金,売掛金,四国電力(株),高知市本町4-1-11,1087900,,,,,,,,,,,,,,,,
,,,12,売掛金,売掛金,伊東電氣(有),高知市塚ノ原3,913000,,,,,,,,,,,,,,,,
,,,13,売掛金,売掛金,松岡かまぼこ店,高知市帯屋町2-4-3,803000,,,,,,,,,,,,,,,,
,,,14,売掛金,売掛金,住友大阪セメント(株),香川県高松市丸の内4-4,699600,,,,,,,,,,,,,,,,
,,,15,売掛金,売掛金,岡田電機(株),愛媛県四国中央市三島朝日2丁目20-2,539000,,,,,,,,,,,,,,,,
,,,16,売掛金,売掛金,その他26件,,2460888,,,,,,,,,,,,,,,,
,,,17,計,計,,,113662705,,,,,,,,,,,,,,,,
,,,18,未収入金,未収入金,高知労働局,高知市南金田1-39,6330000,雇用調整助成金,,,,,,,,,,,,,,,
,,,19,計,計,,,6330000,,,,,,,,,,,,,,,,
,,,20,合計,合計,,,119992705,,,,,,,,,,,,,,,,
