file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,荷主貸,荷主貸,池田興業(株)岩国支店,山口県岩国市日の出町2番地,211200,,,,,,,,,,,,,,,,
,,,2,同上,同上,(株)プロテック,山口県岩国市新港町4丁目6-28,855800,,,,,,,,,,,,,,,,
,,,3,同上,同上,旭機工(株)JFEスチール西日本製鉄事務所,岡山県笠岡市鋼管町8番JFEスチール(株)西日本製鉄所,382800,,,,,,,,,,,,,,,,
,,,4,同上,同上,(株)阿部組,福岡県北九州市八幡東区松尾町15-61,105325,,,,,,,,,,,,,,,,
,,,5,同上,同上,荒井工業(有),岡山県小田郡矢掛町中1136-1,176000,,,,,,,,,,,,,,,,
,,,6,同上,同上,池田興業(株)四国支店,愛媛県松山市南吉田町1731,85800,,,,,,,,,,,,,,,,
,,,7,同上,同上,池田興業(株)徳山支店,山口県周南市栗屋字二葉屋開作1035-14,378400,,,,,,,,,,,,,,,,
,,,8,同上,同上,石原クレーン(株),岡山県倉敷市松江3丁目2-118,83600,,,,,,,,,,,,,,,,
,,,9,同上,同上,(株)岩国機工,山口県岩国市元町2目7-17,61600,,,,,,,,,,,,,,,,
,,,10,同上,同上,(社)山口県労働基準協会岩国支部,岩国市今津1丁目18-1,48400,,,,,,,,,,,,,,,,
,,,11,同上,同上,(株)岩崎運送,広島県広島市西区草津港2丁目5-8,3376640,,,,,,,,,,,,,,,,
,,,12,同上,同上,岩本産機(株),山口県岩国市甘木横蔵678-1,118800,,,,,,,,,,,,,,,,
,,,13,同上,同上,内宮運輸機工(株),千葉県市川市塩浜3-15-5,3439330,,,,,,,,,,,,,,,,
,,,14,同上,同上,(株)大内重機,岡山県倉敷市松江2丁目4-3,83600,,,,,,,,,,,,,,,,
,,,15,同上,同上,大嶋運輸機工(株),山口県周南市浜田1-3-8,188320,,,,,,,,,,,,,,,,
,,,16,同上,同上,(株)大塚組クレーン事業部,東京都大田区城南島4-4-3,176000,,,,,,,,,,,,,,,,
,,,17,同上,同上,岡田運輸(株)守山営業所,滋賀県守山市古高町780-10,564850,,,,,,,,,,,,,,,,
,,,18,同上,同上,小野田重機(株),山口県山陽小野田市新沖3-2-10,4293300,,,,,,,,,,,,,,,,
,,,19,同上,同上,勝井建設(株),山口県岩国市通津2396,550000,,,,,,,,,,,,,,,,
,,,20,同上,同上,河崎運輸機工(株),山口県岩国市新港町4丁目15-25,3835700,,,,,,,,,,,,,,,,
,,,21,同上,同上,JFE日建板(株)倉敷営業所,岡山県倉敷市玉島乙島8252-11,558800,,,,,,,,,,,,,,,,
,,,22,同上,同上,(有)川原クレーン,岡山県岡山市中区関350-18,57200,,,,,,,,,,,,,,,,
,,,23,同上,同上,(株)ガンシンクレーン事業部,岩国市室の木町1丁目5-669-1,334400,,,,,,,,,,,,,,,,
,,,24,同上,同上,木村化工機(株)岩国出張所,山口県岩国市日の出町2-1,105600,,,,,,,,,,,,,,,,
,,,25,同上,同上,(株)協同,福岡市博多区榎田2丁目3-71,66000,,,,,,,,,,,,,,,,
,,,26,同上,同上,協同重機(有),山口県防府市西仁井令1-17-21,66000,,,,,,,,,,,,,,,,
,,,27,合計,合計,,,,,,,,,,,,,,,,,,,
