file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,秋山鋼材,東京都墨田区緑2-21-5-2F,7600,,,,,,,,,,,,,,,,
,,,2,,,新井鋼業(株),千葉県浦安市鉄鋼通り1-8-8,101625,,,,,,,,,,,,,,,,
,,,3,,,井口鋼材(株),東京都江戸川区中央4-16-5,5075,,,,,,,,,,,,,,,,
,,,4,,,井口産業(株),千葉県浦安市鉄鋼通り1-3-3,705128,,,,,,,,,,,,,,,,
,,,5,,,石井鋼業(株),東京都江戸川区平井1-1-17,13834,,,,,,,,,,,,,,,,
,,,6,,,石川鋼材(株),埼玉県川口市東本郷1-5-33,209152,,,,,,,,,,,,,,,,
,,,7,,,(有)栄光機材,東京都国分寺市本多1-4-12,5169560,,,,,,,,,,,,,,,,
,,,8,,,エムエム建材販売(株),東京都港区東新橋1-5-2-18F,483386,,,,,,,,,,,,,,,,
,,,9,,,加藤鉄鋼(株),東京都墨田区亀沢4-14-13,273291,,,,,,,,,,,,,,,,
,,,10,,,(株)垣原商店,千葉県船橋市栄町2-10-6,52610,,,,,,,,,,,,,,,,
,,,11,,,(株)栗山庄之助商店,千葉県浦安市鉄鋼通り2-6-14,197505,,,,,,,,,,,,,,,,
,,,12,,,京葉丸八鋼管(株),千葉県佐倉市太田2306,1982863,,,,,,,,,,,,,,,,
,,,13,,,佐藤鉄鋼(株),千葉県浦安市鉄鋼通り3-3-3,515460,,,,,,,,,,,,,,,,
,,,14,,,斉藤鋼業(株),千葉県浦安市鉄鋼通り2-3-1,1577487,,,,,,,,,,,,,,,,
,,,15,,,(株)斉藤鋼材店,埼玉県戸田市上戸田3-24-9,22498,,,,,,,,,,,,,,,,
,,,16,,,(株)斉藤誠一商店,東京都墨田区緑3-1-12,24539,,,,,,,,,,,,,,,,
,,,17,,,三鋼販東日本(株)(浦安),千葉県浦安市入船1-5-2-11F,1767626,,,,,,,,,,,,,,,,
,,,18,,,(株)渋井鋼材店,東京都墨田区亀沢3-19-11,120585,,,,,,,,,,,,,,,,
,,,19,,,渋木スチール(株),東京都荒川区西尾久4-6-16-2F,82245,,,,,,,,,,,,,,,,
,,,20,,,鈴木鋼材(株),東京都八王子市小宮町276,319360,,,,,,,,,,,,,,,,
,,,21,,,鈴木三五郎商店,埼玉県川口市東領家2-34-20,260888,,,,,,,,,,,,,,,,
,,,22,,,(有)タカミメタル,東京都多摩市和田2015-2,132958,,,,,,,,,,,,,,,,
,,,23,,,(株)タキタ鉄鋼,神奈川県川崎市川崎区小島町4-4,3808,,,,,,,,,,,,,,,,
,,,24,,,(株)ダイサン,千葉県浦安市鉄鋼通り2-2-3,2480182,,,,,,,,,,,,,,,,
,,,25,,,(有)大豊物産,千葉県浦安市鉄鋼通り1-3-3,7000,,,,,,,,,,,,,,,,
,,,26,,,高橋鉄興(株),東京都江東区扇橋1-12-20,103680,,,,,,,,,,,,,,,,
,,,27,計,計,,,,,,,,,,,,,,,,,,,
