file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,,,寺内株式会社湯原,大阪市中央区南久宝寺町1-9-13,1789286,,,,,,,,,,,,,,,,
,,,2,,,山形屋商事株式会社,鹿児島県鹿児島市卸本町5番地5,1327766,,,,,,,,,,,,,,,,
,,,3,,,株式会社タツミヤ,東京都八王子市暁町1-32-13,1321270,,,,,,,,,,,,,,,,
,,,4,,,株式会社ワッツ,東京都北区赤羽2-51-3NS3ビル4F,1315402,,,,,,,,,,,,,,,,
,,,5,,,イズミヤ株式会社,大阪市西成区花園南1-4-4,1163028,,,,,,,,,,,,,,,,
,,,6,,,株式会社OIympic,東京都国分寺市本町4-12-1,1113317,,,,,,,,,,,,,,,,
,,,7,,,イオン東北株式会社,宮城県仙台市青葉区中央3-3-38F,1107871,,,,,,,,,,,,,,,,
,,,8,,,株式会社パーティーハウス,和歌山市中島185-3オークワ本社ビル内2F,1089626,,,,,,,,,,,,,,,,
,,,9,,,株式会社イノブン,京都市山科区大宅御供田町130,1047477,,,,,,,,,,,,,,,,
,,,10,,,株式会社大西衣料,大阪市中央区久太郎町3-4-12,1047403,,,,,,,,,,,,,,,,
,,,11,,,株式会社ビスク,福岡市中央区今泉1丁目16番20号HUSETb1dg,989626,,,,,,,,,,,,,,,,
,,,12,,,株式会社ライフコーポレーション,大阪市淀川区西宮原2丁目2-22,953776,,,,,,,,,,,,,,,,
,,,13,,,株式会社アスティー原田,埼玉県北葛飾郡杉戸町深輪193-8,920585,,,,,,,,,,,,,,,,
,,,14,,,株式会社フローラ企画,千葉県千葉市緑区あすみが丘5-10-9,794619,,,,,,,,,,,,,,,,
,,,15,,,株式会社三喜,茨城県つくばみらい市小絹1429,781639,,,,,,,,,,,,,,,,
,,,16,,,株式会社エトワール海渡,東京都千代田区東神田1-13-3,601607,,,,,,,,,,,,,,,,
,,,17,,,丸太屋株式会社,東京都中央区日本橋2-26-8,530965,,,,,,,,,,,,,,,,
,,,18,,,ヨークス株式会社,香川県東かがわ市湊609-2,427763,,,,,,,,,,,,,,,,
,,,19,,,株式会社マルト商事,福島県いわき市勿来町窪田十条3-1,406428,,,,,,,,,,,,,,,,
,,,20,,,株式会社さとう,福知山市上紺屋15番地,361540,,,,,,,,,,,,,,,,
,,,21,,,株式会社アージュ,広島県広島市南区京橋町1-7,360790,,,,,,,,,,,,,,,,
,,,22,,,株式会社アスティー,広島県広島市西区商工センター2丁目5-1,328728,,,,,,,,,,,,,,,,
,,,23,,,佐賀月星株式会社,佐賀県小城市三日月町金田1097,310860,,,,,,,,,,,,,,,,
,,,24,,,イオンリテール株式会社,千葉県千葉市美浜区中瀬1-4,298243,,,,,,,,,,,,,,,,
,,,25,,,IT’SDEMO(株式会社ワールド),東京都港区責山3-6-21ワールド南青山ビル7F,289091,,,,,,,,,,,,,,,,
,,,26,,,AIYOSHIPLNNING,大阪府東大阪市足代北2-8-15ダイチマンションランドド布施406,278520,,,,,,,,,,,,,,,,
,,,27,,,株式会社オルウェイズ,兵庫県西宮市分銅町2-25,246840,,,,,,,,,,,,,,,,
