file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,未払費用,未払費用,トヨタファイナンス(株),愛知県名古屋市西区牛島町6-番1号名古屋ルーセン,104530,本社,,,,,,,,,,,,,,,
,,,2,未払費用,未払費用,(株)トヨタレンタリース兵庫,兵庫県神戸市長田区北町2丁目5,100886,本社,,,,,,,,,,,,,,,
,,,3,未払費用,未払費用,姫路税務署,兵庫県姫路市北条1丁目250,21533300,本社,,,,,,,,,,,,,,,
,,,4,未払費用,未払費用,富士フイルムビジネスイノベーショ,東京都港区赤坂9丁目7-3,243299,本社,,,,,,,,,,,,,,,
,,,5,未払費用,未払費用,(株)マイナビ,東京都千代田区一ツ橋一丁目1番1号,418000,本社,,,,,,,,,,,,,,,
,,,6,未払費用,未払費用,三井住友海上火災保険(株),東京都中央区新川二丁目27番2号,1459442,本社,,,,,,,,,,,,,,,
,,,7,未払費用,未払費用,三井住友トラストクラブ(株),東京都中央区晴海一丁目8番10号トリトンスクエアX,104680,本社,,,,,,,,,,,,,,,
,,,8,未払費用,未払費用,みなと銀行姫路支店,兵庫県姫路市白銀町24,413926,本社,,,,,,,,,,,,,,,
,,,9,未払費用,未払費用,(株)吉田組,兵庫県姫路市広畑区正門通3-6-2,5590994,本社,,,,,,,,,,,,,,,
,,,10,未払費用,未払費用,YBS(株),兵庫県姫路市広畑区正門通3-6-2,44348059,本社,,,,,,,,,,,,,,,
,,,11,未払費用,未払費用,80期未払諸口,,12684030,本社,,,,,,,,,,,,,,,
,,,12,未払費用,未払費用,赤とんがらし他,神奈川県茅ヶ崎市東海岸南1丁目3-33コーポア,1008918,本社,,,,,,,,,,,,,,,
,,,13,未払費用,未払費用,東信石油(株)他,大阪府大阪市中央区平野町1丁目2-2,177978,大阪,,,,,,,,,,,,,,,
,,,14,未払費用,未払費用,(株)伊勢屋本店他,姫路市広畑区東新町1-20-2津田ビル1F,157675,本店,,,,,,,,,,,,,,,
,,,15,未払費用,未払費用,(有)大祥工産,岡山県岡山市中区藤崎120-4,4499000,中国,,,,,,,,,,,,,,,
,,,16,未払費用,未払費用,(株)シティライト他,岡山県岡山市北区野田3-1-7,146449,中国,,,,,,,,,,,,,,,
,,,17,未払費用,未払費用,YBS(株),兵庫県姫路市広畑区正門通3-6-2,113599,東京,,,,,,,,,,,,,,,
,,,18,未払費用,未払費用,神奈川都市交通(株)他,神奈川県横浜市西区桜木町7丁目41,159736,東京,,,,,,,,,,,,,,,
,,,19,未払費用,未払費用,港友会他,大阪府大阪市港区築港1丁目12番27号大阪港湾労働会,246515,九州,,,,,,,,,,,,,,,
,,,20,未払費用,未払費用,全国浚渫業協会東海支部,東京都中央区日本橋蛎殻町1-28-9ヤマナシビル3階,140000,名古屋,,,,,,,,,,,,,,,
,,,21,未払費用,未払費用,NTTファイナンス(株)他,東京都港区港南1丁目2番70号品川シーズンテラス,185020,名古屋,,,,,,,,,,,,,,,
,,,22,未払費用,未払費用,80期未払諸口,,30000,四国,,,,,,,,,,,,,,,
,,,23,科目計,科目計,,,99888103,,,,,,,,,,,,,,,,
,,,24,計,計,,,1521570290,,,,,,,,,,,,,,,,
