ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
202507161922177301,2,1,000,442723,202507,弘前バッテリー社,弘前バッテリー社,,4・1・22,4・1・22,4・5・31,4・5・31,"125,840","125,840",,,,,,
202507161922177301,2,2,000,442723,202507,仙北電装,仙北電装,,4・1・22,4・1・22,4・6・30,4・6・30,"507,351","507,351",,,,,,
202507161922177301,2,3,000,442723,202507,大館自動車部品商会,大館自動車部品商会,,4・1・26,4・1・26,4・4・30,4・4・30,"141,878","141,878",,,,,仙台銀行,
202507161922177301,2,4,000,442723,202507,八戸電機商会,八戸電機商会,,4・1・27,4・1・27,4・4・30,4・4・30,"140,580","140,580",,,,,仙台銀行,
202507161922177301,2,5,000,442723,202507,太洋自動車工業MK電装商事,太洋自動車工業MK電装商事,,4・1・28,4・1・28,4・4・30,4・4・30,"780,349","780,349",,,,,仙台銀行,
202507161922177301,2,6,000,442723,202507,三菱ふそらトラック・バス大和田電装,三菱ふそらトラック・バス大和田電装,,4・1・28,4・1・28,4・5・20,4・5・20,"340,085","340,085",,,,,,
202507161922177301,2,7,000,442723,202507,住友建機販売新英商事,住友建機販売新英商事,,4・1・28,4・1・28,4・5・25,4・5・25,"276,122","276,122",,,,,,
202507161922177301,2,8,000,442723,202507,寒河江重車輛新英商事,寒河江重車輛新英商事,,4・1・28,4・1・28,4・5・31,4・5・31,"243,700","243,700",,,,,,
202507161922177301,2,9,000,442723,202507,羽田電工業所,羽田電工業所,,4・1・31,4・1・31,4・5・31,4・5・31,"1,110,073","1,110,073",,,,,,
202507161922177301,2,10,000,442723,202507,石井電装サービス,石井電装サービス,,4・2・1,4・2・1,4・5・1,4・5・1,"155,317","155,317",,,,,,
202507161922177301,2,11,000,442723,202507,,,,4・2・4,4・2・4,4・6・2,4・6・2,"203,822","203,822",,,,,,
202507161922177301,2,12,000,442723,202507,小笠原電装,小笠原電装,,4・2・9,4・2・9,4・8・31,4・8・31,"327,284","327,284",,,,,,
202507161922177301,2,13,000,442723,202507,秋田重車輛,秋田重車輛,,4・2・10,4・2・10,4・5・31,4・5・31,"140,051","140,051",,,,,,
202507161922177301,2,14,000,442723,202507,アサノ電装,アサノ電装,,4・2・15,4・2・15,4・5・31,4・5・31,"667,376","667,376",,,,,,
202507161922177301,2,15,000,442723,202507,岩手自動車電機,岩手自動車電機,,4・2・17,4・2・17,4・5・20,4・5・20,"686,838","686,838",,,,,,
202507161922177301,2,16,000,442723,202507,佐藤電機工業,佐藤電機工業,,4・2・17,4・2・17,4・5・31,4・5・31,"371,132","371,132",,,,,,
202507161922177301,2,17,000,442723,202507,青森重工上北電機商会,青森重工上北電機商会,,4・2・18,4・2・18,4・5・20,4・5・20,"394,086","394,086",,,,,,
202507161922177301,2,18,000,442723,202507,上北電機商会,上北電機商会,,4・2・18,4・2・18,4・5・31,4・5・31,"807,239","807,239",,,,,,
202507161922177301,2,19,000,442723,202507,守友電装,守友電装,,4・2・18,4・2・18,4・5・31,4・5・31,"674,698","674,698",,,,,,
202507161922177301,2,20,000,442723,202507,河田電機,河田電機,,4・2・18,4・2・18,4・6・10,4・6・10,"500,000","500,000",,,,,,
202507161922177301,2,21,000,442723,202507,守友電装,守友電装,,4・2・18,4・2・18,4・6・30,4・6・30,"797,143","797,143",,,,,,
202507161922177301,2,22,000,442723,202507,仙北電装,仙北電装,,4・2・21,4・2・21,4・7・31,4・7・31,"587,666","587,666",,,,,,
202507161922177301,2,23,000,442723,202507,奥羽ダイキンロジテス第一電装商事,奥羽ダイキンロジテス第一電装商事,,4・2・25,4・2・25,4・5・10,4・5・10,"306,911","306,911",,,,,,
202507161922177301,2,24,000,442723,202507,計,計,,,,,,,,,,,,,
