file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,完成工事未収入金,完成工事未収入金,ベバストジャパン(株),東広島市田口研究団地5-10,66000000,,,,,,,,,,,,,,,,
,,,2,完成工事未収入金,完成工事未収入金,オートリブ(株),東広島市志和町七条椛坂31,29315000,,,,,,,,,,,,,,,,
,,,3,完成工事未収入金,完成工事未収入金,道の駅湖畔の里福富,東広島市福富町久芳1506,25333000,,,,,,,,,,,,,,,,
,,,4,完成工事未収入金,完成工事未収入金,JA全農広島県本部,広島市安佐南区大町東2丁目14番12号,2225000,,,,,,,,,,,,,,,,
,,,5,完成工事未収入金,完成工事未収入金,広島少年院,東広島市八本松町原11174,348700,,,,,,,,,,,,,,,,
,,,6,完成工事未収入金,完成工事未収入金,東広島市,東広島市西条栄町8-29,344300,,,,,,,,,,,,,,,,
,,,7,完成工事未収入金,完成工事未収入金,愛和福祉会認定こども園愛育園,東広島市西条町御菌宇6245-1,253000,,,,,,,,,,,,,,,,
,,,8,完成工事未収入金,完成工事未収入金,造賀福祉園,東広島市高屋町造賀708,198000,,,,,,,,,,,,,,,,
,,,9,完成工事未収入金,完成工事未収入金,(株)クオリティー・ライフ,東広島市安芸津町風早1195-27,128700,,,,,,,,,,,,,,,,
,,,10,完成工事未収入金,完成工事未収入金,(株)サタケ,東広島市西条西本町2-30,22000,,,,,,,,,,,,,,,,
,,,11,完成工事未収入金,完成工事未収入金,道の駅湖畔の里福富,東広島市福富町久芳1506,31469640,,,,,,,,,,,,,,,,
,,,12,完成工事未収入金,完成工事未収入金,その他(リース),,21616965,,,,,,,,,,,,,,,,
,,,13,完成工事未収入金,完成工事未収入金,その他(警備),,1618220,,,,,,,,,,,,,,,,
,,,14,完成工事未収入金,完成工事未収入金,その他(建設),,6372355,,,,,,,,,,,,,,,,
,,,15,計,計,,,974148095,,,,,,,,,,,,,,,,
,,,16,未収入金,未収入金,セラフィックビル管理料,,5100000,,,,,,,,,,,,,,,,
,,,17,合計,合計,,,,,,,,,,,,,,,,,,,
