file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,松陽産業(株)岡山工場,新見市哲西町八鳥138-45,1705308,,,,,,,,,,,,,,,,
,,,2,同上,同上,兼子産業(株),光市室積東ノ庄10-1,1659373,,,,,,,,,,,,,,,,
,,,3,同上,同上,ビホクアルミ,庄原市東本町3-7-20,1635108,,,,,,,,,,,,,,,,
,,,4,同上,同上,(株)神洋マリンサービス,神戸市須磨区大池町4-1-3,1622192,,,,,,,,,,,,,,,,
,,,5,同上,同上,たてやま建築工房,三次市三次町1528-1,1370237,,,,,,,,,,,,,,,,
,,,6,同上,同上,福山双葉(株),福山市明神町2-16-10,1323960,,,,,,,,,,,,,,,,
,,,7,同上,同上,内装施工,広島市佐伯区五日市町上河内822-23,1165181,,,,,,,,,,,,,,,,
,,,8,同上,同上,(有)ケイ.工フ,神戸市東灘区深江南町4-92,1126142,,,,,,,,,,,,,,,,
,,,9,同上,同上,広島ガス住設(株),府中市上下町上下1869-2,1095124,,,,,,,,,,,,,,,,
,,,10,同上,同上,オタフクソース(株)本社,広島市西区商エセンター7-4-27,1089000,,,,,,,,,,,,,,,,
,,,11,同上,同上,中国醸造(株),廿日市市桜尾1-12-1,1088010,,,,,,,,,,,,,,,,
,,,12,同上,同上,中玉紙工業(株),尾道市美ノ郷町本郷新池田455-54,1069244,,,,,,,,,,,,,,,,
,,,13,同上,同上,(株)国光製粉工業所,庄原市東城町久代2450-4,1027400,,,,,,,,,,,,,,,,
,,,14,同上,同上,西日本ダイケンプロダクツ(株),大阪市北区堂島1-6-20,983785,,,,,,,,,,,,,,,,
,,,15,同上,同上,インテリア瀬戸内,広島市東区若草町21-4,930221,,,,,,,,,,,,,,,,
,,,16,同上,同上,オリエントハウス(株),寝屋川市石津元町13-33,910881,,,,,,,,,,,,,,,,
,,,17,同上,同上,(株)ゴウケン,広島市佐伯区利松2-12-19,896478,,,,,,,,,,,,,,,,
,,,18,同上,同上,(株)富士オリエンタルエヴァンライン,神戸市灘区摩耶埠頭30,861850,,,,,,,,,,,,,,,,
,,,19,同上,同上,(株)佐藤型鋼製作所,広島市西区三滝本町2-24-24,843480,,,,,,,,,,,,,,,,
,,,20,同上,同上,(株)イズコン本社,出雲市大津町1778-1,814176,,,,,,,,,,,,,,,,
,,,21,同上,同上,(株)仙台銘板,広島市安佐北区三入6-16-9,813912,,,,,,,,,,,,,,,,
,,,22,同上,同上,ジェイワイ企画(有),三次市甲奴町小童1300-1,781868,,,,,,,,,,,,,,,,
,,,23,同上,同上,KDK(株),広島市東区戸坂新町2-35-15,779717,,,,,,,,,,,,,,,,
,,,24,同上,同上,松本煉瓦(株),竹原市吉名町517,753280,,,,,,,,,,,,,,,,
,,,25,同上,同上,唐川木材工業(株),府中市高木町235,717200,,,,,,,,,,,,,,,,
,,,26,同上,同上,東洋パックス(株),大阪市西区江戸堀1-6-13-3,707850,,,,,,,,,,,,,,,,
,,,27,合計,合計,,,,,,,,,,,,,,,,,,,
