file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,(株)秩父富士・両神,埼玉県秩父市小鹿野町両神薄236-2,510800568,,,,,,,,,,,,,,,,
,,,2,,,富士電機機器制御(株),埼玉県鴻巣市南1-5-45,144002112,,,,,,,,,,,,,,,,
,,,3,,,(株)やまびこ,青梅市末広町1-7-2,33385594,,,,,,,,,,,,,,,,
,,,4,,,桐里工業(株),埼玉県大里郡寄居町用土5543,28061733,,,,,,,,,,,,,,,,
,,,5,,,(株)根上産業,埼玉県川越市的場1510-1,23695616,,,,,,,,,,,,,,,,
,,,6,,,金邦化成(株),山梨県南都留郡富士河口湖町河口577-1,20653144,,,,,,,,,,,,,,,,
,,,7,,,日本GT(株),目黒区目黒本町3-12-15,10651839,,,,,,,,,,,,,,,,
,,,8,,,行田電線(株),大阪市城東区古市1-2-11,9770382,,,,,,,,,,,,,,,,
,,,9,,,日本合材(株),大田区南馬込1-52-10,8910895,,,,,,,,,,,,,,,,
,,,10,,,サトーパーツ(株),東京都千代田区外神田3-3-8秋葉原ビル,8535948,,,,,,,,,,,,,,,,
,,,11,,,(株)テージーケー,八王子市椚田町1211-4,7539070,,,,,,,,,,,,,,,,
,,,12,,,大生産業(株),江東区亀有3-28-13,6809607,,,,,,,,,,,,,,,,
,,,13,,,(有)大村製作所,山梨県甲州市塩山上井尻942,6005032,,,,,,,,,,,,,,,,
,,,14,,,平田精工ジャパン(株),埼玉県坂戸市小山57-3,5979326,,,,,,,,,,,,,,,,
,,,15,,,かんき(株),品川区東五反田1丁目11-9,5120610,,,,,,,,,,,,,,,,
,,,16,,,前田樹脂(有),埼玉県大里郡寄居町西古里110-5,4194080,,,,,,,,,,,,,,,,
,,,17,,,(株)福島明工社,福島県須賀川市大久保字北田164,4148815,,,,,,,,,,,,,,,,
,,,18,,,葵工業(株),宮城県栗原市金成大原木鶴田37-2,4054930,,,,,,,,,,,,,,,,
,,,19,,,秋田三和化成(株),秋田県横手市増田町湯野沢字三栗22-3,4026902,,,,,,,,,,,,,,,,
,,,20,,,(株)原田製作所,埼玉県八潮市2-1122,3633960,,,,,,,,,,,,,,,,
,,,21,,,hakkai(株),群馬県高崎市栄町14-1,3556850,,,,,,,,,,,,,,,,
,,,22,,,(株)郷製作所,神奈川県横藩士都筑区早渕3-30-30,3443968,,,,,,,,,,,,,,,,
,,,23,,,リファインテック(株),神奈川県横浜市港北区綱島東5-6-37,3242179,,,,,,,,,,,,,,,,
,,,24,,,(株)長瀬,埼玉県新座市大和田3-4-16,3160212,,,,,,,,,,,,,,,,
,,,25,小計,小計,,,863383372,,,,,,,,,,,,,,,,
