file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,,,ヤマト運輸(株),広島市安佐南区伴南3-1-1,920700,,,,,,,,,,,,,,,,
,,,2,,,(株)ハウジングあらい,広島市西区西観音町12-8,919600,,,,,,,,,,,,,,,,
,,,3,,,(株)施設営繕サービス,廿日市市峰高2丁目8-2,919600,,,,,,,,,,,,,,,,
,,,4,,,(株)カナモト,広島市安佐南区伴南2丁目5番10-31,897600,,,,,,,,,,,,,,,,
,,,5,,,(株)タガワ,広島市安佐南区八木5丁目10-17,836220,,,,,,,,,,,,,,,,
,,,6,,,国土交通省浜田河川国道事務所,島根県浜田市相生町3973,797500,,,,,,,,,,,,,,,,
,,,7,,,みのる産業(株),岡山県赤磐市下市447,795269,,,,,,,,,,,,,,,,
,,,8,,,児玉建設(株),神石郡神石高原町小畠,774840,,,,,,,,,,,,,,,,
,,,9,,,(有)福山産機サービス,岡山県笠岡市西茂平6-1,774218,,,,,,,,,,,,,,,,
,,,10,,,新備広コンクリート(株),府中市高木町1120番地,770000,,,,,,,,,,,,,,,,
,,,11,,,ヤマトオートワークス(株),広島市安佐南区伴南3-1-1,766700,,,,,,,,,,,,,,,,
,,,12,,,樫木建設(株),尾道市御調町市67-1,765600,,,,,,,,,,,,,,,,
,,,13,,,(有)バケット屋,防府市大字奈美96番地の1,741352,,,,,,,,,,,,,,,,
,,,14,,,梶本機械(株),呉市仁方皆実町3-19,726594,,,,,,,,,,,,,,,,
,,,15,,,富士エンジニアリング(株),愛媛県松山市朝生田町6-5-27,726130,,,,,,,,,,,,,,,,
,,,16,,,(株)ピーコック,山口県岩国市関戸1丁目111-15,723800,,,,,,,,,,,,,,,,
,,,17,,,パークフロント開発(株),広島市安佐南区大塚西4丁目8-31,706200,,,,,,,,,,,,,,,,
,,,18,,,(株)道工,竹原市中央3丁目14-10,639210,,,,,,,,,,,,,,,,
,,,19,,,(株)アースクリエーション,広島市中区舟入南五丁目3番7号,616000,,,,,,,,,,,,,,,,
,,,20,,,国土交通省三次河川国道事務所,三次市十日市西6丁目2-1,616000,,,,,,,,,,,,,,,,
,,,21,,,第一プラスチック工業(株),広島市西区庚午北1-5-8,594000,,,,,,,,,,,,,,,,
,,,22,,,三共リース(株),福山市神辺町新徳田3-530,593692,,,,,,,,,,,,,,,,
,,,23,,,山陽ブロック工業(株),三原市南方3丁目14番1号,588830,,,,,,,,,,,,,,,,
,,,24,,,(株)A&C,廿日市市大野中央3-3-5,578380,,,,,,,,,,,,,,,,
,,,25,,,日本マーツ(株),東広島市黒瀬町乃美尾557-5,557361,,,,,,,,,,,,,,,,
,,,26,小計,小計,,,18345396,④,,,,,,,,,,,,,,,
