file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,福島売掛金,福島売掛金,植田精工(有),福島県喜多方市関柴町下柴天神前406-5,701964,,,,,,,,,,,,,,,,
,,,2,〃,〃,(株)協和精密工業秋田工場,秋田県大仙市土川字大野13-2,1035408,,,,,,,,,,,,,,,,
,,,3,〃,〃,佐久間工業(株),福島県岩瀬郡鏡石町境151-2,3222017,,,,,,,,,,,,,,,,
,,,4,〃,〃,(有)ジーエフトップ,岩手県胆沢郡金ヶ崎町西根改断14-3,1171662,,,,,,,,,,,,,,,,
,,,5,〃,〃,(株)スギヤス福島工場,福島県岩瀬郡鏡石町かげ沼178-1,1356048,,,,,,,,,,,,,,,,
,,,6,〃,〃,(有)高橋工業所,福島県福島市佐倉下字光寿院前1-7,709780,,,,,,,,,,,,,,,,
,,,7,〃,〃,(株)タケマエ,山形県米沢市万世町梓山下原5495-41,3749573,,,,,,,,,,,,,,,,
,,,8,〃,〃,(株)田代電機製作所,福島県耶麻郡西会津町群岡御館野甲952,2091980,,,,,,,,,,,,,,,,
,,,9,〃,〃,長尾工業(株)第2工場,福島県郡山市喜久田町字松ヶ作16,574231,,,,,,,,,,,,,,,,
,,,10,〃,〃,ナショナル鍛工(株),山形県米沢市八幡原2-4616-4,595832,,,,,,,,,,,,,,,,
,,,11,〃,〃,NOK(株)オイルシール事業部,福島県福島市永井川続堀8,2558112,,,,,,,,,,,,,,,,
,,,12,〃,〃,NOK(株)樹脂ウレタン事業部,茨城県北茨城市華川町臼場187-11,662244,,,,,,,,,,,,,,,,
,,,13,〃,〃,NOKフガクエンジニアリング(株),福島県田村郡三春町熊耳大平2-1,11030941,,,,,,,,,,,,,,,,
,,,14,〃,〃,冨士ダイス(株)郡山製造所,福島県郡山市待池台2-2-8,6801564,,,,,,,,,,,,,,,,
,,,15,〃,〃,三木プーリ(株),山形県米沢市窪田町窪田字下前田2857-8,2096741,,,,,,,,,,,,,,,,
,,,16,〃,〃,(株)ユニオンプレート,長野県千曲市大字内川622-1,7981010,,,,,,,,,,,,,,,,
,,,17,〃,〃,(株)渡工テクノサイト,福島県伊達郡川俣町大字羽田字向1-1,698247,,,,,,,,,,,,,,,,
,,,18,〃,〃,その他28件,,2764384,,,,,,,,,,,,,,,,
,,,19,計,計,,,49801738,,,,,,,,,,,,,,,,
,,,20,九州売掛金,九州売掛金,アイム電機工業(株),福岡県遠賀郡水巻町猪熊10-2-16,574409,,,,,,,,,,,,,,,,
,,,21,〃,〃,(株)植木製作所,熊本県熊本市北区植木町清水375,1189777,,,,,,,,,,,,,,,,
,,,22,〃,〃,(株)上原製作所,福岡県福岡市博多区東那珂2-15-5,9148981,,,,,,,,,,,,,,,,
,,,23,〃,〃,オタライト(株),福岡県春日市桜ヶ丘7-79,843700,,,,,,,,,,,,,,,,
,,,24,〃,〃,クス精密(株),大分県玖珠郡玖珠町大字太田255-2,3289653,,,,,,,,,,,,,,,,
,,,25,〃,〃,シバタ精機(株),福岡県朝倉市杷木林田807-1,13234744,,,,,,,,,,,,,,,,
,,,26,合計,合計,,,,,,,,,,,,,,,,,,,
