file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,(有)佐久コミテーター製作所,長野県佐久市塚原964-1,1092300,,,,,,,,,,,,,,,,
,,,2,,,共立継器(株),長野県千曲市大字羽尾100,1086316,,,,,,,,,,,,,,,,
,,,3,,,日本サーモ(株),山形県西置賜郡白鷹町荒砥乙125-2,1079672,,,,,,,,,,,,,,,,
,,,4,,,(株)セイプラ,山梨県笛吹市八代町竹居1272,1042715,,,,,,,,,,,,,,,,
,,,5,,,(株)東新ポリマー,品川区旗の台2-2-13,1035155,,,,,,,,,,,,,,,,
,,,6,,,飯田モールド(株),長野県下伊那郡高森町山吹1646-6,1027180,,,,,,,,,,,,,,,,
,,,7,,,今村電気化学(株),品川区西五反田5-31-20,1025636,,,,,,,,,,,,,,,,
,,,8,,,(有)長沼製作所,新潟市西蒲区福島2233,1016598,,,,,,,,,,,,,,,,
,,,9,,,(株)セーコン,神奈川県横浜市鶴見区豊岡町14-24,1013320,,,,,,,,,,,,,,,,
,,,10,,,(有)丸山,山梨県笛吹市御坂町国衙493-3,1004240,,,,,,,,,,,,,,,,
,,,11,,,その他93件,,27559281,,,,,,,,,,,,,,,,
,,,12,,,小計,,37982413,,,,,,,,,,,,,,,,
,,,13,,,"HIRATAPRECISIONINDUSTRIAL(DALIAN)CO.,LTD.","ECONOMIC&TECHNICALDEVELOPMENTZONE,DALIAN,CHINA",25962222,,,,,,,,,,,,,,,,
,,,14,,,"SHINWAGOSECO.,LTD.","COMMERCIALBUILDING,139WINGLOKSTREET,SHEUNGWAN,H.K",11089960,,,,,,,,,,,,,,,,
,,,15,,,"YANTAIAIKAITIANLONGMOULDINGPLASTICSCO.,LTD",YANTAISHANDONGCHINA,8066760,,,,,,,,,,,,,,,,
,,,16,,,"PLAMATELS(SHANGHAI)CO.,LTD.","XINHUAROADSHANGHAI,P.R.CHINA",5434560,,,,,,,,,,,,,,,,
,,,17,,,"FUJIELECTRICDALIANCO.,LTD","ECONOMTC&TECHNICALDEVELOPMENTZOME,DALIAN,CHINA",2640405,,,,,,,,,,,,,,,,
,,,18,,,"WUXIMINDELECTRICCO.,LTD.","BINHUECONOMIC&TECHNOLOGICALDEVELOPMENTZOME,WUXI,CHINA",1446753,,,,,,,,,,,,,,,,
,,,19,,,小計,,54640660,,,,,,,,,,,,,,,,
,,,20,合計,合計,,,999287071,,,,,,,,,,,,,,,,
