file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,(株)藤橋商店,姫路市相野115,2558008,たまご,,,,,,,,,,,,,,,
,,,2,売掛金,売掛金,佐藤食品株式会社,福岡県行橋市東大橋4丁目1570-1,2511039,たまご,,,,,,,,,,,,,,,
,,,3,売掛金,売掛金,エスエスケーフーズ株式会社,東京都港区海岸二丁目1-16,2511028,たまご,,,,,,,,,,,,,,,
,,,4,売掛金,売掛金,尾家産業株式会社,神戸市東灘区深江町133,2460662,たまご,,,,,,,,,,,,,,,
,,,5,売掛金,売掛金,株式会社ベル,神戸市東灘区住吉浜町15-1,2453880,たまご,,,,,,,,,,,,,,,
,,,6,売掛金,売掛金,ミナト,京都府京都市南区東九条南河辺町16,2445575,たまご,,,,,,,,,,,,,,,
,,,7,売掛金,売掛金,八瀬米穀鶏卵店,芦屋市高浜町9-2-2024,2313182,たまご,,,,,,,,,,,,,,,
,,,8,売掛金,売掛金,(株)神戸風月堂,神戸市西区高塚台5-4-20,2173509,たまご,,,,,,,,,,,,,,,
,,,9,売掛金,売掛金,株式会社シンケールス,神戸市東灘区御影塚町三丁目3-22,2151712,たまご,,,,,,,,,,,,,,,
,,,10,売掛金,売掛金,株式会社トーホーストア,神戸市東灘区向洋町西5-9,2039541,たまご,,,,,,,,,,,,,,,
,,,11,売掛金,売掛金,株式会社本高砂屋,神戸市東灘区向洋町西5-1,1935708,たまご,,,,,,,,,,,,,,,
,,,12,売掛金,売掛金,株式会社廣記商工,神戸市灘区麻耶埠頭2番2,1831788,たまご,,,,,,,,,,,,,,,
,,,13,売掛金,売掛金,ヤマサ蒲鉾株式会社,姫路市夢前町置本327-16,1792413,たまご,,,,,,,,,,,,,,,
,,,14,売掛金,売掛金,(株)ローゲンマイヤー,,1684034,たまご,,,,,,,,,,,,,,,
,,,15,売掛金,売掛金,(株)マルサン,,1614298,たまご,,,,,,,,,,,,,,,
,,,16,売掛金,売掛金,太陽食品(株),,1566216,たまご,,,,,,,,,,,,,,,
,,,17,売掛金,売掛金,レーブドゥシェフ,神戸市垂水区名谷町押戸321-1,1495622,たまご,,,,,,,,,,,,,,,
,,,18,売掛金,売掛金,(株)西山鶏聊,神戸市東灘区深江浜町1-1,1492928,たまご,,,,,,,,,,,,,,,
,,,19,売掛金,売掛金,浪花食品(株),,1471377,たまご,,,,,,,,,,,,,,,
,,,20,売掛金,売掛金,株式会社文明堂,神戸市兵庫区福原町3-2,1465476,たまご,,,,,,,,,,,,,,,
,,,21,売掛金,売掛金,株式会社稲美乳販,加古郡稲美町野寺939-1,1449489,たまご,,,,,,,,,,,,,,,
,,,22,売掛金,売掛金,株式会社神戸スイーツポート,神戸市西区北別府二丁目1-2,1271361,たまご,,,,,,,,,,,,,,,
,,,23,売掛金,売掛金,有限会社バックハウスイリエ,尼崎市東園田町2,1260484,たまご,,,,,,,,,,,,,,,
,,,24,売掛金,売掛金,太平商事株式会社,大阪府堺市中央区平井202-1,1188000,たまご,,,,,,,,,,,,,,,
,,,25,売掛金,売掛金,株式会社トーホーキャッシュアンドキャリ,神戸市東灘区向洋町西5-9,1181758,たまご,,,,,,,,,,,,,,,
,,,26,売掛金,売掛金,アサヒ屋,神戸市東灘区青木6-2-17,1147636,たまご,,,,,,,,,,,,,,,
,,,27,頁計,頁計,,,47466724,,,,,,,,,,,,,,,,
