file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,シンコー通商(株),宮城県仙台市宮城野区扇町三丁目10番12号,55202793,,,,,,,,,,,,,,,,
,,,2,売掛金,売掛金,小国開発(株),小国町岩井沢765,33021120,,,,,,,,,,,,,,,,
,,,3,売掛金,売掛金,(株)竹田組,米沢市窪田町窪田876,24797663,,,,,,,,,,,,,,,,
,,,4,売掛金,売掛金,日建工学(株),東京都新宿区西新宿6丁目10番1号,24140303,,,,,,,,,,,,,,,,
,,,5,売掛金,売掛金,網代建設,米沢市竹井1657-1,18740682,,,,,,,,,,,,,,,,
,,,6,売掛金,売掛金,新興ランデック(株),福島市飯坂町平野43-1,17647465,,,,,,,,,,,,,,,,
,,,7,売掛金,売掛金,丸吉コンクリート工業(株),白鷹町畔藤9773,16315810,,,,,,,,,,,,,,,,
,,,8,売掛金,売掛金,東栄コンクリート工業(株),山形市富神台19,12586061,,,,,,,,,,,,,,,,
,,,9,売掛金,売掛金,新興開発(株),山形県西置賜郡白鷹町大字佐野原,10255345,,,,,,,,,,,,,,,,
,,,10,売掛金,売掛金,(株)黒澤技建,川西町大字下小松2972-2,10136489,,,,,,,,,,,,,,,,
,,,11,売掛金,売掛金,(株)畑山,酒田市亀ケ崎四丁目20-24,9736562,,,,,,,,,,,,,,,,
,,,12,売掛金,売掛金,日本コーケン,仙台市青葉区本町12-12,9292800,,,,,,,,,,,,,,,,
,,,13,売掛金,売掛金,山形県コンクリート製品工業協同組合,山形市小白川4丁目32-7,8407058,,,,,,,,,,,,,,,,
,,,14,売掛金,売掛金,前田製管(株),天童市大字蔵増字長沼3174,8006214,,,,,,,,,,,,,,,,
,,,15,売掛金,売掛金,那須建設(株),長井市屋城町7-1,6081416,,,,,,,,,,,,,,,,
,,,16,売掛金,売掛金,山形建設(株),山形市清住町1-2-18,5588957,,,,,,,,,,,,,,,,
,,,17,売掛金,売掛金,本間コンクリート工業,新潟市中央区西湊町通四ノ町3281,5480332,,,,,,,,,,,,,,,,
,,,18,売掛金,売掛金,山建工業(株),米沢市諸仏町4926-5,3728274,,,,,,,,,,,,,,,,
,,,19,売掛金,売掛金,東北興商,仙台市若林区六丁の目中町27-27,3543760,,,,,,,,,,,,,,,,
,,,20,売掛金,売掛金,梅津工業,山形市飯田3-8-25,3471435,,,,,,,,,,,,,,,,
,,,21,売掛金,売掛金,NIPPO,東京都品川区東品川3-32-20,3279716,,,,,,,,,,,,,,,,
,,,22,売掛金,売掛金,前田工繊,福井県坂井市春江町沖布目38-3,3007829,,,,,,,,,,,,,,,,
,,,23,売掛金,売掛金,安藤建設,庄内町余目字月屋敷236-1,2981506,,,,,,,,,,,,,,,,
,,,24,売掛金,売掛金,(株)米沢マエタ,米沢市窪田町八幡堂1288-1,2867855,,,,,,,,,,,,,,,,
,,,25,売掛金,売掛金,大成ロテック(株),岩手県盛岡市仙北3-17-6,2576970,,,,,,,,,,,,,,,,
,,,26,売掛金,売掛金,小松物産,山形市飯田5丁目8-27,2438172,,,,,,,,,,,,,,,,
,,,27,合計,合計,,,,,,,,,,,,,,,,,,,
