file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,(株)日本都市,千葉県船橋市藤原6-23-3,2402774,,,,,,,,,,,,,,,,
,,,2,売掛金,売掛金,(株)アサヒ総建,鶴岡市伊勢横内字畑福112-2,2353076,,,,,,,,,,,,,,,,
,,,3,売掛金,売掛金,(株)大建工業,南陽市漆山1081,2159058,,,,,,,,,,,,,,,,
,,,4,売掛金,売掛金,阿部コンクリート(株),鶴岡市藤島字西細秋110,2127620,,,,,,,,,,,,,,,,
,,,5,売掛金,売掛金,(株)T.M.C,山形市瀬波1丁目10-9,2093080,,,,,,,,,,,,,,,,
,,,6,売掛金,売掛金,(株)尾形商店,米沢市門東町3-4-1,2011557,,,,,,,,,,,,,,,,
,,,7,売掛金,売掛金,共和コンクリート(株)山形支店,山形市十日町1丁目1-34,2003122,,,,,,,,,,,,,,,,
,,,8,売掛金,売掛金,(株)エム.ケー.シィ,仙台市泉区明通4-5-16,1921480,,,,,,,,,,,,,,,,
,,,9,売掛金,売掛金,三和,山形市五十鈴1-2-3,1796575,,,,,,,,,,,,,,,,
,,,10,売掛金,売掛金,セフティー工業,米沢市下小倉1913,1470150,,,,,,,,,,,,,,,,
,,,11,売掛金,売掛金,村山建設(株),朝日町宮宿190,1463231,,,,,,,,,,,,,,,,
,,,12,売掛金,売掛金,(有)豊興,岩手県下閉伊郡山田町豊間根4-12,1452858,,,,,,,,,,,,,,,,
,,,13,売掛金,売掛金,千代田鋼材(株),東京都中央区入船3-5-10,1432750,,,,,,,,,,,,,,,,
,,,14,売掛金,売掛金,志田建設,山形市双月町1丁目6-3,1410552,,,,,,,,,,,,,,,,
,,,15,売掛金,売掛金,葉山建設(株),長井市成田823-6,1381017,,,,,,,,,,,,,,,,
,,,16,売掛金,売掛金,衣袋建設(株),白鷹町畔藤2828-1,1358357,,,,,,,,,,,,,,,,
,,,17,売掛金,売掛金,青山建設,寒河江市緑町227-1,1353000,,,,,,,,,,,,,,,,
,,,18,売掛金,売掛金,(株)ケージー,川西町大字下小松2972-2,1207250,,,,,,,,,,,,,,,,
,,,19,売掛金,売掛金,金屋(株),鶴岡市平京田字屋敷廻1-4,1205199,,,,,,,,,,,,,,,,
,,,20,売掛金,売掛金,大東建設,長井市本町1-2-1,1171621,,,,,,,,,,,,,,,,
,,,21,売掛金,売掛金,前田道路,東京都品川区大崎1丁目11番3号,1125256,,,,,,,,,,,,,,,,
,,,22,売掛金,売掛金,(株)丸万コンクリート,新庄市十日町1564-2,980969,,,,,,,,,,,,,,,,
,,,23,売掛金,売掛金,小笠原建設(株),長井市九野本2217,883828,,,,,,,,,,,,,,,,
,,,24,売掛金,売掛金,米野建設,川西町上小松3964-2,860519,,,,,,,,,,,,,,,,
,,,25,売掛金,売掛金,(株)庄司工業,天童市乱川3丁目10-8,849970,,,,,,,,,,,,,,,,
,,,26,売掛金,売掛金,石川建設産業(株),東村山郡中山町長崎治中原1245-1,769340,,,,,,,,,,,,,,,,
,,,27,合計,合計,,,,,,,,,,,,,,,,,,,
