file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,(株)松永メディカル,大阪府大阪市中央区内平野町2-3-5石井ビル1階,39270,,,,,,,,,,,,,,,,
,,,2,〃,〃,(株)サンユーメディカル,東京都文京区本駒込5-5-9,37870,,,,,,,,,,,,,,,,
,,,3,〃,〃,オグチ器械(株),大分県大分市賀来新川1丁目1番46号,36938,,,,,,,,,,,,,,,,
,,,4,〃,〃,(株)東春堂器械店,愛知県尾張旭市白鳳町2-75,36861,,,,,,,,,,,,,,,,
,,,5,〃,〃,(株)翔薬,福岡県福岡市博多区山王2丁目3-5,36614,,,,,,,,,,,,,,,,
,,,6,〃,〃,津田医科器械,大阪府大阪市中央区糸屋町2丁目4-14,34452,,,,,,,,,,,,,,,,
,,,7,〃,〃,(株)エスティーメデイカル,東京都文京区本郷3-13-11恩田ビル1F,33748,,,,,,,,,,,,,,,,
,,,8,〃,〃,(株)日東,茨城県水戸市柳町2-11-36,33198,,,,,,,,,,,,,,,,
,,,9,〃,〃,ハクゾウメディカル(株),大阪府大阪市中央区徳井町2-4-9,30800,,,,,,,,,,,,,,,,
,,,10,〃,〃,(有)西迫医科器械店,宮崎県都城市南横市町2121-1,27540,,,,,,,,,,,,,,,,
,,,11,〃,〃,(有)テクノメディカル,愛媛県今治市高市甲419-1,26752,,,,,,,,,,,,,,,,
,,,12,〃,〃,(株)アイビージャパン,神奈川県川崎市幸区堀川町580ソリッドスクエア東館24F,26268,,,,,,,,,,,,,,,,
,,,13,〃,〃,(株)マック,北海道札幌市中央区大通東2丁目3番地,26257,,,,,,,,,,,,,,,,
,,,14,〃,〃,メリー犬ねこクリニック,香川県丸亀市垂水町914-27,26180,,,,,,,,,,,,,,,,
,,,15,〃,〃,朝日メディカル(株),兵庫県神戸市兵庫区三川口町2-3-11,20200,,,,,,,,,,,,,,,,
,,,16,〃,〃,伊藤医療器(株),福井県福井市大宮4丁目11-5,20027,,,,,,,,,,,,,,,,
,,,17,〃,〃,(株)レオクラン,大阪府摂津市千里丘2-4-26,18480,,,,,,,,,,,,,,,,
,,,18,〃,〃,アクテック(株),北海道札幌市豊平区美園二条3丁目2-25,17600,,,,,,,,,,,,,,,,
,,,19,〃,〃,フォーゲル動物病院,兵庫県神戸市灘区高徳町5-1-1常盤館1F,16302,,,,,,,,,,,,,,,,
,,,20,〃,〃,(株)津山医研,岡山県津山市山北636-2,15742,,,,,,,,,,,,,,,,
,,,21,〃,〃,(有)高安医科,東京都文京区本郷1丁目28-36鳳明ビル305,15686,,,,,,,,,,,,,,,,
,,,22,〃,〃,(株)六濤,東京都文京区本郷3-14-3,15120,,,,,,,,,,,,,,,,
,,,23,〃,〃,祐本医科器械(株),兵庫県姫路市呉服町7番地,11891,,,,,,,,,,,,,,,,
,,,24,〃,〃,(株)ヘルス,埼玉県所沢市弥生町2992-3,10000,,,,,,,,,,,,,,,,
,,,25,〃,〃,(有)平原商会,広島県呉市新宮町13-5,8107,,,,,,,,,,,,,,,,
,,,26,〃,〃,(株)ヘルスケア,神奈川県相模原市中央区相模原6-5-13,7920,,,,,,,,,,,,,,,,
,,,27,計,計,,,,,,,,,,,,,,,,,,,
