ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,maker_name_original,maker_name,maker_com_code,issue_date_rightside_date,issue_date,due_date_rightside_date,due_date,balance_rightside,balance,payment_bank_name_rightside,payment_bank_name,payment_bank_branch_name_rightside,payment_bank_branch_name,description_rightside,description
,,1,000,952883,202507,科目,科目,,名称(氏名),名称(氏名),所在地(住所),所在地(住所),,,期末現在高,期末現在高,摘要,摘要,,
,,2,000,952883,202507,買掛金,買掛金,,(株)タナカ,(株)タナカ,,,,,684394,684394,,,,
,,3,000,952883,202507,〃,〃,,中建設,中建設,,,,,539000,539000,,,,
,,4,000,952883,202507,〃,〃,,フジ産業(株),フジ産業(株),,,,,3607155,3607155,,,,
,,5,000,952883,202507,〃,〃,,(株)優心,(株)優心,,,,,631350,631350,,,,
,,6,000,952883,202507,〃,〃,,吉田製材(株),吉田製材(株),,,,,925388,925388,,,,
,,7,000,952883,202507,〃,〃,,美濃清商工(株),美濃清商工(株),,,,,6051010,6051010,,,,
,,8,000,952883,202507,〃,〃,,その他,その他,,,,,4012449,4012449,,,,
,,9,000,952883,202507,(小計),(小計),,,,,,,,187337074,187337074,,,,
,,10,000,952883,202507,未払金,未払金,,役員,役員,,,,,3000000,3000000,5月分役員報酬,5月分役員報酬,,
,,11,000,952883,202507,〃,〃,,従業員,従業員,,,,,16593308,16593308,5月分給与,5月分給与,,
,,12,000,952883,202507,〃,〃,,〃,〃,,,,,583000,583000,5月分出向社員給与,5月分出向社員給与,,
,,13,000,952883,202507,〃,〃,,林鉄工,林鉄工,,,,,357500,357500,本社工場,本社工場,,
,,14,000,952883,202507,〃,〃,,(株)KEEP,(株)KEEP,,,,,99000,99000,本社工場,本社工場,,
,,15,000,952883,202507,〃,〃,,(株)モトダ照明,(株)モトダ照明,,,,,88000,88000,木工所電気,木工所電気,,
,,16,000,952883,202507,〃,〃,,サンワクレーン(株),サンワクレーン(株),,,,,66000,66000,木工所,木工所,,
,,17,000,952883,202507,〃,〃,,新城防災設備(株),新城防災設備(株),,,,,355850,355850,本社,本社,,
,,18,000,952883,202507,〃,〃,,(株)天晃興機製作所,(株)天晃興機製作所,,,,,291890,291890,修繕資,修繕資,,
,,19,000,952883,202507,(小計),(小計),,,,,,,,21434548,21434548,,,,
,,20,000,952883,202507,計,計,,,,,,,,208771622,208771622,,,,
