file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,大島器械(株),徳島県徳島市応神町応神産業団地4-30,774972,,,,,,,,,,,,,,,,
,,,2,〃,〃,(株)イノメディックス,東京都文京区湯島2-16-11,766838,,,,,,,,,,,,,,,,
,,,3,〃,〃,五十嵐医科工業(株),東京都文京区本郷3丁目25-2,740122,,,,,,,,,,,,,,,,
,,,4,〃,〃,カナヤ医科器械(株),山口県宇部市小松原町2丁目10-64,618319,,,,,,,,,,,,,,,,
,,,5,〃,〃,(株)八神製作所,愛知県名古屋市中区千代田2丁目16-30,591833,,,,,,,,,,,,,,,,
,,,6,〃,〃,(株)上條器械店松本営業所,長野県松本市笹賀7600-19,576048,,,,,,,,,,,,,,,,
,,,7,〃,〃,(株)ムトウ東京SPDセンター,埼玉県越谷市大字西方3076-1ロジフロント越谷12階南,551628,,,,,,,,,,,,,,,,
,,,8,〃,〃,(株)カワニシ広島支店,広島県広島市西区商エセンター2-2-41,550785,,,,,,,,,,,,,,,,
,,,9,〃,〃,アイティーアイ(株),長崎県長崎市興善町6-7,534347,,,,,,,,,,,,,,,,
,,,10,〃,〃,メディエントランス(株),大阪府箕面市船場西2-1-1エリモビル4F,532922,,,,,,,,,,,,,,,,
,,,11,〃,〃,四国医療器(株),香川県高松市香川町川東下277-1,525955,,,,,,,,,,,,,,,,
,,,12,〃,〃,(株)ムトウ九州SPDセンター,福岡県福岡市博多区吉塚8-5-75,518001,,,,,,,,,,,,,,,,
,,,13,〃,〃,(株)やよい,兵庫県姫路市古三階町3番地,505406,,,,,,,,,,,,,,,,
,,,14,〃,〃,松田医科工業(株),東京都文京区湯島2-13-4,430750,,,,,,,,,,,,,,,,
,,,15,〃,〃,四国医療器(株)高知支店,高知県南国市領石281番1,422228,,,,,,,,,,,,,,,,
,,,16,〃,〃,村中医療器(株),大阪府和泉市あゆみ野2丁目8-2,420229,,,,,,,,,,,,,,,,
,,,17,〃,〃,原田三誠メディカルサプライ(株),大阪府吹田市内本町3-26-29,405159,,,,,,,,,,,,,,,,
,,,18,〃,〃,望星サイエンス(株),神奈川県厚木市長谷260-29,372677,,,,,,,,,,,,,,,,
,,,19,〃,〃,セベ産科用品(株),福岡県福岡市博多区博多駅南4-11-11,369921,,,,,,,,,,,,,,,,
,,,20,〃,〃,(株)カジノ医科工業,東京都文京区湯島2丁目20-3岩波ビル1階,311100,,,,,,,,,,,,,,,,
,,,21,〃,〃,(株)増田医科器械,京都府京都市伏見区竹田藁屋町50番地,308627,,,,,,,,,,,,,,,,
,,,22,〃,〃,(株)安中集栄堂,長崎県長崎市桜町8-1,297017,,,,,,,,,,,,,,,,
,,,23,〃,〃,カナヤ医科器械(株)山口東(営),山口県下松市潮音町4-1-7,295798,,,,,,,,,,,,,,,,
,,,24,〃,〃,レジットメディカル(株),岩手県紫波郡矢巾町流通センター南1-7-7,290906,,,,,,,,,,,,,,,,
,,,25,〃,〃,(株)三笑堂,京都府京都市南区上鳥羽大物町68,283573,,,,,,,,,,,,,,,,
,,,26,〃,〃,(株)名古屋医理科商会,愛知県名古屋市千種区谷口町5-30,268070,,,,,,,,,,,,,,,,
,,,27,計,計,,,,,,,,,,,,,,,,,,,
