file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,受取手形,受取手形,クリオン(株),東京都江東区越中島1-2-21,27153924,,,,,,,,,,,,,,,,
,,,2,受取手形,受取手形,矢作コンクリート工業(株),埼玉県加須市戸崎148-1,1694000,,,,,,,,,,,,,,,,
,,,3,受取手形,受取手形,(株)協和コーポレーション,愛知県春日井市大和通2-41-1,1490000,,,,,,,,,,,,,,,,
,,,4,小計,小計,,,30337924,,,,,,,,,,,,,,,,
,,,5,売掛金,売掛金,(株)大林組,東京都港区港南2-15-2,45216934,,,,,,,,,,,,,,,,
,,,6,売掛金,売掛金,大日本土木(株),東京都新宿区西新宿6-16-6,11022000,,,,,,,,,,,,,,,,
,,,7,売掛金,売掛金,小川建設(株),東京都大田区蒲田4-45-9,7573500,,,,,,,,,,,,,,,,
,,,8,売掛金,売掛金,クリオン(株),東京都江東区越中島1-2-21,7086525,,,,,,,,,,,,,,,,
,,,9,売掛金,売掛金,飛島木材(株),愛知県海部郡飛島村大字渚2-48,3487000,,,,,,,,,,,,,,,,
,,,10,売掛金,売掛金,鉄建建設(株),東京都千代田区神田三崎町2-5-3,3236200,,,,,,,,,,,,,,,,
,,,11,売掛金,売掛金,リベレステ(株),埼玉県草加市金明町389-1,2953500,,,,,,,,,,,,,,,,
,,,12,売掛金,売掛金,津島興業,愛知県愛西市勝幡五俵入2256,1338656,,,,,,,,,,,,,,,,
,,,13,売掛金,売掛金,大豊産業(株),埼玉県深谷市岡部1148-1,1012000,,,,,,,,,,,,,,,,
,,,14,売掛金,売掛金,(株)三洋工業東京システム,東京都塁田区太平2-9-4,847000,,,,,,,,,,,,,,,,
,,,15,売掛金,売掛金,ヒメノビルド(株),名古屋市東区東大曾根町12-19,693000,,,,,,,,,,,,,,,,
,,,16,売掛金,売掛金,(株)生総合明発,名古屋市中区丸の内2-17-4,528000,,,,,,,,,,,,,,,,
,,,17,売掛金,売掛金,その他50万円未満一括,,3247420,,,,,,,,,,,,,,,,
,,,18,小計,小計,,,88241735,,,,,,,,,,,,,,,,
,,,19,計,計,,,118579659,,,,,,,,,,,,,,,,
