file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,富士通(株),神奈川県川崎市中原区上小田中4-1-1,1734287,,,,,,,,,,,,,,,,
,,,2,売掛金,売掛金,富士通コンポーネント(株),長野県須坂市大字須坂1174,1622665,,,,,,,,,,,,,,,,
,,,3,売掛金,売掛金,(株)富士通ゼネラル,神奈川県川崎市高津区末長1116,453046,,,,,,,,,,,,,,,,
,,,4,売掛金,売掛金,クラリオン(株),埼玉県戸田市上戸田50,345114,,,,,,,,,,,,,,,,
,,,5,売掛金,売掛金,ケイテック(株),宮城県加美郡加美町字雁原3-2-5,2238015,,,,,,,,,,,,,,,,
,,,6,売掛金,売掛金,ソニーEMS(株)木更津テック,千葉県木更津市潮見8-4,148500,,,,,,,,,,,,,,,,
,,,7,売掛金,売掛金,(株)タムラ製作所本社,東京都練馬区東大泉1-19-43,341276,,,,,,,,,,,,,,,,
,,,8,売掛金,売掛金,(株)会津タムラ製作所,福島県大沼郡会津本郷町字上村北27-2,1543726,,,,,,,,,,,,,,,,
,,,9,売掛金,売掛金,サクサ(株),栃木県那須郡西那須野町下永田5-1400,16199766,,,,,,,,,,,,,,,,
,,,10,売掛金,売掛金,日本電波(株),東京都大田区多摩川2-15-12,90200,,,,,,,,,,,,,,,,
,,,11,売掛金,売掛金,古河電気工業(株),東京都千代田区丸の内2-6-1古河総合ビル,265752,,,,,,,,,,,,,,,,
,,,12,売掛金,売掛金,日本ケミコン(株),東京都品川区大崎5-6-4,555335,,,,,,,,,,,,,,,,
,,,13,売掛金,売掛金,神田工業(株),熊本県下益城砥用町大字太井早3797,1875960,,,,,,,,,,,,,,,,
,,,14,売掛金,売掛金,若柳タムラ製作所(株),宮城県栗原市若柳字川南上堤40-1,1518480,,,,,,,,,,,,,,,,
,,,15,売掛金,売掛金,(株)シグマ,神奈川県川崎市麻生区栗木2-4-16,15053543,,,,,,,,,,,,,,,,
,,,16,売掛金,売掛金,ヤマハ(株),静岡県浜松市中沢町10-1,75790,,,,,,,,,,,,,,,,
,,,17,売掛金,売掛金,ミカサ商事(株),宮城県仙台市青葉区一番町1-1-8キタガワビル7F,4835142,,,,,,,,,,,,,,,,
,,,18,売掛金,売掛金,井上電気(株),宮城県大崎市古川駅前大通2-6,17554049,,,,,,,,,,,,,,,,
,,,19,売掛金,売掛金,新光商事(株),東京都品川区大崎1-2-2,38931502,,,,,,,,,,,,,,,,
,,,20,売掛金,売掛金,テイアックマニュファクチャリングソリューションズ(株),山梨県富士吉田市下吉田3041-2,791945,,,,,,,,,,,,,,,,
,,,21,売掛金,売掛金,OKIネクステック(株),長野県小諸市耳取965-3,71885,,,,,,,,,,,,,,,,
,,,22,売掛金,売掛金,(株)エムエスイ,大阪府大阪市中央区島町2-4-12,5009400,,,,,,,,,,,,,,,,
,,,23,売掛金,売掛金,松定プレシジョン(株),滋賀県草津市青地町745,1293050,,,,,,,,,,,,,,,,
,,,24,売掛金,売掛金,メイコーエンベデッドプロダクツ(株),山形県米沢市アルカディア1-808-33,117476,,,,,,,,,,,,,,,,
,,,25,売掛金,売掛金,(株)伸好舎,埼玉県鴻巣市東1-8-18,749100,,,,,,,,,,,,,,,,
,,,26,売掛金,売掛金,(株)幸大ハイテック,埼玉県羽生市大沼2-45,1017500,,,,,,,,,,,,,,,,
,,,27,合計,合計,,,,,,,,,,,,,,,,,,,
