file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,(株)イノメディックス,東京都文京区湯島2-16-11,674715,,,,,,,,,,,,,,,,
,,,2,〃,〃,(株)竹山,北海道札幌市中央区北六条西16-1-5,622913,,,,,,,,,,,,,,,,
,,,3,〃,〃,村中医療器(株),大阪府和泉市あゆみ野2丁目8-2,611959,,,,,,,,,,,,,,,,
,,,4,〃,〃,(株)カワニシ広島支店,広島県広島市西区商エセンター2-2-41,583969,,,,,,,,,,,,,,,,
,,,5,〃,〃,五十嵐医科工業(株),東京都文京区本郷3丁目25-2,580533,,,,,,,,,,,,,,,,
,,,6,〃,〃,(株)ムトウ九州SPDセンター,福岡県福岡市博多区吉塚8-5-75,539484,,,,,,,,,,,,,,,,
,,,7,〃,〃,アイティーアイ(株),長崎県長崎市興善町6-7,529452,,,,,,,,,,,,,,,,
,,,8,〃,〃,セベ産科用品(株),福岡県福岡市博多区博多駅南4-11-11,527506,,,,,,,,,,,,,,,,
,,,9,〃,〃,四国医療器(株)高知支店,高知県南国市領石281番1,505339,,,,,,,,,,,,,,,,
,,,10,〃,〃,松田医科工業(株),東京都文京区湯島2-13-4,505105,,,,,,,,,,,,,,,,
,,,11,〃,〃,(株)ムトウ東京SPDセンター,埼玉県越谷市大字西方3076-1ロジフロント越谷I2階南,480783,,,,,,,,,,,,,,,,
,,,12,〃,〃,(株)八神製作所,愛知県名古屋市中区千代田2丁目16-30,477532,,,,,,,,,,,,,,,,
,,,13,〃,〃,望星サイエンス(株),神奈川県横浜市都筑区茅ヶ崎東4-7-19,461227,,,,,,,,,,,,,,,,
,,,14,〃,〃,(株)増田医科器械,京都府京都市伏見区竹田藁屋町50番地,459679,,,,,,,,,,,,,,,,
,,,15,〃,〃,(株)やよい,兵庫県姫路市古三階町3番地,455653,,,,,,,,,,,,,,,,
,,,16,〃,〃,クロスウィルメデイカル(株),新潟市東区紫竹卸新町1808番地22,445136,,,,,,,,,,,,,,,,
,,,17,〃,〃,メディエントランス(株),大阪府箕面市船場西2-1-1エリモビル4F,421460,,,,,,,,,,,,,,,,
,,,18,〃,〃,(株)カジノ医科工業,東京都文京区本郷3丁目26-3,410311,,,,,,,,,,,,,,,,
,,,19,〃,〃,(株)三輪器械,愛知県名古屋市中区丸の内3丁目23-16,401830,,,,,,,,,,,,,,,,
,,,20,〃,〃,(株)三笑堂,京都府京都市南区上鳥羽大物町68,399289,,,,,,,,,,,,,,,,
,,,21,〃,〃,(株)ムトウ札幌SPDセンター,北海道札幌市手稲区星置南4-43-8,382811,,,,,,,,,,,,,,,,
,,,22,〃,〃,(株)常光,北海道札幌市中央区北5条西13丁目,381055,,,,,,,,,,,,,,,,
,,,23,〃,〃,(有)中央医科器械,鹿児島県鹿児島市東郡元町5-1,380369,,,,,,,,,,,,,,,,
,,,24,〃,〃,原田三誠メディカルサプライ(株),大阪府吹田市内本町3-26-29,343523,,,,,,,,,,,,,,,,
,,,25,〃,〃,(株)大黒,和歌山県和歌山市手平3-8-43,333423,,,,,,,,,,,,,,,,
,,,26,〃,〃,(株)バイオメディカル,大分県由布市挾間町古野塚ノ久保1100-3,324445,,,,,,,,,,,,,,,,
,,,27,計,計,,,,,,,,,,,,,,,,,,,
