file_path,original_file_name,page_index,row_number,original_header_text,column_1_value,column_2_value,column_3_value,column_4_value,column_5_value,column_6_value,column_7_value,column_8_value,column_9_value,column_10_value,column_11_value,column_12_value,column_13_value,column_14_value,column_15_value,column_16_value,column_17_value,column_18_value,column_19_value,column_20_value
,,,0,科目,科目,名称(氏名),所在地(住所),期末現在高,摘要,,,,,,,,,,,,,,,
,,,1,売掛金,売掛金,(株)フレデリおかやま,岡山県岡山市北区大内田822-3,97105301,,,,,,,,,,,,,,,,
,,,2,売掛金,売掛金,(株)日立物流西日本,岡山県岡山市南区築港元町13-5,92440722,,,,,,,,,,,,,,,,
,,,3,売掛金,売掛金,三菱食品(株)中四国,岡山県岡山市北区番町2丁目2-15,58135467,,,,,,,,,,,,,,,,
,,,4,売掛金,売掛金,日本紙管工業(株),香川県善通寺市弘田町1943-1,37571660,,,,,,,,,,,,,,,,
,,,5,売掛金,売掛金,(株)大扇,埼玉県ふじみ野市鶴ケ舞1-32-19,32732767,,,,,,,,,,,,,,,,
,,,6,売掛金,売掛金,(株)ウェルファムフーズ,岡山県新見市西方1567他,30924087,,,,,,,,,,,,,,,,
,,,7,売掛金,売掛金,(株)上組,岡山県倉敷市玉島乙島8256-34,30524448,,,,,,,,,,,,,,,,
,,,8,売掛金,売掛金,マックスバリュ西日本(株),香川県高松市円座町1001他,30317511,,,,,,,,,,,,,,,,
,,,9,売掛金,売掛金,日本通運(株)岡山,岡山県岡山市北区錦町1-1-7F,27287175,,,,,,,,,,,,,,,,
,,,10,売掛金,売掛金,大輪総合運輸(株),徳島県鳴門市撫養町立岩字元地102,23108787,,,,,,,,,,,,,,,,
,,,11,売掛金,売掛金,全農物流(株)西日本,兵庫県神戸市東灘区住吉浜町18-33,20233546,,,,,,,,,,,,,,,,
,,,12,売掛金,売掛金,JA西日本くみあい飼料(株),岡山県倉敷市玉島乙島宇新湊8265他,19181565,,,,,,,,,,,,,,,,
,,,13,売掛金,売掛金,加藤産業(株),岡山県岡山市北区大内田722-2,17946128,,,,,,,,,,,,,,,,
,,,14,売掛金,売掛金,国分西日本(株),岡山県岡山市中区藤崎585-10,16741924,,,,,,,,,,,,,,,,
,,,15,売掛金,売掛金,日本農産工業(株),岡山県倉敷市児島塩生2767-32,16197352,,,,,,,,,,,,,,,,
,,,16,売掛金,売掛金,岡山土地倉庫(株),岡山県岡山市東区光津700,13177209,,,,,,,,,,,,,,,,
,,,17,売掛金,売掛金,(株)カワフジ,香川県三豊市三野町下高瀬1135,11519433,,,,,,,,,,,,,,,,
,,,18,売掛金,売掛金,三井食品(株),東京都中央区八重洲2-7-29F,11485267,,,,,,,,,,,,,,,,
,,,19,売掛金,売掛金,坂本産業(株),岡山県笠岡市走出670-1,10936515,,,,,,,,,,,,,,,,
,,,20,売掛金,売掛金,(株)日本チャンキー,岡山県和気郡和気町大中山1249,9714089,,,,,,,,,,,,,,,,
,,,21,売掛金,売掛金,日清丸紅飼料(株),岡山県倉敷市連島町連島110-55,9422450,,,,,,,,,,,,,,,,
,,,22,売掛金,売掛金,西日本飼料(株),岡山県倉敷市水島海岸通3-6-3,9253596,,,,,,,,,,,,,,,,
,,,23,売掛金,売掛金,伊藤忠食品(株),大阪府大阪市中央区城見2-2-22,8877788,,,,,,,,,,,,,,,,
,,,24,売掛金,売掛金,日清製粉(株),岡山県岡山市北区下石井1-3-16,8649540,,,,,,,,,,,,,,,,
,,,25,売掛金,売掛金,加藤製油(株),岡山県玉野市築港5-8-1,8338531,,,,,,,,,,,,,,,,
,,,26,売掛金,売掛金,井倉運輸(株)本社他,岡山県新見市足見83-1,7236200,,,,,,,,,,,,,,,,
,,,27,合計,合計,,,,,,,,,,,,,,,,,,,
