20250723085602250,1,1,001,000230,202507,,,サンベ電気,サンベ電気,2128,30,30,20,5.6.30,5.6.30,5.10.31,5.10.31,,,,,,3740000,3740000,,,,電債,電債,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
20250723085602250,1,2,001,000230,202507,,,北陽電気工事,北陽電気工事,2129,30,30,20,5.7.20,5.7.20,5.10.31,5.10.31,,,,,,2200000,2200000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
20250723085602250,1,3,001,000230,202507,,,北陽電気工事,北陽電気工事,2129,30,30,20,5.6.20,5.6.20,5.9.30,5.9.30,,,,,,2100000,2100000,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
20250723085602250,1,4,001,000230,202507,,,神州電気,神州電気,2130,30,30,20,5.7.18,5.7.18,5.10.15,5.10.15,,,,,,800800,800800,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
20250723085602250,1,5,001,000230,202507,,,大成電気水道工業,大成電気水道工業,2131,30,30,20,5.5.10,5.5.10,5.8.1,5.8.1,,,,,,5280770,5280770,島根中央信用金庫,島根中央信用金庫,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
20250723085602250,1,6,001,000230,202507,,,栗原工業,栗原工業,2132,30,30,20,5.4.30,5.4.30,5.8.31,5.8.31,,,,,,5000000,5000000,島根中央信用金庫,島根中央信用金庫,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
20250723085602250,1,7,001,000230,202507,,,神州電気,神州電気,2130,30,30,20,5.5.15,5.5.15,5.8.16,5.8.16,,,,,,3843400,3843400,島根中央信用金庫,島根中央信用金庫,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
20250723085602250,1,8,001,000230,202507,,,栗原工業,栗原工業,2132,30,30,20,5.4.30,5.4.30,5.8.31,5.8.31,,,,,,1160000,1160000,島根中央信用金庫,島根中央信用金庫,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
20250723085602250,1,9,001,000230,202507,,,神州電気,神州電気,2130,30,30,20,5.6.15,5.6.15,5.9.15,5.9.15,,,,,,382976,382976,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
20250723085602250,1,10,001,000230,202507,,,大成電気水道工業,大成電気水道工業,2131,30,30,20,5.6.12,5.6.12,5.9.1,5.9.1,,,,,,192500,192500,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,10,,,testuser
